sol,temp_range,environmental_stress_index,temp_min,temp_max,temp_avg,mars_season,mission_phase,solar_longitude_deg,dust_season_risk,orbital_thermal_factor,wind_speed_avg,wind_speed_max
215,77.66945,0.037669953,176.93932,254.60876,212.11215,Spring_North,Primary,48.6636,0.0,0.034269866,3.9665215,8.295267
216,53.774208,0.24883847,200.92836,254.70258,239.73201,Spring_North,Primary,49.026962,0.0,0.033125516,3.8390877,7.011107
217,75.782616,0.24811621,178.2809,254.0635,211.43704,Spring_North,Primary,49.670345,0.0,0.031145383,4.1421223,8.896265
218,75.88388,0.2738607,178.28299,254.16687,211.76385,Spring_North,Primary,50.0284,0.0,0.030068982,4.37101,8.526188
219,75.65053,0.27162033,178.03899,253.68951,212.1685,Spring_North,Primary,50.483,0.0,0.028728796,4.0425243,8.019075
220,75.92721,0.27229235,179.28532,255.21252,211.82469,Spring_North,Primary,50.94015,0.0,0.027411006,4.0089407,8.060425
221,76.38629,0.26887262,178.94551,255.3318,212.22354,Spring_North,Primary,51.3914,0.0,0.026139738,4.032211,8.168187
222,77.20512,0.26864988,178.07686,255.28197,212.07854,Spring_North,Primary,51.8448,0.0,0.024892012,3.9761617,8.596258
223,75.62102,0.04936938,177.97258,253.5936,211.28575,Spring_North,Primary,52.30115,0.0,0.023666205,4.066553,7.8695536
224,75.65137,0.053715162,178.2054,253.85675,210.6408,Spring_North,Primary,52.7518,0.0,0.02248537,4.0209947,7.991749
225,75.9081,0.03507953,178.27997,254.18806,210.30693,Spring_North,Primary,53.20297,0.0,0.021332761,3.8818471,7.48516
226,77.366295,0.03964189,176.78748,254.15378,210.55313,Spring_North,Primary,53.6572,0.0,0.020202316,3.8743992,8.414021
227,77.00321,0.039882906,177.70941,254.71262,210.54501,Spring_North,Primary,54.1098,0.0,0.019105922,4.0199957,8.665305
228,76.580315,0.04723736,177.4367,254.01703,209.9586,Spring_North,Primary,54.560375,0.0,0.018044244,3.773583,7.4513197
229,76.5092,0.04201843,177.39009,253.89929,210.65572,Spring_North,Primary,55.0142,0.0,0.01700503,3.8616414,9.186146
230,76.961975,0.039469585,176.9018,253.86377,210.32278,Spring_North,Primary,55.4662,0.0,0.016000116,4.075338,8.373015
231,3.9341955,0.637521,249.25854,253.19273,251.62238,Spring_North,Primary,55.647,0.0,0.015606581,6.752364,7.5542884
232,63.84396,0.70000005,186.6489,250.49286,208.70915,Spring_North,Primary,56.394,0.0,0.014031814,2.3125045,4.516557
233,77.433624,0.70000005,176.3841,253.81772,208.26921,Spring_North,Primary,57.002,0.0,0.012811041,5.081074,8.231571
234,77.0816,0.70000005,176.19507,253.27667,209.42265,Spring_North,Primary,57.275333,0.0,0.012280096,3.8681765,8.342095
235,76.488045,0.70000005,177.19917,253.68723,210.08076,Spring_North,Primary,57.7236,0.0,0.011433381,4.01539,8.746952
236,75.76017,0.70000005,177.62503,253.38521,210.18364,Spring_North,Primary,58.17218,0.0,0.010616006,4.092783,8.316083
237,74.94403,0.70000005,178.62135,253.56538,210.56654,Spring_North,Primary,58.6246,0.0,0.009822026,4.133046,8.387545
238,74.00132,0.27638772,179.06966,253.07097,210.46132,Spring_North,Primary,59.075,0.0,0.009061945,4.1540184,8.821912
239,75.55645,0.14016998,178.01573,253.57217,210.16011,Spring_North,Primary,59.523777,0.0,0.0083347745,4.201363,9.276276
240,67.63881,0.2135827,186.40346,254.04227,214.43515,Spring_North,Primary,59.706,0.0,0.008048122,2.5913055,7.4033713
241,74.88858,0.28892595,177.88411,252.77269,207.97264,Spring_North,Primary,60.606,0.0,0.0067053703,5.3263392,9.214256
242,75.88049,0.28986195,177.40445,253.28494,209.47961,Spring_North,Primary,60.874184,0.0,0.0063287807,4.18482,9.0403385
243,67.14116,0.34852284,185.21733,252.35849,213.60292,Spring_North,Primary,61.056,0.0,0.0060796174,2.6676817,7.3926725
247,75.91806,0.39214835,177.00085,252.91891,208.20856,Spring_North,Primary,63.303,0.0,0.0034116216,5.217457,8.154814
248,75.81184,0.39243987,177.55318,253.365,209.67036,Spring_North,Primary,63.575726,0.0,0.0031396963,3.9743257,9.691753
249,75.97819,0.3926704,177.32878,253.30696,209.78842,Spring_North,Primary,64.0224,0.0,0.0027186575,4.1987095,9.483035
250,76.92107,0.3161695,176.342,253.26306,209.1898,Spring_North,Primary,64.46959,0.0,0.0023274096,4.051368,8.474706
251,76.8661,0.26846957,176.39769,253.26378,209.73705,Spring_North,Primary,64.9204,0.0,0.0019636736,4.163198,8.348076
252,76.449295,0.27034858,177.08841,253.5377,209.55766,Spring_North,Primary,65.3694,0.0,0.0016320478,4.33629,8.939992
253,68.02741,0.26891667,184.87698,252.9044,212.49321,Spring_North,Primary,65.549,0.0,0.0015079658,2.6010778,7.970128
254,75.48785,0.29121625,176.93254,252.42038,207.67842,Spring_North,Primary,66.446,0.0,0.0009615909,5.4631186,9.258445
255,76.564865,0.29212826,176.19872,252.76358,210.06288,Spring_North,Primary,66.7154,0.0,0.00082137366,4.372942,9.47792
256,76.6393,0.293199,176.46858,253.10788,209.25244,Spring_North,Primary,67.16651,0.0,0.00061129103,4.338894,9.642003
257,76.04405,0.29223335,176.75781,252.80185,209.97704,Spring_North,Primary,67.6124,0.0,0.00043406527,4.264603,9.32644
258,75.832375,0.29233775,176.43323,252.26561,209.57417,Spring_North,Primary,68.0608,0.0,0.00028635087,4.3071003,9.749901
259,74.44166,0.3371785,176.27191,250.71358,204.20963,Spring_North,Primary,68.49001,0.0,0.00017362688,3.3020537,8.462269
260,77.37631,0.2385911,175.29865,252.67497,208.38371,Spring_North,Primary,68.96611,0.0,8.1400816e-05,4.264417,9.990033
261,76.52082,0.16047716,176.1747,252.69553,209.11841,Spring_North,Primary,69.40459,0.0,2.6997846e-05,4.1879416,9.506157
262,75.77019,0.15637428,176.19421,251.9644,209.34422,Spring_North,Primary,69.8548,0.0,1.6055644e-06,4.261956,9.046402
263,77.679756,0.15536278,175.35605,253.03581,209.1159,Spring_North,Primary,70.3034,0.0,7.010111e-06,4.3075747,8.423426
264,75.86621,0.15810649,176.99797,252.86418,208.8722,Spring_North,Primary,70.74999,0.0,4.2835058e-05,4.42668,9.535989
265,75.7778,0.1720466,176.6357,252.41348,204.31236,Spring_North,Primary,71.17536,0.0,0.000105202,3.7829804,8.574
266,76.730034,0.3942841,175.37535,252.1054,203.93785,Spring_North,Primary,71.72001,0.0,0.00022528144,7.070468,9.20827
267,75.45618,0.39648473,176.1999,251.65608,209.01007,Spring_North,Primary,72.09499,0.0,0.0003342029,4.1951756,9.178871
268,76.21643,0.45375043,176.11043,252.32686,200.86479,Spring_North,Primary,72.444,0.0,0.00045481135,3.204651,8.597433
284,75.17626,0.44882986,176.16736,251.34363,207.35701,Spring_North,Primary,79.84387,0.0,0.0073613655,4.607365,10.387196
285,76.9874,0.44844395,175.72964,252.71704,209.19254,Spring_North,Primary,80.175,0.0,0.007863609,4.394274,8.885367
286,77.82053,0.4484765,174.97957,252.8001,208.75456,Spring_North,Primary,80.62259,0.0,0.00856862,4.360825,9.452982
287,77.378784,0.43662667,174.9105,252.28929,209.22913,Spring_North,Primary,81.074,0.0,0.009310037,4.446639,9.500387
288,77.090836,0.2093877,174.92894,252.01978,209.26364,Spring_North,Primary,81.524,0.0,0.010079446,4.3605294,8.864181
289,76.47845,0.20951514,175.73413,252.21257,208.99654,Spring_North,Primary,81.97218,0.0,0.010875785,4.1640525,9.285371
290,78.427345,0.05512159,174.44269,252.87004,209.10258,Spring_North,Primary,82.424,0.0,0.011708878,4.3723087,9.449655
291,76.57905,0.03144689,175.82462,252.40367,209.26283,Spring_North,Primary,82.874,0.0,0.012568799,4.3449497,9.545887
292,68.16387,0.19198403,183.96634,252.1302,211.15056,Spring_North,Primary,83.054,0.0,0.01292119,2.8762486,7.2671204
293,77.37248,0.24354959,176.48152,253.854,208.29385,Spring_North,Primary,83.955,0.0,0.014757284,5.319294,8.732572
294,69.85447,0.31138673,183.47836,253.33282,211.43317,Spring_North,Primary,83.955,0.0,0.014757284,2.7246585,7.9438896
297,78.976204,0.34093297,174.08073,253.05693,207.72005,Spring_North,Primary,85.759,0.0,0.018793706,5.0776877,9.22357
298,76.1655,0.3433662,175.6007,251.7662,209.51352,Spring_North,Primary,86.0302,0.0,0.019441862,4.469516,9.575672
299,67.72929,0.36647224,183.56691,251.2962,211.0759,Spring_North,Primary,86.211,0.0,0.019879946,3.120856,8.980896
300,78.57252,0.40481803,174.36871,252.94122,207.74225,Spring_North,Primary,87.114,0.0,0.02213943,5.3125343,9.677626
301,79.049805,0.3597943,175.1702,254.22,209.35075,Spring_North,Primary,87.3852,0.0,0.02284123,4.5582905,9.874922
302,78.248886,0.33276507,174.48618,252.73506,209.24521,Spring_North,Primary,87.8378,0.0,0.024036245,4.4782033,10.336704
303,79.186134,0.24166127,173.76682,252.95294,208.88396,Spring_North,Primary,88.288376,0.0,0.025255414,4.5580835,9.885994
304,77.47007,0.22420806,174.32074,251.79082,209.06242,Spring_North,Primary,88.7428,0.0,0.026514743,4.533817,10.851028
305,79.13925,0.22526158,174.19833,253.33759,208.94463,Spring_North,Primary,89.1958,0.0,0.027799763,4.6076326,10.329999
306,77.941795,0.10155462,174.89401,252.83582,209.08842,Spring_North,Primary,89.65154,0.0,0.029122356,4.7401395,9.859494
307,78.147125,0.031129777,175.08446,253.23158,209.24426,Summer_North,Primary,90.1018,0.0,0.030458272,4.4906898,9.797112
308,78.08221,0.031117572,175.06316,253.14537,209.08371,Summer_North,Primary,90.553566,0.0,0.031827815,4.5143247,10.246426
309,76.756386,0.029765593,174.94748,251.70387,209.433,Summer_North,Primary,91.0094,0.0,0.03323919,4.5849977,10.08634
310,76.420715,0.0321448,176.10469,252.5254,209.82724,Summer_North,Primary,91.4634,0.0,0.034674253,4.5635843,9.96722
311,76.39611,0.040877346,176.04234,252.43846,209.24298,Summer_North,Primary,91.915565,0.0,0.036132555,4.7866216,10.544155
312,77.208084,0.04162063,175.446,252.6541,209.6302,Summer_North,Primary,92.372,0.0,0.037633926,4.6836557,10.901134
313,78.87204,0.0382269,175.26956,254.14159,209.70436,Summer_North,Primary,92.827,0.0,0.039159782,4.6533203,10.772069
314,78.46629,0.034193464,175.16713,253.63342,209.29301,Summer_North,Primary,93.28016,0.0,0.04070836,4.5798507,9.64437
315,78.21722,0.03598629,175.33647,253.5537,209.83728,Summer_North,Primary,93.737,0.0,0.04229858,4.4802866,9.790602
316,77.98742,0.03682881,175.04375,253.03117,209.58646,Summer_North,Primary,94.1926,0.0,0.043913472,4.7020564,10.152421
317,78.823685,0.03589493,174.78906,253.61275,209.20787,Summer_North,Primary,94.65137,0.0,0.04556872,4.6047726,10.135449
318,78.30393,0.03458394,175.42227,253.72621,209.95116,Summer_North,Primary,95.1046,0.0,0.04723263,4.4716077,9.29407
319,79.009674,0.03740145,174.95111,253.96078,209.78876,Summer_North,Primary,95.5612,0.0,0.048937537,4.7292695,10.148909
320,79.04452,0.036829114,174.9545,253.99902,209.62027,Summer_North,Primary,96.02097,0.0,0.050683226,4.62762,9.932286
321,77.974106,0.03907814,176.0235,253.9976,210.48495,Summer_North,Primary,96.4752,0.0,0.052436296,4.593884,9.943153
322,79.091225,0.035484247,174.79677,253.888,209.3922,Summer_North,Primary,96.93095,0.0,0.054223496,4.5668993,10.059118
323,79.11061,0.03653172,175.23885,254.34946,210.43665,Summer_North,Primary,97.3908,0.0,0.056055367,4.504648,9.839686
324,79.5498,0.03578218,175.05525,254.60506,210.34978,Summer_North,Primary,97.8488,0.0,0.05790829,4.5343294,10.021467
325,79.04119,0.032662988,175.56479,254.60597,209.5329,Summer_North,Primary,98.30495,0.0,0.0597818,4.5625186,10.504315
326,78.9758,0.024613379,175.09329,254.06909,210.24353,Summer_North,Primary,98.7654,0.0,0.06170128,4.6346836,10.033113
327,78.50476,0.028155021,174.79346,253.29822,210.17673,Summer_North,Primary,99.225,0.0,0.06364544,4.6838846,10.48279
328,79.06145,0.027770653,175.25331,254.31476,209.83176,Summer_North,Primary,99.68255,0.0,0.06560879,4.609303,10.344418
329,79.47222,0.03440339,175.02621,254.49844,210.32953,Summer_North,Primary,100.144,0.0,0.067616984,4.419367,10.002583
330,78.37103,0.034953497,175.8464,254.21744,210.54243,Summer_North,Primary,100.6046,0.0,0.06964942,4.6480207,9.640987
331,77.4537,0.038543276,176.43356,253.88727,210.1256,Summer_North,Primary,101.06779,0.0,0.07172132,4.4525146,10.888883
332,77.699684,0.037808914,176.2108,253.91049,210.62654,Summer_North,Primary,101.5256,0.0,0.07379669,4.5190115,9.868209
333,79.508446,0.036678478,176.42279,255.93123,210.44124,Summer_North,Primary,101.98534,0.0,0.07590814,4.5329137,10.163794
334,78.93008,0.033127252,176.27577,255.20586,210.75832,Summer_North,Primary,102.4492,0.0,0.07806625,4.6038,10.734714
335,78.88569,0.03183096,176.1851,255.0708,211.08699,Summer_North,Primary,102.9112,0.0,0.08024316,4.4835887,10.215603
336,80.024956,0.027413996,175.4937,255.51866,210.43541,Summer_North,Primary,103.37193,0.0,0.08244127,4.5159845,10.245299
337,79.76835,0.021453569,175.41582,255.18416,210.9425,Summer_North,Primary,103.8368,0.0,0.0846865,4.508702,10.520812
338,78.61268,0.017249286,176.69662,255.30931,211.02626,Summer_North,Primary,104.2998,0.0,0.08694987,4.531459,10.9284525
339,78.78116,0.023984328,175.88655,254.66771,210.60648,Summer_North,Primary,104.76153,0.0,0.08923387,4.649736,10.693549
340,78.46551,0.034416556,176.76073,255.22623,211.49857,Summer_North,Primary,105.2274,0.0,0.09156543,4.7189913,10.858966
341,79.711754,0.03671117,176.98088,256.69266,211.8032,Summer_North,Primary,105.692,0.0,0.093917504,4.5780373,10.526949
342,79.16891,0.034206867,176.86317,256.03207,211.10335,Summer_North,Primary,106.15982,0.0,0.09631284,4.554374,10.498542
343,78.75606,0.041706737,177.10321,255.85927,211.58163,Summer_North,Primary,106.6226,0.0,0.09870888,4.792808,9.613946
344,78.45155,0.037697673,176.841,255.29256,211.41309,Summer_North,Primary,107.0886,0.0,0.10114803,4.6258616,10.212718
345,81.06869,0.044824045,175.8444,256.9131,210.92671,Summer_North,Primary,107.55803,0.0,0.10363182,4.436521,9.559617
346,81.367935,0.043617386,175.5042,256.87213,211.35963,Summer_North,Primary,108.0222,0.0,0.106113926,4.528345,9.731342
347,81.02282,0.041743156,175.12242,256.14523,210.82343,Summer_North,Primary,108.48731,0.0,0.108627014,4.6264772,10.717357
348,81.98009,0.040911984,174.90053,256.8806,211.3329,Summer_North,Primary,108.9568,0.0,0.11118988,4.658435,10.220731
349,80.860214,0.041003115,175.24823,256.10843,211.30225,Summer_North,Primary,109.4248,0.0,0.11377062,4.5473156,11.437672
350,80.19112,0.030684555,176.75783,256.94894,210.94336,Summer_North,Primary,109.8915,0.0,0.11636987,4.652613,10.138556
351,81.01948,0.049022105,175.96759,256.98706,211.39444,Summer_North,Primary,110.363,0.0,0.119021654,4.8813467,11.614945
352,79.71433,0.06429785,176.7714,256.48575,211.8791,Summer_North,Primary,110.833,0.0,0.121690705,5.0245194,11.139976
353,78.858,0.059983768,176.99724,255.85524,211.53444,Summer_North,Primary,111.30585,0.0,0.12440162,4.6568365,10.839713
354,79.39083,0.06078433,177.23079,256.6216,212.04996,Summer_North,Primary,111.7736,0.0,0.12710848,4.860535,11.1380415
355,80.71505,0.061180137,176.64645,257.3615,212.08627,Summer_North,Primary,112.2446,0.0,0.12985925,4.6840043,10.881686
356,82.00128,0.059125356,176.4445,258.44577,211.63701,Summer_North,Primary,112.71906,0.0,0.13265553,4.5730567,11.090693
357,80.956345,0.056330014,176.47603,257.43237,212.06535,Summer_North,Primary,113.1882,0.0,0.1354452,4.898593,10.336513
358,80.68902,0.06055434,177.28555,257.97458,211.84789,Summer_North,Primary,113.65889,0.0,0.13826866,4.55469,10.300164
359,81.66986,0.049342796,176.51964,258.1895,212.39085,Summer_North,Primary,114.1344,0.0,0.14114583,4.8133097,10.669498
360,79.67407,0.051424272,177.94524,257.61932,212.98846,Summer_North,Primary,114.6084,0.0,0.14403845,4.713229,10.490664
361,80.52129,0.050440077,177.89438,258.41565,212.19202,Summer_North,Primary,115.08048,0.0,0.1469436,4.8411326,10.759164
362,80.88708,0.051275447,176.80818,257.69525,212.51463,Summer_North,Primary,115.557,0.0,0.14990033,4.8056545,10.719373
363,81.01574,0.044840466,176.84401,257.85974,212.81544,Summer_North,Primary,116.0326,0.0,0.15287551,4.8609185,10.492774
364,81.56002,0.041911013,177.27417,258.8342,212.48807,Summer_North,Primary,116.506676,0.0,0.15586498,4.8426113,10.918155
365,80.7712,0.039311145,177.44478,258.21597,212.95491,Summer_North,Primary,116.9852,0.0,0.15890637,4.5644712,10.910155
366,82.987885,0.2981029,176.61563,259.60352,222.47473,Summer_North,Primary,117.5896,0.0,0.16278179,6.6200843,11.303043
367,82.976746,0.29980117,176.84825,259.825,212.65909,Summer_North,Primary,117.95846,0.0,0.16516535,4.66087,9.82646
368,80.8955,0.2978158,177.67674,258.57224,213.27103,Summer_North,Primary,118.4184,0.0,0.16815698,4.8925967,11.373854
369,81.24925,0.32415622,177.1936,258.44287,208.03215,Summer_North,Primary,118.87372,0.0,0.17113958,4.3795357,10.581849
370,79.33288,0.32480946,179.47105,258.80392,213.60428,Summer_North,Primary,119.377,0.0,0.17446052,5.210864,12.189709
371,79.43247,0.32295227,178.91908,258.35153,213.86188,Summer_North,Primary,119.857,0.0,0.17765124,5.1135454,12.194107
372,81.51628,0.3137364,178.49402,260.0103,212.943,Summer_North,Primary,120.335655,0.0,0.18085556,4.9558554,10.522111
373,79.68357,0.13628739,179.19688,258.88046,213.63515,Summer_North,Primary,120.8186,0.0,0.18411115,5.161702,11.762345
374,80.11246,0.14515577,178.6073,258.71976,213.61026,Summer_North,Primary,121.3008,0.0,0.18738411,5.3974786,13.037496
375,82.09932,0.14634174,178.4906,260.58994,213.66136,Summer_North,Primary,121.78125,0.0,0.19066726,5.213162,11.425958
376,82.14673,0.05061139,178.82469,260.97144,214.47495,Summer_North,Primary,122.25833,0.0,0.19394886,5.165288,11.85852
377,80.99089,0.053886123,178.99553,259.98642,213.71202,Summer_North,Primary,122.7504,0.0,0.19735579,5.316467,11.03375
378,79.67325,0.060129736,180.09906,259.7723,213.55762,Summer_North,Primary,123.237335,0.0,0.20074914,4.976238,10.563399
379,80.51654,0.04817709,178.45094,258.96747,213.61996,Summer_North,Primary,123.7196,0.0,0.20413128,5.191203,12.513644
380,81.45627,0.0492316,178.69447,260.15073,213.65845,Summer_North,Primary,124.2056,0.0,0.2075608,5.1160474,11.338795
381,80.28446,0.041008525,179.32825,259.6127,213.70616,Summer_North,Primary,124.69454,0.0,0.21103235,5.061529,10.813739
382,83.10135,0.041244153,178.27637,261.37772,214.11664,Summer_North,Primary,125.1782,0.0,0.21448702,5.2070417,11.46139
383,81.93822,0.051195912,179.50923,261.44745,213.92653,Summer_North,Primary,125.663826,0.0,0.21797627,5.418527,11.950864
384,81.97673,0.05266747,179.81978,261.7965,214.71347,Summer_North,Primary,126.1544,0.0,0.2215216,5.2322855,11.632464
385,82.365555,0.25359648,178.94522,261.31076,224.58688,Summer_North,Primary,126.7301,0.0,0.22570817,6.6121917,11.114489
386,83.31537,0.25489128,178.27348,261.58887,213.65906,Summer_North,Primary,127.15284,0.0,0.22880004,5.1320515,11.4129715
387,84.57168,0.2510989,177.74512,262.3168,213.85713,Summer_North,Primary,127.6236,0.0,0.23226051,5.2931952,11.98033
388,84.2009,0.24777496,177.51872,261.71964,214.23843,Summer_North,Primary,128.1146,0.0,0.235889,5.1430197,11.80582
389,84.05026,0.24645928,176.9329,260.98315,213.76187,Summer_North,Primary,128.60918,0.0,0.23956358,5.3057446,11.508421
390,85.3167,0.24929112,177.56815,262.88486,214.45193,Summer_North,Primary,129.0988,0.0,0.24322039,5.1652694,12.21557
391,83.68748,0.24841891,178.26076,261.94824,214.3786,Summer_North,Primary,129.5918,0.0,0.2469214,5.315176,11.623727
392,84.14891,0.03236611,178.77257,262.92148,214.31061,Summer_North,Primary,130.0884,0.0,0.25066835,5.27467,11.473106
393,84.736244,0.041273315,177.81326,262.5495,214.20688,Summer_North,Primary,130.58,0.0,0.25439608,5.491432,12.323154
394,85.52548,0.043057457,177.18501,262.7105,213.64131,Summer_North,Primary,131.0736,0.0,0.2581571,5.3450284,11.0225115
395,85.17269,0.047293797,177.25201,262.4247,214.44037,Summer_North,Primary,131.5716,0.0,0.26196992,5.0901556,12.088946
396,85.64491,0.049938522,177.1132,262.75812,214.24025,Summer_North,Primary,132.0682,0.0,0.26578987,5.432627,12.959314
397,85.71199,0.04784668,176.95267,262.66467,213.73096,Summer_North,Primary,132.56378,0.0,0.26961958,5.4135942,12.026642
398,84.85898,0.06581559,178.42549,263.2845,215.27167,Summer_North,Primary,133.0644,0.0,0.27350563,5.03638,10.833145
399,86.48104,0.08060318,177.1731,263.65414,214.7348,Summer_North,Primary,133.5634,0.0,0.27739638,4.946803,10.46998
400,86.746925,0.07285749,177.00052,263.74744,213.8682,Summer_North,Primary,134.06097,0.0,0.28129286,5.1628985,11.440604
401,87.38341,0.071536414,176.78265,264.16605,214.14809,Summer_North,Primary,134.5636,0.0,0.28524554,5.0163918,12.628256
402,87.24863,0.07378965,175.8426,263.09125,214.03358,Summer_North,Primary,135.0646,0.0,0.28920192,5.3230753,12.227549
403,86.04148,0.0642057,177.47328,263.51477,214.09149,Summer_North,Primary,135.56985,0.0,0.29320818,5.1516576,10.590519
404,88.68963,0.049745068,175.37321,264.06284,214.23315,Summer_North,Primary,136.0698,0.0,0.29718828,5.1842136,11.667689
405,87.1763,0.05051457,176.94545,264.12177,214.12894,Summer_North,Primary,136.57137,0.0,0.30119672,4.928321,10.642601
406,86.693665,0.05500116,177.71011,264.40378,215.02281,Summer_North,Primary,137.078,0.0,0.3052612,4.907609,11.347494
407,85.108345,0.0661791,179.35834,264.46667,215.37146,Summer_North,Primary,137.583,0.0,0.30932766,5.336639,10.696248
408,86.775475,0.06876168,178.09392,264.8694,215.23013,Summer_North,Primary,138.08656,0.0,0.31339726,4.9770594,9.772642
409,86.15083,0.07098813,178.65225,264.80307,216.27798,Summer_North,Primary,138.5952,0.0,0.31752262,4.8790936,11.366881
410,84.70503,0.06974545,179.93852,264.64355,216.13496,Summer_North,Primary,139.1028,0.0,0.3216538,5.048529,11.136259
411,84.838295,0.06444849,180.08371,264.922,215.89926,Summer_North,Primary,139.60934,0.0,0.3257904,4.9476585,10.105389
412,84.72395,0.06261408,180.19019,264.91412,216.6583,Summer_North,Primary,140.121,0.0,0.32998255,4.892727,10.80425
413,84.26432,0.07085611,180.74109,265.0054,217.12166,Summer_North,Primary,140.631,0.0,0.33417463,4.7614574,9.826241
414,84.5331,0.0449638,181.36801,265.9011,216.60341,Summer_North,Primary,141.1447,0.0,0.33841038,4.780605,10.720111
415,84.25001,0.04761043,182.464,266.71402,217.90665,Summer_North,Primary,141.6532,0.0,0.34261608,4.7664256,9.341496
416,84.06509,0.0942537,182.15053,266.2156,218.11263,Summer_North,Primary,142.1658,0.0,0.34686822,4.2822104,7.5525227
417,83.47437,0.098478794,182.6909,266.16528,217.45543,Summer_North,Primary,142.68251,0.0,0.35116687,4.3410935,9.076492
418,86.44319,0.08794379,181.09573,267.5389,217.85753,Summer_North,Primary,143.1934,0.0,0.35542896,4.771325,10.086259
419,83.61242,0.08066133,182.58069,266.19308,218.16573,Summer_North,Primary,143.70592,0.0,0.35971624,4.524645,9.557054
420,83.92224,0.08319124,183.13815,267.0604,218.837,Summer_North,Primary,144.2242,0.0,0.36406308,4.7658362,9.94747
421,81.88807,0.2685696,185.52278,267.41086,229.79839,Summer_North,Primary,144.8335,0.0,0.36918753,5.9634924,10.324121
422,83.54637,0.26806653,184.02873,267.5751,219.68004,Summer_North,Primary,145.28014,0.0,0.37295341,4.6181664,9.472062
423,83.16847,0.25482178,184.3744,267.54288,219.89674,Summer_North,Primary,145.7774,0.0,0.37715513,4.9523983,10.175506
424,81.92783,0.24364388,185.21866,267.14648,219.41565,Summer_North,Primary,146.2964,0.0,0.3815504,5.3368363,11.814916
425,82.45726,0.2510228,184.51132,266.9686,218.7967,Summer_North,Primary,146.8145,0.0,0.3859477,5.5535226,11.670799
426,84.44057,0.24481277,184.22023,268.6608,219.04959,Summer_North,Primary,147.3376,0.0,0.390397,5.786085,12.430662
427,84.03385,0.24280211,183.9105,267.94437,219.07736,Summer_North,Primary,147.8598,0.0,0.39484772,5.939005,12.705087
428,85.88469,0.1776051,181.87057,267.75525,217.73114,Summer_North,Primary,148.38597,0.0,0.3993411,6.0049534,13.89772
429,84.47232,0.13144886,182.59337,267.06567,218.1875,Summer_North,Primary,148.9064,0.0,0.4037938,5.76309,12.065433
430,85.80393,0.09911834,182.34972,268.15366,217.91736,Summer_North,Primary,149.42888,0.0,0.40827206,5.3262086,11.94277
431,86.022194,0.084078215,181.60501,267.6272,218.46747,Summer_North,Primary,149.9566,0.0,0.41280296,5.633659,11.865073
432,86.325584,0.08218711,181.62737,267.95294,218.25247,Summer_North,Primary,150.4826,0.0,0.41732645,5.601331,12.618832
433,85.390686,0.08511513,181.41376,266.80444,217.69545,Summer_North,Primary,151.00766,0.0,0.42184886,5.922416,12.986511
434,86.13214,0.07642616,182.68353,268.81567,218.37254,Summer_North,Primary,151.5384,0.0,0.42642674,5.6936846,12.094226
435,86.00228,0.2591601,181.92891,267.93118,219.91623,Summer_North,Primary,152.12785,0.0,0.43151852,7.6640916,11.422995
436,85.50891,0.2645508,181.60693,267.11584,217.73534,Summer_North,Primary,152.59546,0.0,0.43556288,5.522121,11.520555
437,87.631325,0.26471326,181.2746,268.9059,218.13522,Summer_North,Primary,153.1286,0.0,0.44017935,5.3136,11.539556
438,86.93197,0.26248726,181.71738,268.64935,218.14375,Summer_North,Primary,153.6602,0.0,0.44478762,5.8079286,12.046981
439,86.39614,0.26189482,181.59406,267.9902,217.60857,Summer_North,Primary,154.19664,0.0,0.44944265,5.681757,12.298851
440,85.73335,0.26903138,181.4384,267.17175,218.10127,Summer_North,Primary,154.7274,0.0,0.4540528,5.420464,11.787027
441,86.662025,0.27519548,182.09062,268.75266,217.70457,Summer_North,Primary,155.25984,0.0,0.45868146,5.4049406,11.66482
442,86.95166,0.06725078,181.83815,268.7898,218.18643,Summer_North,Primary,155.7976,0.0,0.46336,5.79225,11.933442
443,85.70571,0.07740725,182.77605,268.48175,218.29214,Summer_North,Primary,156.3342,0.0,0.46803167,5.8822675,12.582
444,85.42729,0.069489025,183.36066,268.78796,218.37675,Summer_North,Primary,156.86963,0.0,0.47269592,5.463318,10.706336
445,87.06817,0.07005689,182.76582,269.83398,218.7229,Summer_North,Primary,157.4104,0.0,0.47740918,5.4409947,10.490914
446,86.30497,0.06874464,183.46614,269.77112,218.85347,Summer_North,Primary,157.95,0.0,0.4821142,5.527944,11.270633
447,87.78971,0.065570764,182.20528,269.995,218.38387,Summer_North,Primary,158.48782,0.0,0.48680526,5.53616,9.895736
448,85.97789,0.058622643,182.80719,268.7851,218.73824,Summer_North,Primary,159.0312,0.0,0.49154603,5.538373,11.95524
449,86.57719,0.07080453,183.1244,269.7016,219.20465,Summer_North,Primary,159.5738,0.0,0.49628073,5.1878133,10.378281
450,87.551834,0.05304957,182.89467,270.4465,218.4919,Summer_North,Primary,160.1207,0.0,0.5010533,5.2214313,11.172512
451,87.8359,0.05197306,182.04631,269.8822,218.68103,Summer_North,Primary,160.6614,0.0,0.5057717,5.396838,10.38933
452,88.336205,0.05899042,181.44182,269.778,218.73618,Summer_North,Primary,161.2066,0.0,0.5105288,5.628681,11.390666
453,88.9498,0.058408506,180.57623,269.52603,218.27368,Summer_North,Primary,161.7559,0.0,0.5153208,5.453185,11.476986
