sol,temp_range,environmental_stress_index,temp_min,temp_max,temp_avg,mars_season,mission_phase,solar_longitude_deg,dust_season_risk,orbital_thermal_factor,wind_speed_avg,wind_speed_max
454,88.17691,0.07088155,181.23164,269.40854,218.53574,Summer_North,Primary,162.2998,0.0,0.5200642,5.7570033,12.313958
455,88.23473,0.081815936,181.71054,269.94525,217.92534,Summer_North,Primary,162.84618,0.0,0.5248274,5.749634,10.142245
456,89.77759,0.06675348,181.01822,270.7958,218.44052,Summer_North,Primary,163.3974,0.0,0.52963054,5.540649,11.27446
457,90.688614,0.05830016,180.48874,271.17734,218.60522,Summer_North,Primary,163.9476,0.0,0.53442204,5.3337293,11.195669
458,89.514114,0.054672748,180.98344,270.49756,218.28061,Summer_North,Primary,164.49637,0.0,0.539198,5.487019,11.049582
459,91.205246,0.054298967,180.29022,271.49545,218.63463,Summer_North,Primary,165.0508,0.0,0.54401946,5.4773545,10.668594
460,90.9302,0.053597838,181.00572,271.9359,218.60222,Summer_North,Primary,165.6038,0.0,0.5488244,5.4861336,10.658455
461,90.57298,0.049066525,180.15831,270.7313,218.30684,Summer_North,Primary,166.15517,0.0,0.5536107,5.338789,11.296071
462,89.378944,0.029791128,181.93312,271.31207,218.82858,Summer_North,Primary,166.7126,0.0,0.55844456,5.5051403,11.890031
463,90.35696,0.030226838,181.14883,271.5058,218.52922,Summer_North,Primary,167.2686,0.0,0.5632605,5.326504,10.307831
464,90.6231,0.028209483,181.2244,271.8475,218.26953,Summer_North,Primary,167.82918,0.0,0.5681101,5.394255,10.265495
465,89.99914,0.028987002,181.09607,271.0952,218.64476,Summer_North,Primary,168.3838,0.0,0.57290167,5.3307934,12.111094
466,89.37123,0.027645849,181.63382,271.00507,218.26457,Summer_North,Primary,168.94073,0.0,0.5777064,5.417455,11.344067
467,89.418076,0.027839575,181.64001,271.0581,218.8599,Summer_North,Primary,169.503,0.0,0.58254963,5.475423,10.574078
468,91.30813,0.032392137,181.53568,272.8438,219.40172,Summer_North,Primary,170.0642,0.0,0.58737576,5.5108213,9.861115
469,91.93546,0.03399555,180.70274,272.6382,218.93982,Summer_North,Primary,170.62393,0.0,0.5921809,5.5286155,10.1369915
470,91.35662,0.038589995,181.57936,272.93597,219.60397,Summer_North,Primary,171.1888,0.0,0.5970213,5.2936945,10.329836
471,91.10557,0.039720222,181.90773,273.0133,219.87509,Summer_North,Primary,171.753,0.0,0.6018465,5.462892,11.700962
472,90.796104,0.037526216,181.92433,272.72043,219.61111,Summer_North,Primary,172.31572,0.0,0.6066492,5.524966,11.883802
473,89.75615,0.048685607,182.25883,272.01498,220.27507,Summer_North,Primary,172.8842,0.0,0.61149067,5.222475,9.5608425
474,91.65134,0.051655307,181.58377,273.2351,220.22978,Summer_North,Primary,173.4512,0.0,0.61630857,5.271747,9.885337
475,90.63108,0.04853536,182.54025,273.17133,219.84413,Summer_North,Primary,174.02284,0.0,0.6211544,5.397468,10.261989
476,90.815125,0.040087327,182.65535,273.47046,220.2725,Summer_North,Primary,174.5884,0.0,0.6259367,5.3591814,10.078775
477,90.52466,0.042174052,182.41647,272.94113,219.99826,Summer_North,Primary,175.1563,0.0,0.63072646,5.226725,9.239756
478,91.455376,0.039236724,181.74721,273.20258,220.33516,Summer_North,Primary,175.7296,0.0,0.6355489,5.3204403,10.868523
479,91.45282,0.024494447,182.27373,273.72653,220.3802,Summer_North,Primary,176.3018,0.0,0.64034843,5.299209,9.388577
480,92.28886,0.037393168,181.52834,273.8172,220.13786,Summer_North,Primary,176.87248,0.0,0.64512134,5.071808,9.730674
481,91.12936,0.05363702,182.16928,273.29865,220.39415,Summer_North,Primary,177.449,0.0,0.6499284,4.972919,9.003156
482,93.20884,0.04710018,181.00931,274.21814,220.34486,Summer_North,Primary,178.024,0.0,0.6547077,5.1774583,8.936258
483,92.86786,0.0486591,181.38089,274.24875,220.21425,Summer_North,Primary,178.59787,0.0,0.65946203,4.971684,7.898368
484,91.33407,0.048753913,182.14655,273.48062,220.56755,Summer_North,Primary,179.1772,0.0,0.6642454,5.0339794,7.980447
485,93.69143,0.04848355,181.04663,274.73807,220.41591,Summer_North,Primary,179.7554,0.0,0.6690027,4.8599467,8.442156
486,91.71751,0.040767234,182.31522,274.0327,220.18007,Fall_North,Primary,180.3379,0.005631818,0.67377806,4.857283,8.030473
487,89.65506,0.12602927,182.00066,271.6557,212.46077,Fall_North,Primary,180.87358,0.0145598035,0.67815363,4.561952,8.1086645
488,91.034325,0.13273165,182.11052,273.14484,216.86249,Fall_North,Primary,181.52657,0.025442753,0.6834663,4.7628117,7.260586
489,93.04803,0.12251656,181.87498,274.923,219.96162,Fall_North,Primary,182.08173,0.034695454,0.6879644,4.721161,7.588191
490,92.78917,0.12225056,182.66957,275.45874,220.75235,Fall_North,Primary,182.6614,0.044356667,0.6926422,4.827889,7.6113267
491,93.58893,0.111333475,181.43095,275.0199,220.08083,Fall_North,Primary,183.24304,0.054050673,0.6973161,4.7507486,8.191142
492,94.21735,0.11189755,181.0559,275.27325,220.52882,Fall_North,Primary,183.8306,0.06384333,0.70201695,4.712976,8.612019
493,93.899124,0.12509017,180.62238,274.52148,220.70029,Fall_North,Primary,184.4166,0.07361,0.7066841,4.4704113,7.046089
494,93.31282,0.08928289,181.91884,275.23166,220.1428,Fall_North,Primary,185.00142,0.08335707,0.7113204,4.635543,7.72996
495,93.84797,0.07819439,181.47917,275.32715,220.75441,Fall_North,Primary,185.5918,0.09319667,0.7159783,4.4749565,6.73888
496,92.948524,0.079702854,181.40424,274.35275,220.10861,Fall_North,Primary,186.181,0.10301667,0.7206041,4.620162,7.6260524
497,93.299675,0.0763743,181.7216,275.02127,219.90121,Fall_North,Primary,186.76862,0.11281027,0.7251943,4.709863,7.5765824
498,93.31402,0.07455216,181.50935,274.82336,220.22125,Fall_North,Primary,187.3622,0.122703336,0.72980696,4.601758,7.166229
499,93.89352,0.076098315,181.8735,275.76703,221.11826,Fall_North,Primary,187.9542,0.13257,0.7343828,4.6098323,7.526454
500,92.41919,0.07372213,182.34839,274.76758,220.64848,Fall_North,Primary,188.551,0.14251667,0.7389704,4.58306,8.261867
501,92.1726,0.07664801,181.99344,274.16605,220.88757,Fall_North,Primary,189.1414,0.15235667,0.7434833,4.5823083,7.203817
502,91.984634,0.07681474,182.17787,274.1625,220.05151,Fall_North,Primary,189.73419,0.16223653,0.74798846,4.5111938,7.9935756
503,92.522964,0.080583945,182.22668,274.74966,220.56146,Fall_North,Primary,190.3326,0.17221,0.7525094,4.5394144,7.8922834
504,92.83958,0.08883378,181.87518,274.71478,220.4252,Fall_North,Primary,190.9298,0.18216333,0.7569937,4.775759,8.28797
505,94.15521,0.09161772,182.53848,276.6937,220.34879,Fall_North,Primary,191.52539,0.19208974,0.76143813,4.5763264,7.156694
506,91.60209,0.09706156,183.88507,275.48715,221.30536,Fall_North,Primary,192.1264,0.20210667,0.7658944,4.5196233,8.31052
507,93.87734,0.117112935,183.36227,277.23962,221.9142,Fall_North,Primary,192.726,0.2121,0.77031106,4.3405776,7.451658
508,93.254906,0.124744385,182.75163,276.00656,220.98483,Fall_North,Primary,193.32477,0.22207946,0.77469206,4.714613,8.47593
509,93.69869,0.12585981,182.61531,276.314,221.08456,Fall_North,Primary,193.9292,0.23215333,0.779084,4.516501,7.990647
510,92.671844,0.12820068,182.35695,275.0288,221.07664,Fall_North,Primary,194.5318,0.24219666,0.78343177,4.5562816,8.241056
511,92.99977,0.1385724,182.92308,275.92285,220.5665,Fall_North,Primary,195.13905,0.25231767,0.7877814,4.8705816,8.392272
512,94.28799,0.1405397,182.86696,277.15494,221.51254,Fall_North,Primary,195.74,0.26233333,0.792054,4.5177383,8.229323
513,93.194756,0.14375684,183.4627,276.65747,220.94926,Fall_North,Primary,196.34315,0.27238587,0.79631,4.5168915,8.538955
514,92.7628,0.137967,181.96619,274.72897,220.85971,Fall_North,Primary,196.9516,0.28252667,0.8005701,4.801035,8.609443
515,94.06814,0.14632192,182.55856,276.6267,221.29471,Fall_North,Primary,197.5588,0.29264668,0.80478764,4.4247255,7.442547
516,93.97505,0.15956078,182.76274,276.7378,221.08882,Fall_North,Primary,198.16493,0.30274898,0.8089637,4.309385,8.031214
517,92.851265,0.16275245,182.321,275.17227,221.032,Fall_North,Primary,198.7764,0.31294,0.81314135,4.6124606,7.9189024
518,91.89115,0.16221455,183.26225,275.1534,221.67775,Fall_North,Primary,199.3866,0.32311,0.81727487,4.2393775,7.1192913
519,92.94137,0.17509267,182.78967,275.73105,220.58452,Fall_North,Primary,199.99513,0.3332522,0.82136124,4.771152,10.175764
520,93.34214,0.17835803,182.42844,275.77057,220.83263,Fall_North,Primary,200.6098,0.34349668,0.825452,4.534114,7.8208017
521,92.89103,0.17061462,182.39525,275.2863,221.41231,Fall_North,Primary,201.2228,0.35371333,0.8294944,4.5409718,8.3268385
522,92.91049,0.20381674,182.52016,275.43063,220.62155,Fall_North,Primary,201.83392,0.36389866,0.83348686,5.05464,8.802211
523,94.4631,0.2004075,183.12106,277.58417,221.55698,Fall_North,Primary,202.451,0.37418333,0.8374797,4.515685,7.6122513
524,93.9921,0.20417936,182.11333,276.10544,221.19463,Fall_North,Primary,203.066,0.38443333,0.8414202,4.520448,8.229925
525,92.404854,0.21899755,181.96367,274.36853,220.40671,Fall_North,Primary,203.68594,0.39476565,0.8453525,5.2196217,8.722636
526,94.57199,0.22340855,182.69855,277.27054,221.4383,Fall_North,Primary,204.2998,0.40499666,0.8492064,4.5941844,7.589716
527,90.42503,0.26394632,182.49335,272.9184,220.2714,Fall_North,Primary,204.9153,0.41525504,0.8530304,5.5180383,11.600108
528,93.63268,0.2711408,182.74626,276.37894,220.68063,Fall_North,Primary,205.5364,0.42560667,0.8568478,5.370545,9.034799
529,92.87527,0.29741436,183.00243,275.8777,221.77495,Fall_North,Primary,206.156,0.43593332,0.86061424,4.2855206,7.7959323
530,90.23365,0.31457666,182.48726,272.7209,220.28038,Fall_North,Primary,206.7741,0.44623485,0.8643295,5.6105905,11.034179
531,93.84086,0.30351844,182.38187,276.22272,220.96698,Fall_North,Primary,207.3982,0.45663667,0.86803794,5.227793,8.079529
532,89.743706,0.307291,182.71198,272.4557,220.7273,Fall_North,Primary,208.0202,0.46700335,0.87169033,5.3031054,10.232008
533,93.20479,0.29087514,182.95917,276.16394,220.44516,Fall_North,Primary,208.64029,0.47733805,0.8752879,5.256555,8.211773
534,90.50035,0.2998347,184.31476,274.81512,221.80414,Fall_North,Primary,209.267,0.48778334,0.8788793,4.731745,7.392451
535,88.25335,0.31723666,184.03937,272.29272,221.14047,Fall_North,Primary,209.8914,0.49819,0.8824124,5.699164,11.055765
536,92.09462,0.27530828,183.05823,275.15283,220.57327,Fall_North,Primary,210.5204,0.50867325,0.8859255,5.766274,9.932646
537,90.58323,0.27781233,183.8532,274.43643,221.1363,Fall_North,Primary,211.1426,0.5190433,0.88935494,5.0339007,8.1880665
538,89.2848,0.35233724,183.27388,272.5587,220.05222,Fall_North,Primary,211.76726,0.52945435,0.8927517,6.504093,10.771691
539,92.80224,0.35611212,183.43408,276.23633,220.43828,Fall_North,Primary,212.3978,0.5399633,0.8961331,5.7081485,9.180541
540,91.15242,0.37000552,183.74037,274.8928,221.07448,Fall_North,Primary,213.0258,0.55043,0.8994532,4.944178,8.474679
541,92.52258,0.34453416,183.33366,275.85623,220.35864,Fall_North,Primary,213.65245,0.5608742,0.90271837,5.278083,8.75508
542,89.15206,0.3494567,182.59016,271.74222,220.74551,Fall_North,Primary,214.285,0.5714167,0.9059654,5.8404655,9.768278
543,88.40056,0.48299202,183.42004,271.8206,219.72278,Fall_North,Primary,214.9156,0.58192664,0.9091531,7.6266456,11.436398
544,90.66461,0.47491223,183.16344,273.82803,220.57063,Fall_North,Primary,215.54405,0.59240085,0.9122807,5.277344,8.925448
545,89.22442,0.51087016,183.30566,272.5301,220.10078,Fall_North,Primary,216.1788,0.60298,0.9153893,7.177532,12.78941
546,91.308304,0.56106365,183.57166,274.87994,221.47325,Fall_North,Primary,216.8118,0.61353,0.91843855,4.524967,8.444748
547,89.23479,0.57380974,184.39865,273.63342,220.44139,Fall_North,Primary,217.44864,0.62414396,0.9214547,4.700996,9.190073
548,92.62881,0.6010295,184.2074,276.8362,221.40096,Fall_North,Primary,218.079,0.63465,0.92438895,4.6101246,7.939442
549,91.94212,0.60711884,183.6016,275.5437,221.02216,Fall_North,Primary,218.714,0.64523333,0.9272929,4.4395394,7.8320913
550,92.445015,0.52406216,183.65056,276.09558,221.00078,Fall_North,Primary,219.35284,0.6558808,0.9301614,4.2671447,7.1484013
551,92.227684,0.5368903,184.42722,276.6549,221.76848,Fall_North,Primary,219.9852,0.66642,0.9329481,4.267838,7.38879
552,90.48812,0.26382834,184.30295,274.79108,221.72708,Fall_North,Primary,220.61903,0.67698383,0.93568844,4.4599476,7.4070067
553,90.328354,0.405083,183.65363,273.98196,220.71114,Fall_North,Primary,221.2588,0.6876467,0.9384003,5.991162,9.004337
554,88.30372,0.4216333,184.73158,273.0353,220.80574,Fall_North,Primary,221.8968,0.69828,0.9410503,5.3175273,8.502262
555,85.30703,0.5363877,184.921,270.22803,219.55875,Fall_North,Primary,222.53282,0.7088803,0.9436376,6.757933,12.426969
556,91.35427,0.53007,184.4395,275.79376,221.07396,Fall_North,Primary,223.1744,0.7195733,0.94619215,4.8163633,9.28365
557,88.924736,0.5394584,184.81699,273.7417,221.3295,Fall_North,Primary,223.814,0.7302333,0.9486831,4.1474295,6.946544
558,89.29657,0.53014284,184.88637,274.18292,220.60109,Fall_North,Primary,224.45142,0.7408569,0.95110995,4.5466833,7.6590257
559,86.331505,0.5306421,184.40807,270.73956,219.52652,Fall_North,Primary,225.0946,0.75157666,0.9535022,5.9774756,10.682883
560,86.932755,0.5307864,185.63568,272.56842,220.41489,Fall_North,Primary,225.7362,0.76227,0.9558315,5.9020634,9.886211
561,80.743614,0.5582466,186.09581,266.83942,218.79582,Fall_North,Primary,226.3821,0.7730349,0.9581188,6.2738748,12.1399355
562,86.89377,0.5236186,185.95999,272.85376,219.74464,Fall_North,Primary,227.0202,0.78367,0.96032125,6.0840135,10.216999
563,87.29991,0.5215811,186.12668,273.4266,220.88359,Fall_North,Primary,227.6602,0.7943367,0.962473,4.965226,9.68454
564,88.79954,0.5027295,186.10443,274.90396,221.15372,Fall_North,Primary,228.3064,0.80510664,0.9645869,4.4381876,8.379073
565,86.316605,0.5125996,187.1781,273.4947,221.4627,Fall_North,Primary,228.9504,0.81584,0.9666349,4.482641,7.245095
566,81.30002,0.56363404,187.2993,268.59933,211.27774,Fall_North,Primary,229.53448,0.8255747,0.96844137,5.7922554,10.878828
576,37.23687,0.87200123,233.66382,270.9007,258.96716,Fall_North,Primary,236.569,0.9428167,0.98632514,3.8929415,5.053794
577,82.36226,0.8297299,187.11307,269.47534,219.86545,Fall_North,Primary,236.80739,0.94678974,0.9868042,4.6046143,9.582833
578,83.60602,0.7731587,186.97133,270.57733,219.98773,Fall_North,Primary,237.3584,0.9559733,0.98787904,5.0093193,9.766766
579,80.69326,0.7839533,186.86699,267.56024,219.5066,Fall_North,Primary,238.0074,0.96679,0.9890872,5.2261915,9.23257
580,81.396095,0.833227,186.7842,268.1803,218.45,Fall_North,Primary,238.65437,0.9775729,0.9902291,6.0924664,10.321263
581,84.405975,0.8259146,186.39139,270.79736,219.79135,Fall_North,Primary,239.307,0.98845,0.99131775,5.278299,9.962011
582,83.33606,0.8118247,186.60146,269.9375,219.94176,Fall_North,Primary,239.957,0.9992833,0.9923386,4.7837577,9.918229
583,80.30825,0.46730015,186.54367,266.85193,218.69762,Fall_North,Primary,240.61095,0.9898177,0.9933017,5.58853,9.752001
584,81.68109,0.4447343,186.20116,267.88226,218.66571,Fall_North,Primary,241.2576,0.97904,0.9941908,5.6531587,9.574102
585,83.15231,0.5202267,186.65605,269.80838,224.56935,Fall_North,Primary,242.0388,0.96602,0.995181,4.2869263,7.484021
586,82.04,0.5314503,186.27643,268.31644,218.8315,Fall_North,Primary,242.56294,0.95728433,0.9957938,4.6782966,9.167928
587,80.77871,0.48710164,186.12926,266.90796,218.62772,Fall_North,Primary,243.2102,0.94649667,0.9964933,5.280288,9.556265
588,81.6358,0.49009156,185.48865,267.12445,218.08195,Fall_North,Primary,243.85896,0.93568385,0.9971308,5.428975,8.47873
589,79.65542,0.52200305,185.49782,265.15323,217.86057,Fall_North,Primary,244.5132,0.92478,0.99770916,6.1484237,9.5714
590,78.48304,0.6516581,184.65086,263.1339,216.93935,Fall_North,Primary,245.1646,0.9139233,0.9982205,7.4683204,10.804903
591,80.12373,0.70505714,183.9372,264.0609,216.1265,Fall_North,Primary,245.81357,0.9031072,0.99866587,7.1614227,10.788995
592,80.09409,0.61182564,184.25337,264.34744,216.69234,Fall_North,Primary,246.4682,0.89219666,0.9990504,6.585022,9.590675
593,78.346535,0.58102477,183.85135,262.19788,216.11559,Fall_North,Primary,247.1202,0.88133,0.99936855,7.6074767,11.06228
594,80.42142,0.5221934,184.0146,264.43604,215.88228,Fall_North,Primary,247.76956,0.87050724,0.9996212,6.9951944,11.242752
595,78.33913,0.43529487,184.81395,263.15308,216.35938,Fall_North,Primary,248.4242,0.85959667,0.99981093,7.372232,12.423816
596,77.75674,0.41656837,184.54503,262.30176,215.88919,Fall_North,Primary,249.0762,0.84873,0.99993503,8.136209,12.588731
597,80.79809,0.41060293,184.13495,264.93304,215.72974,Fall_North,Primary,249.73215,0.83779746,0.9999945,7.308895,10.958572
598,85.29626,0.5325636,184.18216,269.47842,217.688,Fall_North,Primary,250.3808,0.8269867,0.999989,5.439999,8.416049
599,84.872055,0.632975,184.61002,269.4821,217.95921,Fall_North,Primary,251.03056,0.8161572,0.9999191,4.9483914,9.039083
600,82.48041,0.6283691,184.0069,266.4873,217.17834,Fall_North,Primary,251.6852,0.80524665,0.99978375,5.838721,9.558003
601,84.148094,0.6425717,184.30492,268.453,217.64034,Fall_North,Primary,252.3372,0.79438,0.9995841,5.417564,9.544012
602,81.93844,0.6169481,183.98868,265.92712,216.76047,Fall_North,Primary,252.98657,0.78355724,0.99932086,5.6777015,9.480151
603,78.21867,0.5699976,184.61575,262.83444,216.02216,Fall_North,Primary,253.6418,0.77263665,0.9989903,7.6388307,12.490751
604,77.85364,0.64999586,183.17108,261.02472,215.07384,Fall_North,Primary,254.2942,0.76176333,0.9985964,8.477943,12.112817
605,78.31163,0.6544572,182.69432,261.00595,214.0788,Fall_North,Primary,254.94357,0.75094056,0.99814004,7.983553,11.834501
606,78.474106,0.6488492,182.74991,261.22403,215.02599,Fall_North,Primary,255.5976,0.74004,0.99761575,7.9439173,11.758127
607,77.03098,0.6451844,182.90602,259.937,214.48792,Fall_North,Primary,256.2492,0.72918,0.99702895,8.610927,11.436849
608,79.64722,0.5439185,182.62152,262.26874,214.04688,Fall_North,Primary,256.90515,0.7182475,0.9963733,8.094878,11.557852
609,82.381775,0.4279022,182.15793,264.5397,215.36803,Fall_North,Primary,257.5526,0.70745665,0.99566233,6.6694794,10.348676
610,80.68087,0.43166733,182.4358,263.11667,214.84839,Fall_North,Primary,258.20157,0.69664055,0.99488616,7.3023386,10.9083
611,78.40771,0.4741738,183.18973,261.5974,206.97801,Fall_North,Primary,258.7154,0.6880769,0.99422663,7.1709414,9.268336
618,80.30825,0.46423835,184.18216,264.43604,216.35938,Fall_North,Primary,263.35,0.61083335,0.9864889,6.9951944,10.348676
625,80.30825,0.44428968,184.18216,264.43604,216.35938,Fall_North,Primary,267.89,0.5351667,0.975824,6.9951944,10.348676
632,64.07264,0.59547865,201.48018,265.55283,242.32016,Winter_North,Primary,272.944,0.45093334,0.96044314,5.662223,8.275974
633,82.65062,0.5371866,181.26952,263.92014,214.54813,Winter_North,Primary,273.20462,0.4465899,0.9595518,6.55447,9.009458
634,81.28431,0.5650225,180.98204,262.26636,214.2728,Winter_North,Primary,273.7604,0.43732667,0.9576192,7.676263,12.349677
635,81.95294,0.56353194,181.1256,263.07852,214.0287,Winter_North,Primary,274.4012,0.42664662,0.9553375,7.328215,11.433487
636,80.70318,0.545164,181.60893,262.3121,211.31226,Winter_North,Primary,275.02744,0.4162093,0.95305264,6.9418926,10.61957
637,83.61398,0.55317146,180.94109,264.55508,209.60445,Winter_North,Primary,275.85428,0.40242857,0.949953,6.6109915,9.78373
638,86.38635,0.59511,180.73625,267.1226,214.76575,Winter_North,Primary,276.328,0.39453316,0.94813484,5.602067,8.175835
639,86.62264,0.46694866,181.04222,267.66486,215.8132,Winter_North,Primary,276.9722,0.38379666,0.9456133,4.8691278,9.171948
640,86.10369,0.49176827,181.18211,267.2858,215.32239,Winter_North,Primary,277.613,0.37311667,0.9430492,5.407271,9.134629
641,83.28754,0.441959,181.05414,264.34167,214.69106,Winter_North,Primary,278.25043,0.3624931,0.94044363,6.6924577,12.397147
642,83.168,0.43986547,180.46562,263.63364,214.764,Winter_North,Primary,278.893,0.35178334,0.9377618,7.3338366,13.129443
643,85.16514,0.4146188,180.16052,265.32565,215.2209,Winter_North,Primary,279.5324,0.34112668,0.93503857,6.29357,9.257871
644,83.44352,0.38294834,180.48311,263.92664,214.357,Winter_North,Primary,280.17465,0.33042222,0.9322486,6.7614775,10.74044
645,83.40885,0.3872862,180.09378,263.50262,214.46469,Winter_North,Primary,280.8088,0.31985334,0.9294406,7.037402,11.591973
646,84.141075,0.296336,179.95547,264.09656,214.23962,Winter_North,Primary,281.44363,0.3092729,0.9265769,6.813269,11.9317255
647,83.90514,0.22604606,180.13136,264.0365,214.45195,Winter_North,Primary,282.0826,0.29862332,0.9236416,7.521932,13.519421
648,81.30237,0.2996651,180.4909,261.79327,214.00174,Winter_North,Primary,282.7186,0.28802332,0.9206677,8.329229,13.951157
649,80.65556,0.33271542,180.49118,261.14673,213.3976,Winter_North,Primary,283.35144,0.2774761,0.9176571,8.168677,13.45187
650,83.933685,0.28723878,179.69658,263.63028,214.07428,Winter_North,Primary,283.989,0.26685,0.9145725,7.115402,12.214873
651,84.92167,0.2856539,180.38513,265.3068,214.51605,Winter_North,Primary,284.6234,0.25627667,0.9114522,6.7389274,11.984544
652,85.65423,0.35672566,180.14938,265.80362,214.70732,Winter_North,Primary,285.25424,0.24576263,0.9082994,5.8186545,9.453972
653,84.97123,0.37102085,180.2559,265.22714,214.96863,Winter_North,Primary,285.8892,0.23518,0.9050761,6.3614388,11.80784
654,83.1327,0.38302922,180.56058,263.69327,214.48244,Winter_North,Primary,286.5212,0.22464667,0.90181834,7.999525,14.369404
655,81.37859,0.38799,179.32025,260.69885,212.85197,Winter_North,Primary,287.15005,0.21416582,0.89852834,8.3820915,14.378999
656,82.66777,0.41069597,179.08849,261.75626,213.10464,Winter_North,Primary,287.7836,0.20360667,0.8951652,8.599182,14.401656
657,86.11419,0.43108663,179.6884,265.80258,214.56671,Winter_North,Primary,288.4134,0.19311,0.89177406,6.2311096,10.664739
658,87.21385,0.47299114,179.77757,266.99142,214.98048,Winter_North,Primary,289.0462,0.18256313,0.8883191,5.27681,9.51328
659,87.05147,0.47316548,180.00519,267.05667,215.72656,Winter_North,Primary,289.6714,0.17214334,0.88485914,5.146115,9.273467
660,86.62217,0.46981406,180.06447,266.68665,214.84071,Winter_North,Primary,290.29666,0.16172223,0.88135296,6.0322123,11.011165
661,85.10515,0.46679193,179.64758,264.75275,214.67226,Winter_North,Primary,290.9262,0.15123,0.877777,7.4935837,13.800512
662,83.202934,0.4589131,179.4681,262.67102,214.14384,Winter_North,Primary,291.5526,0.14079,0.8741735,8.255465,14.090542
663,84.7541,0.41101068,180.11415,264.86826,214.29561,Winter_North,Primary,292.17548,0.13040875,0.87054604,7.0341024,10.349862
664,85.91463,0.43541116,180.34032,266.25494,213.31387,Winter_North,Primary,292.72784,0.121202596,0.86729246,5.4079366,8.694639
665,85.68785,0.4107892,179.56476,265.2526,215.23012,Winter_North,Primary,293.4264,0.10956,0.863129,5.856888,11.747431
666,86.269005,0.36660436,179.67874,265.94775,214.84729,Winter_North,Primary,294.04727,0.09921195,0.85938317,5.972864,11.511407
667,86.72782,0.35630894,179.82314,266.55096,215.39752,Winter_North,Primary,294.6722,0.08879667,0.8555703,6.7129946,12.980436
668,83.848495,0.37994918,180.21707,264.06555,214.9965,Winter_North,Primary,295.2936,0.07844,0.851737,8.003972,15.366566
669,83.12926,0.3536628,180.13237,263.26163,214.33998,Winter_North,Primary,295.91776,0.068037376,0.8478451,7.9174037,14.737237
670,87.40357,0.34757167,179.75336,267.15692,215.18802,Winter_North,Primary,296.534,0.05776667,0.843962,6.5674615,10.783673
671,90.38169,0.40646192,179.71683,270.0985,216.39375,Winter_North,Primary,297.1503,0.047494948,0.8400387,4.555095,9.081219
672,90.290726,0.40463632,179.3784,269.66913,215.96193,Winter_North,Primary,297.7708,0.037153333,0.836049,5.8581944,12.672546
673,87.44078,0.42293102,180.19653,267.63733,216.1313,Winter_North,Primary,298.3882,0.026863333,0.83204013,5.3322024,9.567048
674,89.012794,0.42065495,179.27357,268.28638,214.8622,Winter_North,Primary,299.0021,0.016631482,0.8280156,6.050333,13.711591
675,84.01505,0.4203706,179.15202,263.16708,214.13512,Winter_North,Primary,299.62,0.0063333334,0.82392704,8.427538,16.964354
676,83.494385,0.41935587,178.85947,262.35385,214.11407,Winter_North,Primary,300.235,0.0,0.8198201,8.117431,14.834139
677,88.46077,0.42032573,179.0741,267.53488,214.46715,Winter_North,Primary,300.8463,0.0,0.8157013,6.29015,10.302216
678,88.476234,0.41807142,179.27016,267.7464,215.76692,Winter_North,Primary,301.4618,0.0,0.81151813,5.2589016,10.070474
679,87.32845,0.4102994,179.21535,266.5438,214.88902,Winter_North,Primary,302.0736,0.0,0.80732435,6.3224053,13.677075
680,87.26265,0.38805118,180.28755,267.5502,215.54938,Winter_North,Primary,302.6883,0.0,0.8030754,5.783425,10.099455
681,89.004944,0.38295323,178.99069,267.99564,215.22723,Winter_North,Primary,303.295,0.0,0.79884756,7.0633597,15.117746
682,10.478102,0.70000005,251.72183,262.19992,257.6449,Winter_North,Primary,303.539,0.0,0.79713774,9.741401,11.133797
683,81.06279,0.70000005,180.21495,261.27774,207.41809,Winter_North,Primary,304.75183,0.0,0.7885596,9.980044,15.235662
684,86.76252,0.70000005,178.81079,265.5733,214.6249,Winter_North,Primary,305.1202,0.0,0.78592837,6.7711573,10.908195
685,86.40625,0.70000005,179.10757,265.51382,206.93927,Winter_North,Primary,305.6419,0.0,0.7821818,5.319648,9.196079
686,85.52489,0.70000005,180.2088,266.69995,215.58427,Winter_North,Primary,306.29,0.0,0.7774948,5.628128,9.597756
687,85.52668,0.70000005,180.35289,265.87958,212.12128,Winter_North,Primary,307.04892,0.0,0.77196145,4.974775,8.29959
688,86.15752,0.70000005,179.86905,266.02658,214.7402,Winter_North,Primary,307.53897,0.0,0.768363,7.3398914,14.892151
689,84.78809,0.47462568,179.28761,264.0757,214.23622,Winter_North,Primary,308.1442,0.0,0.76389164,7.714122,15.216264
690,84.31919,0.413022,179.43137,263.75055,215.07123,Winter_North,Primary,308.7462,0.0,0.759415,7.3951297,13.516549
691,87.62653,0.41056705,179.47302,267.09955,214.84735,Winter_North,Primary,309.34457,0.0,0.7549369,6.3562803,12.948509
692,87.41479,0.34488362,179.52274,266.93753,215.47444,Winter_North,Primary,309.947,0.0,0.7504004,6.0564184,11.897409
693,87.26412,0.32779664,179.59972,266.86383,215.3758,Winter_North,Primary,310.5464,0.0,0.74585927,6.1042576,8.751203
694,87.56629,0.33332968,179.6587,267.225,215.74864,Winter_North,Primary,311.14844,0.0,0.74127114,4.7614574,9.258445
695,83.487495,0.3719244,183.19145,266.67896,214.21591,Winter_North,Primary,311.56897,0.0,0.7380503,4.7614574,9.258445
