datetime,sol,end,look_ahead,activity,solar_longitude_deg,date,year,month,day,hour,day_of_year,weekday
2020-11-22 04:51:00,707,719.0,,"HP3 Mole Recovery Activities, SEIS Tilt Measurement and Flash Maintenance, Command Loss Timer Set to 8 days, and Dust Devil and Tau Images",318.79,2020-11-22,2020,11,22,4,327,6
2020-12-05 13:27:00,720,733.0,,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, Unsafe IDA and HP3, and Tau Images",326.31,2020-12-05,2020,12,5,13,340,5
2020-12-19 22:41:00,734,753.0,,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, HP3 RAD Calibration, SEIS VBB2 Characterization, Aeolian Change, and Tau Images",334.22,2020-12-19,2020,12,19,22,354,5
2021-01-09 11:50:00,754,760.0,,"HP3 Mole Recovery Activities, HP3 RAD Single Measurements, SEIS Recentering of VBB2, SEIS VBB3 Characterization, Aeolian Change, and Tau Images",345.18,2021-01-09,2021,1,9,11,9,5
2021-01-16 16:26:00,761,774.0,,"Phobos Eclipse RAD Observations, HP3 RAD Single Measurements, High-Frequency SEIS Recording, Aeolian Change, and Tau Images",348.93,2021-01-16,2021,1,16,16,16,5
2021-01-31 01:36:00,775,787.0,,"Arm Retraction and Mosaic, HP3 RAD Calibrations, HP3 Bad Block Readout, SEIS VBB2 Recentering, SEIS Get Tilt and Flash Maintenance, Aeolian Change, and Tau Images",356.28,2021-01-31,2021,1,31,1,31,6
2021-02-13 10:07:00,788,801.0,,"Pulse the East Solar Array Deployment Motors (Dust Reduction), 4x4x1 Mosaic of SEIS Tether and Surroundings, HP3 Single Calibrations, and Tau Images",2.96,2021-02-13,2021,2,13,10,44,5
2021-02-27 19:17:00,802,815.0,,"Unsafe APSS, Switch APSS to USM3, HP3 RAD Calibrations (Day and Single), Test Scrapes for SEIS Tether Burial, Disable Secondary Survival Heater, Aeolian Change, and Tau Images",10.0,2021-02-27,2021,2,27,19,58,5
2021-03-14 04:26:00,816,821.0,,"Test Acquire and Drop for SEIS Tether Burial, Disable Primary and Secondary Survival Heater, HP3 RAD Calibrations, Aeolian Change, and Tau Images",16.89,2021-03-14,2021,3,14,4,73,6
2021-03-20 08:21:00,822,828.0,,"Two Scrapes SEIS Tether Burial, HP3 TEM-A/TEM-P Calibrations, Aeolian Change and Tau Images",19.81,2021-03-20,2021,3,20,8,79,5
2021-03-27 12:56:00,829,835.0,,"Two Scrapes SEIS Tether Burial, HP3 RAD Calibrations, Aeolian Change and Tau (ICC and IDC) Images",23.18,2021-03-27,2021,3,27,12,86,5
2021-04-03 17:30:00,836,842.0,,"Acquire and Dump for SEIS Tether Burial - Not Completed, HP3 RAD SINGLE Calibrations, Aeolian Change and Tau Images",26.52,2021-04-03,2021,4,3,17,93,5
2021-04-10 22:04:00,843,849.0,,"Unsafe IDS, Dump for SEIS Tether Burial (complete for last week) - Unsuccessful, HP3 RAD SINGLE Calibrations, Aeolian Change, and Tau Images",29.83,2021-04-10,2021,4,10,22,100,5
2021-04-18 02:39:00,850,855.0,,"Unsafe IDA and Dump for SEIS Tether Burial (complete from two weeks ago), HP3 RAD SINGLE Calibrations, Aeolian Change, and Tau Images",33.12,2021-04-18,2021,4,18,2,108,6
2021-04-24 06:34:00,856,862.0,,"Acquire and Dump for SEIS Tether Burial, TWINS Data Collection Over Diurnal Cycle, Power Cycle SEIS, Aeolian Change, and Tau Images",35.92,2021-04-24,2021,4,24,6,114,5
2021-05-01 11:09:00,863,869.0,,"Acquire and Dump for SEIS Tether Burial - Dump 4 (TWINS On during dump), SP's ON Overnight, HP3 RAD Single Calibrations, Engineering Block Library Update, Aeolian Change, and Tau Images",39.17,2021-05-01,2021,5,1,11,121,5
2021-05-08 15:43:00,870,876.0,,"Acquire and Dump for SEIS Tether Burial - Dump 5 (TWINS On during dump), Update SEIS thermal protection threshold, Installation of new WUTT, Observing (possible) Tianwen-1 Landing, and Tau Images",42.4,2021-05-08,2021,5,8,15,128,5
2021-05-15 20:18:00,877,883.0,,"Acquire and Dump for SEIS Tether Burial - Dump 6 (TWINS On during dump), Observation of Tianwen-1 Landing, and Tau Images",45.61,2021-05-15,2021,5,15,20,135,5
2021-05-23 00:53:00,884,890.0,,"Acquire and Dump SA Cleaning Experiment (TWINS On during dump), Installation of new WUTT, Update battery planning limit, IDC Science and Tau Images",48.8,2021-05-23,2021,5,23,0,143,6
2021-05-30 05:28:00,891,896.0,,"2 IDA Scrapes (Sol 891), 1 RAD Single, IDC Science and Tau Images",51.98,2021-05-30,2021,5,30,5,150,6
2021-06-05 09:24:00,897,903.0,,"SA Cleaning Activity Dump 2 (Sol 897), HP3 RAD Singles, Update LME curves, Install new WUTT, IDC Science and Tau Images",54.7,2021-06-05,2021,6,5,9,156,5
2021-06-12 13:59:00,904,910.0,,"IDS Press and pull scrape of additional regolith, IDC Science and Tau Images",57.86,2021-06-12,2021,6,12,13,163,5
2021-06-19 18:34:00,911,917.0,,"Acquire & Dump for Solar Array Cleaning Activity #3 (19 June 2021), Shake of the West Solar Array (23 June 2021), IDC Science and Tau Images",61.01,2021-06-19,2021,6,19,18,170,5
2021-06-26 23:09:00,918,924.0,,"Post Shake Imaging of the Solar Panel and Deck (Sol0918), IDC Science and Tau Images",64.16,2021-06-26,2021,6,26,23,177,5
2021-07-04 03:44:00,925,937.0,,"IDS Temperature Monitoring Activity, SEIS VBBs on continuously, IDC Science and Tau Images",67.3,2021-07-04,2021,7,4,3,185,6
2021-07-17 12:16:00,938,951.0,,"SA Cleaning Activity #4 (18 July 2021), SEIS VBBs on continuously, New WUTT Installation, IDC Science and Tau Images",73.13,2021-07-17,2021,7,17,12,198,5
2021-07-31 21:28:00,952,964.0,,"Scraping of Regolith for Future Activities, SEIS VBBs on continuously, IDC Science and Tau Images",79.41,2021-07-31,2021,7,31,21,212,5
2021-08-14 06:00:00,965,978.0,,"Scraping of Regolith for Future Activities, Park IDA in safe position for Solar Conjunction, SEIS VBBs on continuously, IDC Science and Tau Images",85.26,2021-08-14,2021,8,14,6,226,5
2021-08-28 15:12:00,979,992.0,,"No IDS activity, HP3 Unsafing and recovery, RAD Singles, SEIS VBBs on continuously, Update LME curves, New WUTT Installation, IDC Science and Tau Images",91.6,2021-08-28,2021,8,28,15,240,5
2021-09-12 00:24:00,993,1009.0,,"No IDS activity, RAD Singles, SEIS VBBs on continuously, Configure SEIS VBBs to 20 sps prep for SC, Update LME curves, New WUTT Installation,  IDC Science and Tau Images",97.99,2021-09-12,2021,9,12,0,255,6
2021-09-29 11:35:00,1010,1032.0,,"No IDS activity, SEIS VBBs on continuously (20 sps), Update LME curves, New WUTT Installation,  IDC Science and Tau Images",105.83,2021-09-29,2021,9,29,11,272,2
2021-10-23 02:42:00,1033,1046.0,,"SEIS VBBs on continuously (20 sps through 27 Oct., 100 sps starting 28 Oct.), Update LME curves, New WUTT Installation, BST Dump, IDC Science and Tau Images",116.65,2021-10-23,2021,10,23,2,296,5
2021-11-06 11:54:00,1047,1060.0,,"Update LME Curves, Stereo Panorama Fill, RAD Single (Two Sols), IFG on two nights (10 hr, 15 hr), TWINS on two nights (12 hr, 9+ hr) and one day (7 hr), New WUTT Installation, IDC Science and Tau Images",123.38,2021-11-06,2021,11,6,11,310,5
2021-11-20 21:06:00,1061,1073.0,,"Update LME Curves, SA Cleaning Activity #5 (20 November 2021), RAD Singles, HP3 TEMP and TEMA, IFG, New WUTT Installation, IDC Science and Tau Images",130.23,2021-11-20,2021,11,20,21,324,5
2021-12-04 05:39:00,1074,1087.0,,"Update LME Curves, Indentation (SAR #150), New WUTT Installation, IDC Science and Tau Images",136.72,2021-12-04,2021,12,4,5,338,5
2021-12-18 14:51:00,1088,1107.0,,"Update LME Curves, New WUTT Installation, IDC Science and Tau Images",143.86,2021-12-18,2021,12,18,14,352,5
2022-01-08 03:59:00,1108,1114.0,,Lander in SAFE MODE,154.35,2022-01-08,2022,1,8,3,8,5
2022-01-15 08:35:00,1115,1128.0,,"Background Sequence started executing on Sol1118 (18 Jan), Unsafe the lander",158.1,2022-01-15,2022,1,15,8,15,5
2022-01-29 17:48:00,1129,1135.0,,"Eng UnSafe Sci All, Eng File Dir Dump, Payload block library updates, BST Dump, Unsafe SEIS, VBBs ON, IDA UnSafe w/ Pot Sync, Update LME Curves, New WUTT Installation, IDC Science and Tau Images",165.76,2022-01-29,2022,1,29,17,29,5
2022-02-05 22:24:00,1136,1142.0,,"Update LME Curve, IDA Solar Panel and deck imaging, IDA Return to observation pose, Recover APSS and turn on PS/TWINS for ~2.5 Hrs, Recover HP3 and briefly Power On/Off, Excite Solar Arrays (SAR#465), HP3 RAD single, IDC Science and Tau Images",169.66,2022-02-05,2022,2,5,22,36,5
2022-02-13 03:00:00,1143,1155.0,,"Update LME Curves, New WUTT Installation, HP3 RAD single, Solar Array Cleaning Experiment #6, VBBs on continuously, IDC Science and Tau Images",173.61,2022-02-13,2022,2,13,3,44,6
2022-02-26 11:34:00,1156,1169.0,,"Update LME Curves, New WUTT Installation, Elastic Properties (Initial 2x2x1, Final 2x2x1), Aerosol Sky Survey, HP3 RAD single,Phobos Eclipse (SAR#460), HP3 TEMP and TEMA, VBBs on continuously, IDC Science and Tau Images",181.07,2022-02-26,2022,2,26,11,57,5
2022-03-12 20:48:00,1170,1182.0,,"Update LME Curves, New WUTT Installation, Elastic Properties with Horizontal Forces (SAR #425), VBBs on continuously, IDC Science and Tau Images",189.3,2022-03-12,2022,3,12,20,71,5
2022-03-26 05:23:00,1183,1196.0,,"Acquire Structure for Motion (SAR#114), IDA Double Scrape, Update LME Curves, New WUTT Installation, BST Dump, Eng File Dir Dump, VBBs on continuously, IDC Science and Tau Images",197.11,2022-03-26,2022,3,26,5,85,5
2022-04-09 14:39:00,1197,1210.0,,"Sunrise imaging, Sunset imaging, IDS - No Load actuator characterization, Update LME Curves, New WUTT Installation, VBBs on continuously, RAD Singles, IDC Science and Tau Images",205.7,2022-04-09,2022,4,9,14,99,5
2022-04-23 23:56:00,1211,1223.0,,"Imaging Under Spacecraft, Lander Horizontal Mosaic, Turn on PAE 28V PS and IFG, Update LME Curves, New WUTT Installation, VBBs on continuously, RAD Singles, IDC Science and Tau",214.45,2022-04-23,2022,4,23,23,113,5
2022-05-07 08:35:00,1224,1230.0,,"Update LME Curves, New WUTT Installation, Eng. Block Lib Update, Cal Target",222.71,2022-05-07,2022,5,7,8,127,5
2022-05-14 13:15:00,1231,1237.0,,"MSL-NSY FTS Mode Demo, Unsafe Payloads sequence, IDA Unsafe and Pot Sync, SEIS Recovery, HP3 Recovery",227.19,2022-05-14,2022,5,14,13,134,5
2022-05-21 17:55:00,1238,1251.0,,"Disable LME Fault Protection, New WUTT Installation, Eng. Block Lib Update, Cal Target, Solar Array Cleaning Experiment #7, HP3 Area Imaging, VBBs on continuously, IDC Science and Tau Images",231.7,2022-05-21,2022,5,21,17,141,5
2022-06-05 03:17:00,1252,1264.0,,"New WUTT Installation, Unsafe SEIS and APSS, SEIS Calibration (sol 1253), ODY_MSL_2022_163_04 Unreliable UHF overflight demo on Ch 0, SEIS VBBs on as long as possible, IDC Science and Tau Images",240.79,2022-06-05,2022,6,5,3,156,6
2022-06-18 12:00:00,1265,1278.0,,"New WUTT Installation, Increase CLT to 28 days, SEIS VBBs power cycled every sol, IDC Science and Tau Images",249.26,2022-06-18,2022,6,18,12,169,5
2022-07-02 21:24:00,1279,1291.0,,"New WUTT Installation, SEIS VBBs power cycled every sol, IDC Science and Tau Images",258.39,2022-07-02,2022,7,2,21,183,5
2022-07-16 06:08:00,1292,1305.0,,"New WUTT Installation, SEIS VBBs power cycled every sol, IDC Science and Tau Images",266.85,2022-07-16,2022,7,16,6,197,5
2022-07-30 15:33:00,1306,1319.0,,"New WUTT Installation, SEIS VBBs power cycled every sol, IDC Science and Tau Images",275.89,2022-07-30,2022,7,30,15,211,5
2022-08-14 00:56:00,1320,1332.0,,"New WUTT Installation, SEIS VBBs power cycled every other sol, IDC Science and Tau Images",284.83,2022-08-14,2022,8,14,0,226,6
2022-08-27 09:38:00,1333,1346.0,,"New WUTT Installation, SEIS VBBs power cycled every other sol, APSS PAE+28V+one of the TWINS booms, IDC Science and Tau Images",293.01,2022-08-27,2022,8,27,9,239,5
2022-09-10 18:59:00,1347,1360.0,,"New WUTT Installation, SEIS VBBs power cycled every other sol, IDC Science and Tau Images",301.67,2022-09-10,2022,9,10,18,253,5
2022-09-25 04:18:00,1361,1373.0,,"New WUTT Installation, SEIS VBBs power cycled every other sol, IDC Science and Tau Images",310.15,2022-09-25,2022,9,25,4,268,6
2022-10-08 12:56:00,1374,1387.0,,"New WUTT Installation, SEIS OFF, IDC Science and Tau Images (1 per week)",317.86,2022-10-08,2022,10,8,12,281,5
2022-10-22 22:11:00,1388,1400.0,,"New WUTT Installation, Unsafe SEIS and recovery, SEIS VBBs minimum power cycling strategy, IDC Science and Tau Images (1 per week)",325.98,2022-10-22,2022,10,22,22,295,5
2022-11-05 06:46:00,1401,1414.0,,"New WUTT Installation, SEIS VBBs minimum power cycling strategy, IDC Science and Tau Images (1 per week)",333.34,2022-11-05,2022,11,5,6,309,5
2022-11-19 15:59:00,1415,1428.0,,"New WUTT Installation, SEIS VBBs power cycling strategy, IDC Science and Tau Images (1 per week)",341.07,2022-11-19,2022,11,19,15,323,5
2022-12-04 01:10:00,1429,1442.0,,"New WUTT Installation, SEIS VBBs power cycling strategy, IDC Science and Tau Images (1 per week)",348.62,2022-12-04,2022,12,4,1,338,6
