sol,temp_min,temp_max,temp_avg,temp_range,temp_p05,temp_median,temp_p95,wind_speed_avg,wind_speed_max,wind_speed_std,wind_speed_median,wind_speed_p95,wind_gust_factor,wind_direction_avg,wind_direction_std,wind_resultant_length,wind_u_mean,wind_v_mean,wind_vector_mean_speed,wind_vector_mean_dir,solar_longitude_deg,weather_readings_count,weather_temp_completeness,weather_wind_completeness,weather_data_completeness,weather_available_today,activity_count,activity_text,has_activity,operational_status_rate,has_operational_problem,criticality_rate,is_critical_operation,power_status_rate,has_power_issue,mars_year,sol_of_mars_year,sol_gap,is_consecutive_sol,sol_gap_size,mission_age_linear,mission_age_log,mission_phase,phase_progress,equipment_age_factor,wear_accumulation,activity_word_count,instruction_complexity,is_multipart_operation,operation_part_number,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,systems_involved,primary_instrument,is_science_activity,is_maintenance_activity,is_deployment_activity,is_recovery_activity,is_thermal_activity,is_communication_activity,primary_activity_type,activity_intensity,multiple_activities,mars_season,dust_season_risk,orbital_thermal_factor,ls_sin,ls_cos,solar_longitude_diff,temp_volatility_7sol,temp_trend_7sol,operational_tempo_3sol,operational_tempo_7sol,operational_tempo_15sol,sols_since_last_problem,sols_to_next_problem,sols_since_last_activity,activity_days_30sol,cumulative_activity_count,wind_gustiness,wind_volatility_7sol,wind_dust_lifting,wind_sustained_high,wind_high_volatility,dust_storm_probability,dust_event_level,ida_cumulative_usage,ida_usage_intensity,hp3_cumulative_usage,hp3_usage_intensity,seis_cumulative_usage,seis_usage_intensity,apss_cumulative_usage,apss_usage_intensity,camera_cumulative_usage,camera_usage_intensity,wts_cumulative_usage,wts_usage_intensity,mission_operational_cycles,equipment_reliability_score,maintenance_activity,sols_since_maintenance,environmental_stress_index,operational_risk_index,power_availability_proxy,solar_longitude,avg_temp
31,197.82312,266.72098,238.57866,68.89784,202.15509,243.98126,264.01965,4.9358444,8.655389,1.6173807,4.525972,7.470146,1.7535781,245.4496,44.38528,0.74077654,-1.4548799,-3.5723138,3.8572142,247.84064,314.914,25.0,1.0,0.96,0.984,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,31,1,1,0,0.021693492,0.47701734,Checkout,0.31,0.018035134,0.031,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.71198905,-0.7081673,0.7060446,1.074,9.119523,3.846612,0.1909091,0.28246754,0.2907576,999,37,0,30,31,3.7195444,1.0150847,0,0,0,0.18295045,none,8,1.0,5,1.0,9,1.0,5,1.0,13,1.0,1,0.0,31,0.96139824,0,7,0.5061672,0.15730768,0.71198905,314.914,238.57866
32,180.06721,267.1183,215.61917,87.05109,184.2425,204.89636,261.15295,6.7332745,12.545889,2.1365292,6.6076946,10.16011,1.8632671,285.324,29.330845,0.87719065,1.5562555,-5.8203807,6.0248456,284.96957,315.1456,100.0,1.0,1.0,1.0,1.0,1,"Unsafe IDA and PAE, SEIS Collect SP Data and Tilt Measurements, and SEIS Stereo Imaging",1,,0.0,,0.0,,0.0,1,32,1,1,0,0.022393283,0.48125267,Checkout,0.32,0.0185985,0.032,15,6,0,0,1,0,1,0,1,0,3,IDA,1,0,0,0,0,0,SCIENCE,0.7295455,0,Winter_North,0.0,0.7101569,-0.7053076,0.7089014,0.2316,9.113995,0.19360708,0.4128788,0.25876623,0.33515152,999,36,0,30,32,5.8126144,1.0267904,1,0,0,0.48438483,minor,9,1.0,5,1.0,10,1.0,5,1.0,14,1.0,1,0.0,32,0.9601579,0,8,0.50971997,0.27239025,0.7101569,315.1456,215.61917
33,179.94882,264.7447,214.4722,84.79587,184.46861,204.15025,257.8741,7.9627237,12.0548,1.7405553,8.1254,10.923115,1.5139041,286.15097,24.85069,0.9102288,2.4340925,-6.9390116,7.3535495,289.33005,315.654,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,33,1,1,0,0.023093073,0.48536158,Checkout,0.33,0.01916074,0.033,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.706123,-0.6989896,0.71513176,0.5084,9.113024,-0.21151604,0.28560606,0.21331169,0.31454548,999,35,0,30,33,4.0920763,1.210038,1,1,1,0.44845018,minor,9,1.0,5,1.0,10,1.0,5,1.0,14,1.0,1,0.0,33,0.95891786,0,9,0.5671036,0.24708675,0.706123,315.654,214.4722
34,180.48404,265.4601,216.19034,84.976074,185.4714,204.58038,260.70557,5.6289454,8.564845,1.6338629,5.7722,8.0174,1.521572,276.0796,33.308323,0.8445274,0.83567446,-4.8657146,4.9369555,279.74533,316.2416,99.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,34,1,1,0,0.023792863,0.4893514,Checkout,0.34,0.019721858,0.034,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.70144033,-0.69161874,0.72226274,0.58761615,9.095332,0.32891646,0.28560606,0.21331169,0.31454548,999,34,0,30,34,2.9359,1.2514505,0,1,1,0.17063403,none,9,0.8888889,5,1.0,10,1.0,5,1.0,14,0.9285714,1,0.0,34,0.9576781,0,10,0.5797113,0.1363942,0.70144033,316.2416,216.19034
35,180.23857,265.33447,216.23824,85.0959,185.18137,205.43932,261.76898,5.9644575,9.906378,1.7006267,5.811289,8.6419735,1.6609018,272.4976,37.132164,0.8105819,0.6290112,-5.0712585,5.1101193,277.07056,316.8328,100.0,1.0,0.89,0.956,1.0,1,"SEIS VBB Recentering and Data Collection, IDS Stereo Imaging of SEIS After Leveling, Sundial Imaging, and Grapple Localization",1,,0.0,,0.0,,0.0,1,35,1,1,0,0.024492653,0.49322876,Checkout,0.35,0.020281853,0.035,18,6,0,0,1,0,1,0,1,0,3,IDA,1,1,0,0,0,0,SCIENCE,0.7704546,0,Winter_North,0.0,0.69670784,-0.68412966,0.7293604,0.59118384,8.981016,0.6416396,0.29924244,0.31428573,0.31742427,999,33,0,30,35,3.9419203,0.980354,0,0,0,0.18510273,none,10,0.8,5,1.0,11,1.0,5,0.8,15,0.8666667,1,0.0,35,0.95643866,0,11,0.49242932,0.16785899,0.69670784,316.8328,216.23824
36,181.31644,267.00684,214.49069,85.690414,185.93744,203.45168,262.90125,4.926637,8.885822,1.3696967,4.915633,7.3662024,1.8036283,272.78107,39.96645,0.7840478,0.022364164,-3.862261,3.8623257,270.33176,317.4058,94.0,1.0,0.86170214,0.94468087,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,36,1,1,0,0.025192441,0.49699992,Checkout,0.36,0.02084073,0.036,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.69210106,-0.6768016,0.73616546,0.57298726,8.777821,-0.18226363,0.29924244,0.31428573,0.31742427,999,32,0,30,36,3.9591851,1.0758586,0,0,0,0.19431159,none,10,0.8,5,1.0,11,1.0,5,0.8,15,0.8666667,1,0.0,36,0.9551995,0,12,0.51815385,0.17197624,0.69210106,317.4058,214.49069
37,180.69492,265.597,215.1033,84.90208,184.63593,205.19437,259.91324,7.486191,12.122878,1.7830678,7.6064105,10.161047,1.6193653,286.0607,26.096973,0.9014685,1.9014661,-6.579895,6.8491306,286.1183,318.00522,99.0,1.0,0.9292929,0.9717172,1.0,1,Open SEIS Tether Storage Box,1,,0.0,,0.0,,0.0,1,37,1,1,0,0.025892232,0.5006705,Checkout,0.37,0.021398492,0.037,5,1,0,0,0,0,1,0,0,0,1,SEIS,0,0,0,0,0,0,NONE,0.19318183,0,Winter_North,0.0,0.687261,-0.66906273,0.7432059,0.5994451,8.80846,-3.9125593,0.34242427,0.27824676,0.32015154,999,31,0,30,37,4.636687,1.199923,1,0,1,0.5615528,moderate,10,0.8,5,1.0,12,1.0,5,0.8,15,0.8666667,1,0.0,37,0.95396066,0,13,0.55765027,0.3102966,0.687261,318.00522,215.1033
38,181.45816,264.70547,215.39592,83.24732,185.55157,204.85585,259.3749,6.7612815,10.051477,1.5441204,6.9242945,9.139055,1.4866232,280.54642,27.634504,0.89019656,1.223157,-5.929888,6.054724,281.65494,318.5936,100.0,1.0,1.0,1.0,1.0,1,"SEIS Tether Assessment, LSA Imaging, and Stow SEIS VBB",1,,0.0,,0.0,,0.0,1,38,1,1,0,0.026592022,0.5042457,Checkout,0.38,0.021955138,0.038,9,4,0,0,1,0,1,0,1,0,3,IDA,1,0,1,0,0,0,SCIENCE,0.5477273,0,Winter_North,0.0,0.6824904,-0.66139567,0.7500372,0.5883677,0.72330004,-0.037208762,0.26818183,0.3474026,0.31939396,999,30,0,30,38,3.2901962,1.0611032,0,0,0,0.17685798,none,11,0.72727275,5,1.0,13,1.0,5,0.8,16,0.8125,1,0.0,38,0.9527221,0,14,0.34732413,0.17414111,0.6824904,318.5936,215.39592
39,180.77959,264.93295,216.50833,84.15336,185.35896,205.16898,261.63705,5.869939,9.734423,1.8461109,5.945718,9.267903,1.6583515,273.61115,36.09637,0.8200005,0.008368547,-4.8866487,4.886656,270.0981,319.1784,100.0,1.0,1.0,1.0,1.0,1,IDA Temperature Monitoring and HP3 Radiometer Shadow Measurements,1,,0.0,,0.0,,0.0,1,39,1,1,0,0.027291812,0.50773036,Checkout,0.39,0.022510672,0.039,8,2,0,0,1,1,0,1,0,0,3,IDA,1,0,0,0,1,0,SCIENCE,0.4340909,0,Winter_North,0.0,0.67772967,-0.65370595,0.7567487,0.5848,0.84460145,0.33935592,0.39166668,0.30519482,0.3228788,999,29,0,30,39,3.8644836,1.0787896,0,0,0,0.19230306,none,12,0.75,6,1.0,13,1.0,6,0.8333333,16,0.8125,1,0.0,39,0.95148385,0,15,0.3553676,0.17020059,0.67772967,319.1784,216.50833
40,180.97943,269.58514,216.29044,88.6057,184.8763,204.79175,263.74625,5.7445025,9.536511,1.6775602,5.640211,9.193651,1.6601108,274.97684,46.16156,0.7228504,0.28178126,-4.3360476,4.345194,273.71817,319.76593,99.0,1.0,1.0,1.0,1.0,1,Load Shunt Assembly (LSA) Release and Imaging,1,,0.0,,0.0,,0.0,1,40,1,1,0,0.027991602,0.511129,Checkout,0.4,0.023065096,0.04,7,2,0,0,0,0,0,0,1,0,1,CAMERA,1,0,1,0,0,0,SCIENCE,0.27045456,0,Winter_North,0.0,0.67292804,-0.64591163,0.7634122,0.5875394,0.75594246,0.01668196,0.41742426,0.33474028,0.28121212,999,28,0,30,40,3.7920084,0.8307346,0,0,0,0.16771999,none,12,0.75,6,1.0,13,1.0,6,0.6666667,17,0.7647059,1,0.0,40,0.95024586,0,16,0.275833,0.16818702,0.67292804,319.76593,216.29044
41,181.28517,269.90045,217.85532,88.61529,185.39511,205.53513,265.81363,4.8122964,7.7422776,1.2459028,4.8370695,6.7635026,1.608853,261.26505,53.2272,0.64952683,-0.65348905,-3.140224,3.2074997,258.2444,320.3452,100.0,1.0,1.0,1.0,1.0,1,Runout; Imaging of LSA and Pinning Mass,1,,0.0,,0.0,,0.0,1,41,1,1,0,0.028691392,0.5144458,Checkout,0.41,0.023618413,0.041,7,3,0,0,0,1,0,0,1,0,2,HP3,1,0,0,0,0,0,SCIENCE,0.39545456,0,Winter_North,0.0,0.66817623,-0.63816065,0.76990324,0.5792606,1.1020226,0.26951516,0.36666667,0.38214287,0.2821212,999,27,0,30,41,2.9299812,0.94934404,0,0,0,0.15790156,none,12,0.75,7,1.0,13,1.0,6,0.6666667,18,0.7777778,1,0.0,41,0.9490082,0,17,0.32012978,0.17654346,0.66817623,320.3452,217.85532
42,182.63957,269.466,218.38681,86.82642,187.21776,205.66757,265.98718,5.0435348,9.428689,1.7451415,4.9632645,8.634768,1.8694605,258.68817,56.8442,0.61131096,-0.32814232,-3.330264,3.3463917,264.37262,320.9272,100.0,1.0,1.0,1.0,1.0,1,Imaging of Pinning Mass and SEIS VBB Recentering; Attempted Grapple Stow,1,,0.0,,0.0,,0.0,1,42,1,1,0,0.029391183,0.51768446,Checkout,0.42,0.024170624,0.042,11,3,0,0,1,1,1,0,1,0,4,IDA,1,0,1,0,0,0,SCIENCE,0.6,0,Winter_North,0.0,0.6633846,-0.6303073,0.77634573,0.582,1.4340856,0.6493516,0.4219697,0.35779223,0.31787878,999,26,0,30,42,4.385154,1.0071042,0,0,0,0.19822937,none,13,0.7692308,8,1.0,14,0.9285714,6,0.6666667,19,0.7368421,1,0.0,42,0.9477709,0,18,0.3450758,0.18702,0.6633846,320.9272,218.38681
43,183.82004,270.98743,218.10744,87.1674,186.72646,205.49608,266.57443,4.361354,7.126924,1.1155504,4.1981554,6.438104,1.6341082,236.5264,90.45125,0.28762355,-0.65910965,-0.80850667,1.0431244,230.81244,321.5115,99.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,43,1,1,0,0.030090973,0.5208487,Checkout,0.43,0.02472173,0.043,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.65855706,-0.6223573,0.78273326,0.5843152,1.3251191,0.5006887,0.35303032,0.35779223,0.31787878,999,25,0,30,43,2.7655702,1.1070992,0,0,1,0.16653612,none,13,0.7692308,8,1.0,14,0.9285714,6,0.6666667,19,0.7368421,1,0.0,43,0.9465338,0,19,0.37415144,0.17477567,0.65855706,321.5115,218.10744
44,183.69893,268.21118,218.79651,84.51225,187.80768,206.34317,266.11014,4.62639,8.260944,1.7078905,4.4421577,7.6612644,1.7856135,236.61382,107.333725,0.17296313,-0.68040234,0.03139785,0.68112636,177.35791,322.0874,100.0,1.0,1.0,1.0,1.0,1,"Stereo Imaging of SEIS, LSA, and Pinning Mass, HP3 Tilt Measurements, and SEIS Level Low; Attempted Grapple Stow",1,,0.0,,0.0,,0.0,1,44,1,1,0,0.030790763,0.5239418,Checkout,0.44,0.025271736,0.044,18,8,0,0,1,1,1,0,1,0,4,IDA,1,0,1,0,0,0,SCIENCE,0.94545454,0,Winter_North,0.0,0.65378296,-0.61445874,0.78894895,0.5758848,1.2678177,0.56676275,0.53636366,0.46525976,0.37666667,999,24,0,30,44,3.6345546,0.84598655,0,0,0,0.16533615,none,14,0.78571427,9,0.8888889,15,0.8666667,6,0.5,20,0.7,1,0.0,44,0.945297,0,20,0.29117352,0.20159546,0.65378296,322.0874,218.79651
45,183.49149,268.30203,218.33905,84.81053,187.17523,206.01701,265.057,5.1368675,10.74665,2.6007578,4.0263667,9.942086,2.092063,219.15176,99.976204,0.21819584,-1.389808,0.9017618,1.6567259,147.02292,322.66406,99.0,1.0,1.0,1.0,1.0,1,Runout; SEIS VBB/SP Data Acquisition,1,,0.0,,0.0,,0.0,1,45,1,1,0,0.031490553,0.5269669,Checkout,0.45,0.025820645,0.045,5,2,0,0,0,0,1,0,0,0,1,SEIS,0,0,0,0,0,0,NONE,0.24318182,0,Winter_North,0.0,0.6489869,-0.6064873,0.79509324,0.57666063,0.97111744,0.30511782,0.41742423,0.42175326,0.36318183,999,23,0,30,45,5.6097827,0.5573503,0,0,0,0.18628174,none,14,0.78571427,9,0.8888889,16,0.875,6,0.5,20,0.7,1,0.0,45,0.94406056,0,21,0.1946335,0.19952981,0.6489869,322.66406,218.33905
46,184.09229,267.79913,218.86888,83.70685,187.16545,206.54971,265.40036,4.7028112,8.229598,1.7473736,4.2307,7.7604995,1.7499316,231.05411,93.03543,0.2675839,-1.1909866,0.03581177,1.1915249,178.2777,323.2442,100.0,1.0,0.99,0.996,1.0,1,SEIS and HP3 Activities; Attempted Grapple Stow,1,,0.0,,0.0,,0.0,1,46,1,1,0,0.03219034,0.529927,Checkout,0.46,0.026368456,0.046,7,3,0,0,1,1,1,0,0,0,3,IDA,0,0,1,0,0,0,DEPLOYMENT,0.47045457,0,Winter_North,0.0,0.6441466,-0.5984057,0.80119324,0.5801394,0.870796,0.42974198,0.5530303,0.42694807,0.39030305,999,22,0,30,46,3.5267866,0.4470531,0,0,0,0.12601198,none,15,0.8,10,0.8,17,0.8235294,6,0.33333334,20,0.65,1,0.0,46,0.94282436,0,22,0.15801191,0.17715329,0.6441466,323.2442,218.86888
47,183.64154,268.56256,219.1204,84.92101,187.91399,207.41136,266.5839,4.4604588,8.572037,1.3062973,4.294367,6.854942,1.9217836,283.0044,93.90156,0.26106587,-0.0293728,-0.5477848,0.54857177,266.93066,323.8212,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,47,1,1,0,0.032890134,0.53282475,Checkout,0.47,0.026915172,0.047,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.63931787,-0.59030706,0.8071788,0.577,0.45041567,0.21084848,0.25909093,0.3974026,0.3459091,999,21,0,30,47,4.111578,0.28591436,0,0,0,0.12524465,none,15,0.8,10,0.8,17,0.8235294,6,0.33333334,20,0.65,1,0.0,47,0.9415885,0,23,0.0988593,0.16989252,0.63931787,323.8212,219.1204
48,184.73952,267.51624,218.648,82.776726,189.58495,208.08533,265.37823,4.449762,7.2350893,1.2090687,4.261,6.46108,1.6259499,265.5061,78.03718,0.39552954,-0.14951374,-1.5364983,1.5437555,264.44217,324.39468,99.0,1.0,1.0,1.0,1.0,1,Pinning Mass Imaging from Standoff Position and Tau Imaging,1,,0.0,,0.0,,0.0,1,48,1,1,0,0.033589922,0.5356628,Checkout,0.48,0.027460795,0.048,9,2,0,0,0,1,0,0,1,0,2,HP3,1,0,1,0,0,0,SCIENCE,0.37272727,0,Winter_North,0.0,0.6345047,-0.5821985,0.8130467,0.5734768,0.35108727,0.04353163,0.30227274,0.39415586,0.36651516,999,20,0,30,48,2.7853277,0.30192688,0,0,0,0.094811074,none,15,0.73333335,11,0.8181818,17,0.8235294,6,0.33333334,21,0.61904764,1,0.0,48,0.9403529,0,24,0.10182568,0.15733987,0.6345047,324.39468,218.648
49,186.35333,264.34723,217.92303,77.99389,189.6863,208.57466,260.96295,5.2483015,8.940422,1.3158582,5.185511,7.963868,1.7034887,274.1757,31.471504,0.85997236,0.51742756,-4.5934906,4.622541,276.4269,324.972,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,49,1,1,0,0.034289714,0.53844345,Checkout,0.49,0.028005328,0.049,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.6296455,-0.5739767,0.8188716,0.57732326,0.43408298,-0.030733764,0.16666667,0.31753248,0.36651516,999,19,0,30,49,3.6921208,0.3489362,0,0,0,0.12095571,none,15,0.73333335,11,0.8181818,17,0.8235294,6,0.33333334,21,0.61904764,1,0.0,49,0.9391176,0,25,0.11826435,0.14907424,0.6296455,324.972,217.92303
50,185.86435,264.69055,217.42986,78.826225,189.68698,207.44466,259.5651,4.963244,9.107079,1.7538222,4.928136,8.078105,1.8349044,270.5088,49.797962,0.68543553,0.53835744,-3.7219434,3.7606769,278.2304,325.5458,100.0,1.0,1.0,1.0,1.0,1,Grapple Investigation Activity and Grapple Stow,1,,0.0,,0.0,,0.0,1,50,1,1,0,0.034989502,0.54116905,Checkout,0.5,0.028548775,0.05,6,2,0,0,1,0,0,0,0,0,1,IDA,0,0,1,0,0,0,DEPLOYMENT,0.25681818,0,Winter_North,0.0,0.624803,-0.56574726,0.8245787,0.5738,0.59368736,-0.22777356,0.23106061,0.34512988,0.33227274,999,18,0,30,50,4.1438346,0.3210977,0,0,0,0.12926017,none,16,0.6875,11,0.8181818,17,0.7647059,6,0.16666667,21,0.5714286,1,0.0,50,0.9378826,0,26,0.11283721,0.15972763,0.624803,325.5458,217.42986
51,186.21727,265.6217,217.88867,79.404434,190.19542,207.10365,261.21237,4.0395317,6.7663,1.1546648,4.125088,5.9708047,1.6750208,264.33237,58.233448,0.5966054,-0.19982272,-2.443757,2.4519129,265.3254,326.12228,99.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,51,1,1,0,0.035689294,0.5438417,Checkout,0.51,0.029091135,0.051,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.6199253,-0.5574224,0.83022904,0.5764727,0.6035708,-0.075062916,0.1280303,0.21915585,0.33227274,999,17,0,30,51,2.726768,0.43119088,0,0,0,0.105304055,none,16,0.6875,11,0.8181818,17,0.7647059,6,0.16666667,21,0.5714286,1,0.0,51,0.9366479,0,27,0.14752868,0.11908382,0.6199253,326.12228,217.88867
52,185.92311,266.85284,218.31828,80.92974,189.57426,207.44148,261.96002,3.9706182,7.7255445,1.3968688,3.9743447,6.732301,1.945678,259.43808,53.931084,0.64210767,-0.52522653,-2.6889205,2.7397366,258.94757,326.6906,100.0,1.0,1.0,1.0,1.0,1,Pinning Mass Imaging from Standoff Position and Tau Imaging,1,,0.0,,0.0,,0.0,1,52,1,1,0,0.036389083,0.5464635,Checkout,0.52,0.02963241,0.052,9,2,0,0,0,1,0,0,1,0,2,HP3,1,0,1,0,0,0,SCIENCE,0.37272727,0,Winter_North,0.0,0.6151047,-0.54915994,0.83571726,0.56832725,0.6034945,-0.09176742,0.23106061,0.23766235,0.34424242,999,16,0,30,52,3.7549262,0.4647651,0,0,0,0.13313155,none,16,0.6875,12,0.8333333,17,0.7058824,6,0.16666667,22,0.59090906,1,0.0,52,0.9354135,0,28,0.15804447,0.13527349,0.6151047,326.6906,218.31828
53,185.66338,265.9935,218.33842,80.33013,189.164,207.1577,262.2338,3.917289,7.844911,1.4314924,4.0210867,6.4230785,2.0026379,255.03702,55.650814,0.6239394,-0.764157,-2.5260284,2.6390824,253.16875,327.2616,100.0,1.0,1.0,1.0,1.0,1,Runout; Saltation Images,1,,0.0,,0.0,,0.0,1,53,1,1,0,0.037088875,0.5490362,Checkout,0.53,0.030172605,0.053,3,2,0,0,0,0,0,0,1,0,1,CAMERA,0,0,0,0,0,0,NONE,0.2159091,0,Winter_North,0.0,0.61025,-0.5408042,0.8411485,0.571,0.5534143,-0.13033089,0.21742424,0.2012987,0.3221212,999,15,0,30,53,3.927622,0.51339304,0,0,0,0.14176378,none,16,0.625,12,0.75,17,0.64705884,6,0.16666667,23,0.5652174,1,0.0,53,0.93417937,0,29,0.17224413,0.13006741,0.61025,327.2616,218.33842
54,185.34026,265.57706,217.63582,80.23681,188.63464,206.96779,261.88278,4.19107,7.4532332,1.319093,4.2021112,6.677411,1.7783605,266.2178,39.67765,0.7867994,-0.39110345,-3.354738,3.377459,263.35034,327.83484,99.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,54,1,1,0,0.037788663,0.5515618,Checkout,0.54,0.030711722,0.054,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.60536516,-0.5323615,0.84651715,0.5732485,0.42953536,-0.16869661,0.21742424,0.2012987,0.29742426,999,14,0,30,54,3.2621634,0.5212557,0,0,0,0.12647761,none,16,0.5625,12,0.6666667,17,0.64705884,6,0.16666667,23,0.5652174,1,0.0,54,0.93294555,0,30,0.17215088,0.124384776,0.60536516,327.83484,217.63582
55,185.37817,264.51825,217.95483,79.140076,189.49579,206.51797,261.97522,4.4470415,7.9413557,1.2711815,4.654555,6.7443967,1.7857615,261.55936,47.38549,0.71035415,-0.42273864,-3.1686125,3.1966877,262.4008,328.4004,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,55,1,1,0,0.038488455,0.5540418,Checkout,0.55,0.03124976,0.055,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.6005355,-0.52397996,0.8517306,0.5655515,0.330799,0.0052996404,0.11439394,0.15714286,0.28363636,999,13,0,30,55,3.494314,0.52121085,0,0,0,0.13205874,none,16,0.5,12,0.5833333,17,0.5882353,6,0.16666667,23,0.5217391,1,0.0,55,0.93171203,0,31,0.17009938,0.116009995,0.6005355,328.4004,217.95483
56,185.08153,264.26404,217.42085,79.1825,189.18909,206.73508,260.72385,4.263729,7.460422,1.3190513,4.545478,6.22238,1.7497412,267.29172,41.923046,0.7651458,-0.31082475,-3.3116677,3.3262224,264.63806,328.9659,99.0,1.0,1.0,1.0,1.0,1,"Pinning Mass Adjustment, HP3 Radiometer Calibration, Recenter SEIS VBBs, and SEIS SP and VBB Data Collection",1,,0.0,,0.0,,0.0,1,56,1,1,0,0.039188243,0.5564779,Checkout,0.56,0.03178672,0.056,16,6,0,0,0,1,1,1,0,0,3,HP3,0,1,1,0,0,0,MAINTENANCE,0.7431819,0,Winter_North,0.0,0.5956965,-0.515548,0.8568607,0.5655091,0.38225102,-0.0015008819,0.29015154,0.25422078,0.3068182,999,12,0,30,56,3.1966932,0.3614768,0,0,0,0.11019102,none,16,0.5,13,0.61538464,18,0.5555556,7,0.2857143,23,0.47826087,1,0.0,56,0.93047875,1,0,0.12112322,0.13196404,0.5956965,328.9659,217.42085
57,185.16937,264.20038,217.456,79.03101,188.7801,207.11601,260.39902,5.008874,8.170033,1.2246975,5.156958,6.9754014,1.6311119,275.09344,32.608685,0.85048044,0.4019296,-4.3043027,4.323028,275.33472,329.5346,100.0,1.0,1.0,1.0,1.0,1,Runout,1,,0.0,,0.0,,0.0,1,57,1,1,0,0.03988803,0.5588717,Checkout,0.57,0.03232261,0.057,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,0,0,0,NONE,0.06363636,0,Winter_North,0.0,0.59082085,-0.50701797,0.8619355,0.5686909,0.37750104,-0.07211087,0.29015154,0.22662339,0.27106062,999,11,0,30,57,3.1611595,0.37645572,0,0,0,0.11071528,none,16,0.5,13,0.61538464,18,0.5555556,7,0.2857143,23,0.47826087,1,0.0,57,0.9292458,0,1,0.12571745,0.12570593,0.59082085,329.5346,217.456
58,184.78685,263.6791,217.23476,78.892265,188.77199,207.28177,260.17773,5.4811482,9.165155,1.538594,5.67151,8.252452,1.6721232,274.26813,33.552658,0.84242874,0.5855589,-4.69795,4.7343016,277.1048,330.1006,100.0,1.0,1.0,1.0,1.0,1,"Tau Imaging, HP3 Tilt Measurement, HP3 Radiometer Hourly Mode, SEIS Tilt, SEIS SP and VBB Data Collection, Calibration Target Imaging, and Stereo Imaging of the HP3 Placement Site",1,,0.0,,0.0,,0.0,1,58,1,1,0,0.040587824,0.5612245,Checkout,0.58,0.032857433,0.058,28,9,0,0,1,1,1,1,1,0,5,IDA,1,1,1,0,0,0,SCIENCE,1.0,0,Winter_North,0.0,0.5859594,-0.49847865,0.866902,0.566,0.4439836,-0.18058649,0.60227275,0.36038962,0.33348486,999,10,0,30,58,3.6840072,0.5756937,0,0,0,0.14163898,none,17,0.5294118,14,0.64285713,19,0.57894737,8,0.375,24,0.5,1,0.0,58,0.92801315,1,0,0.18950215,0.1719484,0.5859594,330.1006,217.23476
