sol,wind_speed_avg,mars_season,temp_avg,environmental_stress_index,dust_season_risk,solar_longitude_deg,mission_phase,activity_count
368,4.8925967,Summer_North,213.27103,0.2978158,0.0,118.4184,Primary,0
369,4.3795357,Summer_North,208.03215,0.32415622,0.0,118.87372,Primary,0
370,5.210864,Summer_North,213.60428,0.32480946,0.0,119.377,Primary,0
371,5.1135454,Summer_North,213.86188,0.32295227,0.0,119.857,Primary,0
372,4.9558554,Summer_North,212.943,0.3137364,0.0,120.335655,Primary,0
373,5.161702,Summer_North,213.63515,0.13628739,0.0,120.8186,Primary,1
374,5.3974786,Summer_North,213.61026,0.14515577,0.0,121.3008,Primary,0
375,5.213162,Summer_North,213.66136,0.14634174,0.0,121.78125,Primary,0
376,5.165288,Summer_North,214.47495,0.05061139,0.0,122.25833,Primary,0
377,5.316467,Summer_North,213.71202,0.053886123,0.0,122.7504,Primary,0
378,4.976238,Summer_North,213.55762,0.060129736,0.0,123.237335,Primary,0
379,5.191203,Summer_North,213.61996,0.04817709,0.0,123.7196,Primary,0
380,5.1160474,Summer_North,213.65845,0.0492316,0.0,124.2056,Primary,1
381,5.061529,Summer_North,213.70616,0.041008525,0.0,124.69454,Primary,0
382,5.2070417,Summer_North,214.11664,0.041244153,0.0,125.1782,Primary,0
383,5.418527,Summer_North,213.92653,0.051195912,0.0,125.663826,Primary,0
384,5.2322855,Summer_North,214.71347,0.05266747,0.0,126.1544,Primary,0
385,6.6121917,Summer_North,224.58688,0.25359648,0.0,126.7301,Primary,0
386,5.1320515,Summer_North,213.65906,0.25489128,0.0,127.15284,Primary,0
387,5.2931952,Summer_North,213.85713,0.2510989,0.0,127.6236,Primary,0
388,5.1430197,Summer_North,214.23843,0.24777496,0.0,128.1146,Primary,0
389,5.3057446,Summer_North,213.76187,0.24645928,0.0,128.60918,Primary,0
390,5.1652694,Summer_North,214.45193,0.24929112,0.0,129.0988,Primary,0
391,5.315176,Summer_North,214.3786,0.24841891,0.0,129.5918,Primary,0
392,5.27467,Summer_North,214.31061,0.03236611,0.0,130.0884,Primary,0
393,5.491432,Summer_North,214.20688,0.041273315,0.0,130.58,Primary,0
394,5.3450284,Summer_North,213.64131,0.043057457,0.0,131.0736,Primary,0
395,5.0901556,Summer_North,214.44037,0.047293797,0.0,131.5716,Primary,0
396,5.432627,Summer_North,214.24025,0.049938522,0.0,132.0682,Primary,0
397,5.4135942,Summer_North,213.73096,0.04784668,0.0,132.56378,Primary,0
398,5.03638,Summer_North,215.27167,0.06581559,0.0,133.0644,Primary,0
399,4.946803,Summer_North,214.7348,0.08060318,0.0,133.5634,Primary,0
400,5.1628985,Summer_North,213.8682,0.07285749,0.0,134.06097,Primary,1
401,5.0163918,Summer_North,214.14809,0.071536414,0.0,134.5636,Primary,0
402,5.3230753,Summer_North,214.03358,0.07378965,0.0,135.0646,Primary,0
403,5.1516576,Summer_North,214.09149,0.0642057,0.0,135.56985,Primary,0
404,5.1842136,Summer_North,214.23315,0.049745068,0.0,136.0698,Primary,0
405,4.928321,Summer_North,214.12894,0.05051457,0.0,136.57137,Primary,0
406,4.907609,Summer_North,215.02281,0.05500116,0.0,137.078,Primary,0
407,5.336639,Summer_North,215.37146,0.0661791,0.0,137.583,Primary,1
408,4.9770594,Summer_North,215.23013,0.06876168,0.0,138.08656,Primary,0
409,4.8790936,Summer_North,216.27798,0.07098813,0.0,138.5952,Primary,0
410,5.048529,Summer_North,216.13496,0.06974545,0.0,139.1028,Primary,0
411,4.9476585,Summer_North,215.89926,0.06444849,0.0,139.60934,Primary,0
412,4.892727,Summer_North,216.6583,0.06261408,0.0,140.121,Primary,0
413,4.7614574,Summer_North,217.12166,0.07085611,0.0,140.631,Primary,0
414,4.780605,Summer_North,216.60341,0.0449638,0.0,141.1447,Primary,1
415,4.7664256,Summer_North,217.90665,0.04761043,0.0,141.6532,Primary,0
416,4.2822104,Summer_North,218.11263,0.0942537,0.0,142.1658,Primary,0
417,4.3410935,Summer_North,217.45543,0.098478794,0.0,142.68251,Primary,0
418,4.771325,Summer_North,217.85753,0.08794379,0.0,143.1934,Primary,0
419,4.524645,Summer_North,218.16573,0.08066133,0.0,143.70592,Primary,0
420,4.7658362,Summer_North,218.837,0.08319124,0.0,144.2242,Primary,1
421,5.9634924,Summer_North,229.79839,0.2685696,0.0,144.8335,Primary,0
422,4.6181664,Summer_North,219.68004,0.26806653,0.0,145.28014,Primary,0
423,4.9523983,Summer_North,219.89674,0.25482178,0.0,145.7774,Primary,0
424,5.3368363,Summer_North,219.41565,0.24364388,0.0,146.2964,Primary,0
425,5.5535226,Summer_North,218.7967,0.2510228,0.0,146.8145,Primary,0
426,5.786085,Summer_North,219.04959,0.24481277,0.0,147.3376,Primary,0
427,5.939005,Summer_North,219.07736,0.24280211,0.0,147.8598,Primary,1
428,6.0049534,Summer_North,217.73114,0.1776051,0.0,148.38597,Primary,0
429,5.76309,Summer_North,218.1875,0.13144886,0.0,148.9064,Primary,0
430,5.3262086,Summer_North,217.91736,0.09911834,0.0,149.42888,Primary,0
431,5.633659,Summer_North,218.46747,0.084078215,0.0,149.9566,Primary,0
432,5.601331,Summer_North,218.25247,0.08218711,0.0,150.4826,Primary,0
433,5.922416,Summer_North,217.69545,0.08511513,0.0,151.00766,Primary,0
434,5.6936846,Summer_North,218.37254,0.07642616,0.0,151.5384,Primary,1
435,7.6640916,Summer_North,219.91623,0.2591601,0.0,152.12785,Primary,0
436,5.522121,Summer_North,217.73534,0.2645508,0.0,152.59546,Primary,0
437,5.3136,Summer_North,218.13522,0.26471326,0.0,153.1286,Primary,0
438,5.8079286,Summer_North,218.14375,0.26248726,0.0,153.6602,Primary,0
439,5.681757,Summer_North,217.60857,0.26189482,0.0,154.19664,Primary,0
440,5.420464,Summer_North,218.10127,0.26903138,0.0,154.7274,Primary,0
441,5.4049406,Summer_North,217.70457,0.27519548,0.0,155.25984,Primary,1
442,5.79225,Summer_North,218.18643,0.06725078,0.0,155.7976,Primary,0
443,5.8822675,Summer_North,218.29214,0.07740725,0.0,156.3342,Primary,0
444,5.463318,Summer_North,218.37675,0.069489025,0.0,156.86963,Primary,0
445,5.4409947,Summer_North,218.7229,0.07005689,0.0,157.4104,Primary,0
446,5.527944,Summer_North,218.85347,0.06874464,0.0,157.95,Primary,0
447,5.53616,Summer_North,218.38387,0.065570764,0.0,158.48782,Primary,0
448,5.538373,Summer_North,218.73824,0.058622643,0.0,159.0312,Primary,0
449,5.1878133,Summer_North,219.20465,0.07080453,0.0,159.5738,Primary,0
450,5.2214313,Summer_North,218.4919,0.05304957,0.0,160.1207,Primary,0
451,5.396838,Summer_North,218.68103,0.05197306,0.0,160.6614,Primary,0
452,5.628681,Summer_North,218.73618,0.05899042,0.0,161.2066,Primary,0
453,5.453185,Summer_North,218.27368,0.058408506,0.0,161.7559,Primary,0
454,5.7570033,Summer_North,218.53574,0.07088155,0.0,162.2998,Primary,1
455,5.749634,Summer_North,217.92534,0.081815936,0.0,162.84618,Primary,0
456,5.540649,Summer_North,218.44052,0.06675348,0.0,163.3974,Primary,0
457,5.3337293,Summer_North,218.60522,0.05830016,0.0,163.9476,Primary,0
458,5.487019,Summer_North,218.28061,0.054672748,0.0,164.49637,Primary,0
459,5.4773545,Summer_North,218.63463,0.054298967,0.0,165.0508,Primary,0
460,5.4861336,Summer_North,218.60222,0.053597838,0.0,165.6038,Primary,0
461,5.338789,Summer_North,218.30684,0.049066525,0.0,166.15517,Primary,1
462,5.5051403,Summer_North,218.82858,0.029791128,0.0,166.7126,Primary,0
463,5.326504,Summer_North,218.52922,0.030226838,0.0,167.2686,Primary,0
464,5.394255,Summer_North,218.26953,0.028209483,0.0,167.82918,Primary,0
465,5.3307934,Summer_North,218.64476,0.028987002,0.0,168.3838,Primary,0
466,5.417455,Summer_North,218.26457,0.027645849,0.0,168.94073,Primary,0
467,5.475423,Summer_North,218.8599,0.027839575,0.0,169.503,Primary,0
468,5.5108213,Summer_North,219.40172,0.032392137,0.0,170.0642,Primary,1
469,5.5286155,Summer_North,218.93982,0.03399555,0.0,170.62393,Primary,0
470,5.2936945,Summer_North,219.60397,0.038589995,0.0,171.1888,Primary,0
471,5.462892,Summer_North,219.87509,0.039720222,0.0,171.753,Primary,0
472,5.524966,Summer_North,219.61111,0.037526216,0.0,172.31572,Primary,0
473,5.222475,Summer_North,220.27507,0.048685607,0.0,172.8842,Primary,0
474,5.271747,Summer_North,220.22978,0.051655307,0.0,173.4512,Primary,0
475,5.397468,Summer_North,219.84413,0.04853536,0.0,174.02284,Primary,1
476,5.3591814,Summer_North,220.2725,0.040087327,0.0,174.5884,Primary,0
477,5.226725,Summer_North,219.99826,0.042174052,0.0,175.1563,Primary,0
478,5.3204403,Summer_North,220.33516,0.039236724,0.0,175.7296,Primary,0
479,5.299209,Summer_North,220.3802,0.024494447,0.0,176.3018,Primary,0
480,5.071808,Summer_North,220.13786,0.037393168,0.0,176.87248,Primary,0
481,4.972919,Summer_North,220.39415,0.05363702,0.0,177.449,Primary,0
482,5.1774583,Summer_North,220.34486,0.04710018,0.0,178.024,Primary,1
483,4.971684,Summer_North,220.21425,0.0486591,0.0,178.59787,Primary,0
484,5.0339794,Summer_North,220.56755,0.048753913,0.0,179.1772,Primary,0
485,4.8599467,Summer_North,220.41591,0.04848355,0.0,179.7554,Primary,0
486,4.857283,Fall_North,220.18007,0.040767234,0.005631818,180.3379,Primary,0
487,4.561952,Fall_North,212.46077,0.12602927,0.0145598035,180.87358,Primary,0
488,4.7628117,Fall_North,216.86249,0.13273165,0.025442753,181.52657,Primary,0
489,4.721161,Fall_North,219.96162,0.12251656,0.034695454,182.08173,Primary,1
490,4.827889,Fall_North,220.75235,0.12225056,0.044356667,182.6614,Primary,0
491,4.7507486,Fall_North,220.08083,0.111333475,0.054050673,183.24304,Primary,0
492,4.712976,Fall_North,220.52882,0.11189755,0.06384333,183.8306,Primary,0
493,4.4704113,Fall_North,220.70029,0.12509017,0.07361,184.4166,Primary,0
494,4.635543,Fall_North,220.1428,0.08928289,0.08335707,185.00142,Primary,0
495,4.4749565,Fall_North,220.75441,0.07819439,0.09319667,185.5918,Primary,1
496,4.620162,Fall_North,220.10861,0.079702854,0.10301667,186.181,Primary,0
497,4.709863,Fall_North,219.90121,0.0763743,0.11281027,186.76862,Primary,0
498,4.601758,Fall_North,220.22125,0.07455216,0.122703336,187.3622,Primary,0
499,4.6098323,Fall_North,221.11826,0.076098315,0.13257,187.9542,Primary,0
500,4.58306,Fall_North,220.64848,0.07372213,0.14251667,188.551,Primary,0
501,4.5823083,Fall_North,220.88757,0.07664801,0.15235667,189.1414,Primary,0
502,4.5111938,Fall_North,220.05151,0.07681474,0.16223653,189.73419,Primary,1
503,4.5394144,Fall_North,220.56146,0.080583945,0.17221,190.3326,Primary,0
504,4.775759,Fall_North,220.4252,0.08883378,0.18216333,190.9298,Primary,0
505,4.5763264,Fall_North,220.34879,0.09161772,0.19208974,191.52539,Primary,0
506,4.5196233,Fall_North,221.30536,0.09706156,0.20210667,192.1264,Primary,0
507,4.3405776,Fall_North,221.9142,0.117112935,0.2121,192.726,Primary,0
508,4.714613,Fall_North,220.98483,0.124744385,0.22207946,193.32477,Primary,0
509,4.516501,Fall_North,221.08456,0.12585981,0.23215333,193.9292,Primary,1
510,4.5562816,Fall_North,221.07664,0.12820068,0.24219666,194.5318,Primary,0
511,4.8705816,Fall_North,220.5665,0.1385724,0.25231767,195.13905,Primary,0
512,4.5177383,Fall_North,221.51254,0.1405397,0.26233333,195.74,Primary,0
513,4.5168915,Fall_North,220.94926,0.14375684,0.27238587,196.34315,Primary,0
514,4.801035,Fall_North,220.85971,0.137967,0.28252667,196.9516,Primary,0
515,4.4247255,Fall_North,221.29471,0.14632192,0.29264668,197.5588,Primary,0
516,4.309385,Fall_North,221.08882,0.15956078,0.30274898,198.16493,Primary,1
517,4.6124606,Fall_North,221.032,0.16275245,0.31294,198.7764,Primary,0
518,4.2393775,Fall_North,221.67775,0.16221455,0.32311,199.3866,Primary,0
519,4.771152,Fall_North,220.58452,0.17509267,0.3332522,199.99513,Primary,0
520,4.534114,Fall_North,220.83263,0.17835803,0.34349668,200.6098,Primary,0
521,4.5409718,Fall_North,221.41231,0.17061462,0.35371333,201.2228,Primary,0
522,5.05464,Fall_North,220.62155,0.20381674,0.36389866,201.83392,Primary,0
523,4.515685,Fall_North,221.55698,0.2004075,0.37418333,202.451,Primary,1
524,4.520448,Fall_North,221.19463,0.20417936,0.38443333,203.066,Primary,0
525,5.2196217,Fall_North,220.40671,0.21899755,0.39476565,203.68594,Primary,0
526,4.5941844,Fall_North,221.4383,0.22340855,0.40499666,204.2998,Primary,0
527,5.5180383,Fall_North,220.2714,0.26394632,0.41525504,204.9153,Primary,0
528,5.370545,Fall_North,220.68063,0.2711408,0.42560667,205.5364,Primary,0
529,4.2855206,Fall_North,221.77495,0.29741436,0.43593332,206.156,Primary,0
530,5.6105905,Fall_North,220.28038,0.31457666,0.44623485,206.7741,Primary,1
531,5.227793,Fall_North,220.96698,0.30351844,0.45663667,207.3982,Primary,0
532,5.3031054,Fall_North,220.7273,0.307291,0.46700335,208.0202,Primary,0
533,5.256555,Fall_North,220.44516,0.29087514,0.47733805,208.64029,Primary,0
534,4.731745,Fall_North,221.80414,0.2998347,0.48778334,209.267,Primary,0
535,5.699164,Fall_North,221.14047,0.31723666,0.49819,209.8914,Primary,0
536,5.766274,Fall_North,220.57327,0.27530828,0.50867325,210.5204,Primary,0
537,5.0339007,Fall_North,221.1363,0.27781233,0.5190433,211.1426,Primary,0
538,6.504093,Fall_North,220.05222,0.35233724,0.52945435,211.76726,Primary,0
539,5.7081485,Fall_North,220.43828,0.35611212,0.5399633,212.3978,Primary,0
540,4.944178,Fall_North,221.07448,0.37000552,0.55043,213.0258,Primary,0
541,5.278083,Fall_North,220.35864,0.34453416,0.5608742,213.65245,Primary,0
542,5.8404655,Fall_North,220.74551,0.3494567,0.5714167,214.285,Primary,0
543,7.6266456,Fall_North,219.72278,0.48299202,0.58192664,214.9156,Primary,1
544,5.277344,Fall_North,220.57063,0.47491223,0.59240085,215.54405,Primary,0
545,7.177532,Fall_North,220.10078,0.51087016,0.60298,216.1788,Primary,0
546,4.524967,Fall_North,221.47325,0.56106365,0.61353,216.8118,Primary,0
547,4.700996,Fall_North,220.44139,0.57380974,0.62414396,217.44864,Primary,0
548,4.6101246,Fall_North,221.40096,0.6010295,0.63465,218.079,Primary,0
549,4.4395394,Fall_North,221.02216,0.60711884,0.64523333,218.714,Primary,0
550,4.2671447,Fall_North,221.00078,0.52406216,0.6558808,219.35284,Primary,1
551,4.267838,Fall_North,221.76848,0.5368903,0.66642,219.9852,Primary,0
552,4.4599476,Fall_North,221.72708,0.26382834,0.67698383,220.61903,Primary,0
553,5.991162,Fall_North,220.71114,0.405083,0.6876467,221.2588,Primary,0
554,5.3175273,Fall_North,220.80574,0.4216333,0.69828,221.8968,Primary,0
555,6.757933,Fall_North,219.55875,0.5363877,0.7088803,222.53282,Primary,0
556,4.8163633,Fall_North,221.07396,0.53007,0.7195733,223.1744,Primary,0
557,4.1474295,Fall_North,221.3295,0.5394584,0.7302333,223.814,Primary,1
558,4.5466833,Fall_North,220.60109,0.53014284,0.7408569,224.45142,Primary,0
559,5.9774756,Fall_North,219.52652,0.5306421,0.75157666,225.0946,Primary,0
560,5.9020634,Fall_North,220.41489,0.5307864,0.76227,225.7362,Primary,0
561,6.2738748,Fall_North,218.79582,0.5582466,0.7730349,226.3821,Primary,0
562,6.0840135,Fall_North,219.74464,0.5236186,0.78367,227.0202,Primary,0
563,4.965226,Fall_North,220.88359,0.5215811,0.7943367,227.6602,Primary,0
564,4.4381876,Fall_North,221.15372,0.5027295,0.80510664,228.3064,Primary,1
565,4.482641,Fall_North,221.4627,0.5125996,0.81584,228.9504,Primary,0
566,5.7922554,Fall_North,211.27774,0.56363404,0.8255747,229.53448,Primary,0
576,3.8929415,Fall_North,258.96716,0.87200123,0.9428167,236.569,Primary,0
577,4.6046143,Fall_North,219.86545,0.8297299,0.94678974,236.80739,Primary,1
578,5.0093193,Fall_North,219.98773,0.7731587,0.9559733,237.3584,Primary,0
579,5.2261915,Fall_North,219.5066,0.7839533,0.96679,238.0074,Primary,0
580,6.0924664,Fall_North,218.45,0.833227,0.9775729,238.65437,Primary,0
581,5.278299,Fall_North,219.79135,0.8259146,0.98845,239.307,Primary,0
582,4.7837577,Fall_North,219.94176,0.8118247,0.9992833,239.957,Primary,0
583,5.58853,Fall_North,218.69762,0.46730015,0.9898177,240.61095,Primary,0
584,5.6531587,Fall_North,218.66571,0.4447343,0.97904,241.2576,Primary,1
585,4.2869263,Fall_North,224.56935,0.5202267,0.96602,242.0388,Primary,0
586,4.6782966,Fall_North,218.8315,0.5314503,0.95728433,242.56294,Primary,0
587,5.280288,Fall_North,218.62772,0.48710164,0.94649667,243.2102,Primary,0
588,5.428975,Fall_North,218.08195,0.49009156,0.93568385,243.85896,Primary,0
589,6.1484237,Fall_North,217.86057,0.52200305,0.92478,244.5132,Primary,0
590,7.4683204,Fall_North,216.93935,0.6516581,0.9139233,245.1646,Primary,0
591,7.1614227,Fall_North,216.1265,0.70505714,0.9031072,245.81357,Primary,1
592,6.585022,Fall_North,216.69234,0.61182564,0.89219666,246.4682,Primary,0
593,7.6074767,Fall_North,216.11559,0.58102477,0.88133,247.1202,Primary,0
594,6.9951944,Fall_North,215.88228,0.5221934,0.87050724,247.76956,Primary,0
595,7.372232,Fall_North,216.35938,0.43529487,0.85959667,248.4242,Primary,0
596,8.136209,Fall_North,215.88919,0.41656837,0.84873,249.0762,Primary,0
597,7.308895,Fall_North,215.72974,0.41060293,0.83779746,249.73215,Primary,0
598,5.439999,Fall_North,217.688,0.5325636,0.8269867,250.3808,Primary,1
599,4.9483914,Fall_North,217.95921,0.632975,0.8161572,251.03056,Primary,0
600,5.838721,Fall_North,217.17834,0.6283691,0.80524665,251.6852,Primary,0
601,5.417564,Fall_North,217.64034,0.6425717,0.79438,252.3372,Primary,0
602,5.6777015,Fall_North,216.76047,0.6169481,0.78355724,252.98657,Primary,0
603,7.6388307,Fall_North,216.02216,0.5699976,0.77263665,253.6418,Primary,0
604,8.477943,Fall_North,215.07384,0.64999586,0.76176333,254.2942,Primary,1
605,7.983553,Fall_North,214.0788,0.6544572,0.75094056,254.94357,Primary,0
606,7.9439173,Fall_North,215.02599,0.6488492,0.74004,255.5976,Primary,0
607,8.610927,Fall_North,214.48792,0.6451844,0.72918,256.2492,Primary,0
608,8.094878,Fall_North,214.04688,0.5439185,0.7182475,256.90515,Primary,0
609,6.6694794,Fall_North,215.36803,0.4279022,0.70745665,257.5526,Primary,0
610,7.3023386,Fall_North,214.84839,0.43166733,0.69664055,258.20157,Primary,0
611,7.1709414,Fall_North,206.97801,0.4741738,0.6880769,258.7154,Primary,1
618,6.9951944,Fall_North,216.35938,0.46423835,0.61083335,263.35,Primary,1
625,6.9951944,Fall_North,216.35938,0.44428968,0.5351667,267.89,Primary,1
632,5.662223,Winter_North,242.32016,0.59547865,0.45093334,272.944,Primary,1
633,6.55447,Winter_North,214.54813,0.5371866,0.4465899,273.20462,Primary,0
634,7.676263,Winter_North,214.2728,0.5650225,0.43732667,273.7604,Primary,0
635,7.328215,Winter_North,214.0287,0.56353194,0.42664662,274.4012,Primary,0
636,6.9418926,Winter_North,211.31226,0.545164,0.4162093,275.02744,Primary,0
637,6.6109915,Winter_North,209.60445,0.55317146,0.40242857,275.85428,Primary,0
638,5.602067,Winter_North,214.76575,0.59511,0.39453316,276.328,Primary,1
639,4.8691278,Winter_North,215.8132,0.46694866,0.38379666,276.9722,Primary,0
640,5.407271,Winter_North,215.32239,0.49176827,0.37311667,277.613,Primary,0
641,6.6924577,Winter_North,214.69106,0.441959,0.3624931,278.25043,Primary,0
642,7.3338366,Winter_North,214.764,0.43986547,0.35178334,278.893,Primary,0
643,6.29357,Winter_North,215.2209,0.4146188,0.34112668,279.5324,Primary,0
644,6.7614775,Winter_North,214.357,0.38294834,0.33042222,280.17465,Primary,0
645,7.037402,Winter_North,214.46469,0.3872862,0.31985334,280.8088,Primary,1
646,6.813269,Winter_North,214.23962,0.296336,0.3092729,281.44363,Primary,0
647,7.521932,Winter_North,214.45195,0.22604606,0.29862332,282.0826,Primary,0
648,8.329229,Winter_North,214.00174,0.2996651,0.28802332,282.7186,Primary,0
649,8.168677,Winter_North,213.3976,0.33271542,0.2774761,283.35144,Primary,0
650,7.115402,Winter_North,214.07428,0.28723878,0.26685,283.989,Primary,0
651,6.7389274,Winter_North,214.51605,0.2856539,0.25627667,284.6234,Primary,0
652,5.8186545,Winter_North,214.70732,0.35672566,0.24576263,285.25424,Primary,1
653,6.3614388,Winter_North,214.96863,0.37102085,0.23518,285.8892,Primary,0
654,7.999525,Winter_North,214.48244,0.38302922,0.22464667,286.5212,Primary,0
655,8.3820915,Winter_North,212.85197,0.38799,0.21416582,287.15005,Primary,0
656,8.599182,Winter_North,213.10464,0.41069597,0.20360667,287.7836,Primary,0
657,6.2311096,Winter_North,214.56671,0.43108663,0.19311,288.4134,Primary,0
658,5.27681,Winter_North,214.98048,0.47299114,0.18256313,289.0462,Primary,0
659,5.146115,Winter_North,215.72656,0.47316548,0.17214334,289.6714,Primary,1
660,6.0322123,Winter_North,214.84071,0.46981406,0.16172223,290.29666,Primary,0
661,7.4935837,Winter_North,214.67226,0.46679193,0.15123,290.9262,Primary,0
662,8.255465,Winter_North,214.14384,0.4589131,0.14079,291.5526,Primary,0
663,7.0341024,Winter_North,214.29561,0.41101068,0.13040875,292.17548,Primary,0
664,5.4079366,Winter_North,213.31387,0.43541116,0.121202596,292.72784,Primary,0
665,5.856888,Winter_North,215.23012,0.4107892,0.10956,293.4264,Primary,0
666,5.972864,Winter_North,214.84729,0.36660436,0.09921195,294.04727,Primary,1
667,6.7129946,Winter_North,215.39752,0.35630894,0.08879667,294.6722,Primary,0
668,8.003972,Winter_North,214.9965,0.37994918,0.07844,295.2936,Primary,0
669,7.9174037,Winter_North,214.33998,0.3536628,0.068037376,295.91776,Primary,0
670,6.5674615,Winter_North,215.18802,0.34757167,0.05776667,296.534,Primary,0
671,4.555095,Winter_North,216.39375,0.40646192,0.047494948,297.1503,Primary,0
672,5.8581944,Winter_North,215.96193,0.40463632,0.037153333,297.7708,Primary,0
673,5.3322024,Winter_North,216.1313,0.42293102,0.026863333,298.3882,Primary,1
674,6.050333,Winter_North,214.8622,0.42065495,0.016631482,299.0021,Primary,0
675,8.427538,Winter_North,214.13512,0.4203706,0.0063333334,299.62,Primary,0
676,8.117431,Winter_North,214.11407,0.41935587,0.0,300.235,Primary,0
677,6.29015,Winter_North,214.46715,0.42032573,0.0,300.8463,Primary,0
678,5.2589016,Winter_North,215.76692,0.41807142,0.0,301.4618,Primary,0
679,6.3224053,Winter_North,214.88902,0.4102994,0.0,302.0736,Primary,1
680,5.783425,Winter_North,215.54938,0.38805118,0.0,302.6883,Primary,0
681,7.0633597,Winter_North,215.22723,0.38295323,0.0,303.295,Primary,0
682,9.741401,Winter_North,257.6449,0.70000005,0.0,303.539,Primary,0
683,9.980044,Winter_North,207.41809,0.70000005,0.0,304.75183,Primary,0
684,6.7711573,Winter_North,214.6249,0.70000005,0.0,305.1202,Primary,0
685,5.319648,Winter_North,206.93927,0.70000005,0.0,305.6419,Primary,0
686,5.628128,Winter_North,215.58427,0.70000005,0.0,306.29,Primary,1
687,4.974775,Winter_North,212.12128,0.70000005,0.0,307.04892,Primary,0
688,7.3398914,Winter_North,214.7402,0.70000005,0.0,307.53897,Primary,0
689,7.714122,Winter_North,214.23622,0.47462568,0.0,308.1442,Primary,0
690,7.3951297,Winter_North,215.07123,0.413022,0.0,308.7462,Primary,0
691,6.3562803,Winter_North,214.84735,0.41056705,0.0,309.34457,Primary,0
692,6.0564184,Winter_North,215.47444,0.34488362,0.0,309.947,Primary,0
693,6.1042576,Winter_North,215.3758,0.32779664,0.0,310.5464,Primary,1
694,4.7614574,Winter_North,215.74864,0.33332968,0.0,311.14844,Primary,0
695,4.7614574,Winter_North,214.21591,0.3719244,0.0,311.56897,Primary,0
696,4.460031,Winter_North,235.60854,0.4958917,0.0,312.765,Primary,0
697,6.1086617,Winter_North,214.25558,0.415451,0.0,313.00357,Primary,0
698,4.622304,Winter_North,216.07938,0.4029196,0.0,313.5274,Primary,0
699,5.19802,Winter_North,215.86823,0.37682587,0.0,314.1184,Primary,0
700,5.464171,Winter_North,206.81612,0.3638133,0.0,314.63843,Primary,1
701,4.1302705,Winter_North,212.85704,0.39614156,0.0,315.33966,Primary,0
702,5.5366273,Winter_North,215.52527,0.40293866,0.0,315.89203,Primary,0
703,4.481037,Winter_North,216.46562,0.28779894,0.0,316.4834,Primary,0
704,4.5400276,Winter_North,217.36299,0.24519026,0.0,317.0718,Primary,0
705,4.3304915,Winter_North,216.9489,0.2565443,0.0,317.66275,Primary,0
706,4.8198075,Winter_North,217.77142,0.2523321,0.0,318.2456,Primary,0
707,5.40252,Winter_North,217.40128,0.20315334,0.0,318.82864,Primary,1
708,3.7266796,Winter_North,257.58466,0.49665892,0.0,319.065,Primary,0
720,5.628128,Winter_North,215.58427,0.5032805,0.0,326.31,Extended_1,1
734,4.4344664,Winter_North,216.38728,0.5041891,0.0,334.22,Extended_1,1
735,3.498034,Winter_North,211.39465,0.54955816,0.0,334.98273,Extended_1,0
736,4.2207046,Winter_North,217.30013,0.5514587,0.0,335.3716,Extended_1,0
737,5.276105,Winter_North,215.51598,0.56539106,0.0,335.9264,Extended_1,0
738,4.2106323,Winter_North,215.7215,0.5428685,0.0,336.47815,Extended_1,0
739,4.898024,Winter_North,216.10213,0.26546547,0.0,337.0338,Extended_1,0
740,2.9008613,Winter_North,225.76375,0.3415879,0.0,337.255,Extended_1,0
754,4.4344664,Winter_North,216.38728,0.3415879,0.0,345.18,Extended_1,1
761,4.4344664,Winter_North,216.38728,0.30783814,0.0,348.93,Extended_1,1
775,4.4344664,Winter_North,216.38728,0.30802178,0.0,356.28,Extended_1,1
788,4.09965,Spring_North,214.72742,0.27356267,0.0,2.96,Extended_1,1
802,4.09965,Spring_North,214.72742,0.2757722,0.0,10.0,Extended_1,1
816,4.09965,Spring_North,214.72742,0.25147176,0.0,16.89,Extended_1,1
822,4.09965,Spring_North,214.72742,0.07437104,0.0,19.81,Extended_1,1
829,4.09965,Spring_North,214.72742,0.06789116,0.0,23.18,Extended_1,1
836,4.09965,Spring_North,214.72742,0.05258827,0.0,26.52,Extended_1,1
843,4.09965,Spring_North,214.72742,0.0,0.0,29.83,Extended_1,1
850,4.1213393,Spring_North,212.09535,0.023096707,0.0,33.12,Extended_1,1
856,4.1213393,Spring_North,212.09535,0.029817719,0.0,35.92,Extended_1,1
863,4.1213393,Spring_North,212.09535,0.032663677,0.0,39.17,Extended_1,1
870,4.1213393,Spring_North,212.09535,0.032663677,0.0,42.4,Extended_1,1
877,4.1213393,Spring_North,212.09535,0.029817719,0.0,45.61,Extended_1,1
884,4.1213393,Spring_North,212.09535,0.023096707,0.0,48.8,Extended_1,1
891,4.1213393,Spring_North,212.09535,0.0,0.0,51.98,Extended_1,1
897,4.1213393,Spring_North,212.09535,0.0,0.0,54.7,Extended_1,1
904,4.1213393,Spring_North,212.09535,0.0,0.0,57.86,Extended_1,1
911,4.341922,Spring_North,209.1541,0.04905698,0.0,61.01,Extended_1,1
918,4.341922,Spring_North,209.1541,0.06333229,0.0,64.16,Extended_1,1
925,4.341922,Spring_North,209.1541,0.06937705,0.0,67.3,Extended_1,1
938,4.341922,Spring_North,209.1541,0.06937705,0.0,73.13,Extended_1,1
952,4.341922,Spring_North,209.1541,0.06333229,0.0,79.41,Extended_1,1
