date,datetime,sol,year,month,day,day_of_year,weekday,hour,temp_min,temp_max,temp_avg,temp_range,wind_speed_avg,wind_speed_max,wind_speed_std,weather_readings_count,end,look_ahead,activity,solar_longitude_deg,mission_phase,mission_age_factor,phase_progression,activity_word_count,instruction_count,is_multi_part,systems_involved,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,complexity_score,seasonal_intensity,orbital_thermal_factor,diurnal_thermal_load,thermal_stress_combined,sol_diff,is_consecutive_sol,primary_instrument,requires_movement,power_intensive,redundancy_active,data_intensity,has_look_ahead,planning_horizon,is_science,is_maintenance,is_deployment,is_recovery,is_thermal,is_communication,primary_activity_type,activity_chain_position,is_recovery_activity,operational_status,criticality,power_status,success_indicator,operational_tempo,sols_since_last_science,sols_since_last_maintenance,sols_since_last_deployment,sols_since_last_recovery,sols_since_last_thermal,sols_since_last_communication,cumulative_ida_usage,cumulative_hp3_usage,cumulative_seis_usage,cumulative_apss_usage,cumulative_camera_usage,cumulative_wts_usage,sols_to_landing,sols_to_deployment_complete,sols_to_primary_mission_end,sols_to_first_extension_end,sols_to_conjunction_1,sols_to_conjunction_2,events_count,has_events
2018-12-13,2018-12-11,16,2018,12,11,347,3,4,178.7337488888889,262.0465977777778,211.93274063313592,83.31284888888888,7.694460807523436,11.18330855855856,2.221089695750592,88,,,"High Resolution Imaging of SEIS and HP3 Deployment Locations, SEIS SP Data Collection, SEIS Tilt Measurement, HP3 Open Cover Radiometer Calibrations, and Start HP3 SSA Monitoring",305.44,Early_Deployment,0.1484200051182733,0.15151515151515152,26,7,0,3,0,1,1,0,1,0,0.5269105691056911,35.44,0.692,0.9330127018922193,0.6456447897094157,1.0,1,HP3,1,0,0,5,0,0,1,1,1,0,0,1,SCIENCE,0,0,1,1,1,0,0.2099651567944251,0,0,0,7,4,0,3,3,2,3,7,1,15,84,671,1358,234,984,1,True
2018-12-14,2018-12-12,17,2018,12,12,348,4,5,179.2383822222222,266.7914,215.43566406366588,87.5530177777778,5.13665195702331,7.775539999999999,1.3856410600599032,97,,,Runout,306.04,Early_Deployment,0.15700374880966478,0.16161616161616163,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,36.04000000000002,0.6886666666666665,0.9829629131445341,0.6769337928522023,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.18178861788617887,1,1,1,6,3,1,3,3,2,3,7,1,16,83,670,1357,233,983,1,True
2018-12-15,2018-12-13,18,2018,12,13,349,5,6,179.94050666666666,263.7712577777778,215.4535882264861,83.83075111111114,6.805472826061816,10.395,1.5718400649144857,97,,,Below Deck Imaging of All Footpads and Grapple Unstow,306.65,Early_Deployment,0.16551443847757338,0.1717171717171717,9,2,0,2,1,0,0,0,1,0,0.2191869918699187,36.64999999999998,0.6852777777777779,1.0,0.6852777777777779,1.0,1,IDA,1,0,0,1,0,0,1,0,1,0,0,0,SCIENCE,0,0,1,1,1,0,0.20824622531939604,0,2,0,5,2,2,4,3,2,3,8,1,17,82,669,1356,232,982,1,True
2018-12-16,2018-12-14,19,2018,12,14,350,6,6,180.11681333333334,266.02855654101995,215.78600304255602,85.91174320768661,6.085785891302919,8.49018,1.1168658584348925,97,,,Runout,307.25,Early_Deployment,0.17395330712343804,0.18181818181818182,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,37.25,0.6819444444444445,1.0,0.6819444444444445,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.20005807200929152,1,3,1,4,1,1,4,3,2,3,8,1,18,81,668,1355,231,981,1,True
2018-12-17,2018-12-15,20,2018,12,15,351,0,7,181.29684666666668,265.4472977777777,216.07659284958558,84.15045111111101,6.758548167241122,9.53324888888889,1.5544434017751017,97,,,"SEIS Capture with Grapple, Acquire SEIS Data, Update TWINS Heater Setpoints, and Imaging",307.86,Early_Deployment,0.18232155679395465,0.1919191919191919,13,5,0,3,1,0,1,0,1,0,0.3784552845528455,37.860000000000014,0.6785555555555555,0.9829629131445341,0.6669949456192965,1.0,1,SEIS,1,0,0,2,0,0,1,0,1,0,1,1,SCIENCE,0,0,1,1,0,0,0.2492682926829268,0,4,0,3,0,0,5,3,3,3,9,1,19,80,667,1354,230,980,1,True
2018-12-18,2018-12-16,21,2018,12,16,352,1,8,180.20264666666668,262.16177555555555,214.25361365316166,81.95912888888887,7.778230356244393,12.03523777777778,2.063144809696512,97,,,Runout,308.46,Early_Deployment,0.19062035960864973,0.20202020202020202,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,38.45999999999998,0.6752222222222224,0.9330127018922194,0.6299909099332243,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.18006968641114982,1,3,1,2,1,1,5,3,3,3,9,1,20,79,666,1353,229,979,1,True
2018-12-19,2018-12-17,22,2018,12,17,353,2,8,180.04731555555557,266.78619555555554,216.50714239584013,86.73887999999997,5.771697621810018,8.245226666666666,1.5733928882144226,97,,,SEIS Deployment,309.06,Early_Deployment,0.1988508587451652,0.21212121212121213,2,1,0,1,0,0,1,0,0,0,0.09130081300813009,39.06,0.6718888888888889,0.9330127018922194,0.6268808675935834,1.0,1,SEIS,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.18825783972125434,1,2,0,1,2,2,5,3,4,3,9,1,21,78,665,1352,228,978,1,True
2018-12-20,2018-12-18,23,2018,12,18,354,3,9,180.04669623059866,261.2157577777777,215.2927282911743,81.16906154717904,7.819241410893413,12.377577777777775,1.975036512783391,97,,,IDC and ICC Imaging of SEIS; Unsafe HP3,309.66,Early_Deployment,0.20701416938432615,0.2222222222222222,8,3,0,3,0,1,1,0,1,0,0.2885365853658537,39.660000000000025,0.6685555555555553,0.8535533905932737,0.570647861244414,1.0,1,CAMERA,0,0,0,1,0,0,1,0,0,1,0,0,SCIENCE,0,0,0,1,1,0,0.15420441347270616,0,1,1,0,3,2,5,4,5,3,10,1,22,77,664,1351,227,977,1,True
2018-12-21,2018-12-19,24,2018,12,19,355,4,10,180.08534666666668,266.8535933333333,211.2928518325742,86.76824666666664,5.923629921642491,8.576125313283207,1.0845733092604164,80,,,Grapple Adjustment; HP3 Checkouts and Calibrations,310.26,Early_Deployment,0.2151113796169455,0.23232323232323232,6,3,0,2,1,1,0,0,0,0,0.22390243902439025,40.25999999999999,0.6652222222222223,0.75,0.4989166666666667,1.0,1,IDA,1,0,0,0,0,0,0,1,1,0,0,0,MAINTENANCE,0,0,1,1,1,0,0.181335656213705,1,0,0,1,4,1,6,5,5,3,10,1,23,76,663,1350,226,976,1,True
2018-12-22,2018-12-20,25,2018,12,20,356,5,10,179.9431622222222,262.1903311111111,216.09539325397077,82.2471688888889,,,,97,,,"Release SEIS Grapple, HP3 Tilt Measurements, SEIS Collect SP Data and Tilt Measurements, and IDC and ICC Imaging",310.86,Early_Deployment,0.22314355131420976,0.24242424242424243,18,7,0,4,1,1,1,0,1,0,0.5183739837398373,40.860000000000014,0.6618888888888887,0.75,0.49641666666666656,1.0,1,SEIS,1,0,0,4,0,0,1,0,1,0,0,1,SCIENCE,0,0,1,1,1,0,0.2240766550522648,0,1,0,2,5,0,7,6,6,3,11,1,24,75,662,1349,225,975,1,True
2018-12-23,2018-12-21,26,2018,12,21,357,6,11,179.50876888888888,261.3762222222222,214.75659659472103,81.86745333333334,7.50461751922855,11.724083333333333,2.070241257783419,97,,,SEIS and Tether Imaging; Tau Imaging,311.46,Early_Deployment,0.23111172096338664,0.25252525252525254,6,3,0,2,0,0,1,0,1,0,0.22390243902439025,41.45999999999998,0.6585555555555557,0.6294095225512605,0.4145011377957024,1.0,1,CAMERA,0,0,0,2,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.25120789779326363,0,2,1,3,6,1,7,6,7,3,12,1,25,74,661,1348,224,974,1,True
2018-12-24,2018-12-22,27,2018,12,22,358,0,12,179.6561111111111,267.4449577777778,217.1540983636188,87.7888466666667,4.81370618382026,7.448191536748329,1.4209049185191815,97,,,Runout,312.05,Early_Deployment,0.23901690047049992,0.26262626262626265,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,42.05000000000001,0.6552777777777777,0.5000000000000001,0.3276388888888889,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.20199767711962835,1,3,2,4,7,2,7,6,7,3,12,1,26,73,660,1347,223,973,1,True
2018-12-25,2018-12-23,28,2018,12,23,359,1,12,179.59352666666666,260.5663044444444,214.8911845225647,80.97277777777776,7.650315447284154,12.021659242761691,1.7725359513824077,97,,,Runout,312.65,Early_Deployment,0.2468600779315258,0.2727272727272727,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,42.64999999999998,0.6519444444444445,0.5000000000000001,0.32597222222222233,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.20199767711962835,2,4,3,4,8,2,7,6,7,3,12,1,27,72,659,1346,222,972,1,True
2018-12-26,2018-12-24,29,2018,12,24,360,2,13,178.78048222222222,266.67794000000004,216.20234452137993,87.89745777777782,5.638322969738301,8.609227171492206,1.344236017225292,97,,,Runout,313.25,Early_Deployment,0.2546422183735807,0.2828282828282828,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,43.25,0.6486111111111111,0.37059047744873963,0.24036910134522418,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.19380952380952382,1,5,4,3,9,1,7,6,7,3,12,1,28,71,658,1345,221,971,1,True
2018-12-27,2018-12-25,30,2018,12,25,361,3,14,179.95515333333333,261.8468422222222,215.52210994961476,81.8916888888889,7.068489122749668,11.262562222222222,2.1264326199959154,96,,,"SEIS Leveling, Acquire SEIS Data, and Imaging",313.84,Early_Deployment,0.262364264467491,0.29292929292929293,7,4,0,2,0,0,1,0,1,0,0.2578861788617886,43.839999999999975,0.6453333333333335,0.2500000000000001,0.16133333333333347,1.0,1,SEIS,0,0,0,2,0,0,1,0,0,0,0,1,SCIENCE,0,0,1,1,1,0,0.18943089430894305,0,6,5,2,9,0,7,6,8,3,13,1,29,70,657,1344,220,970,1,True
2018-12-28,2018-12-26,31,2018,12,26,362,4,14,179.73154888888888,264.8684688888889,215.23770381703375,85.13692000000003,7.292168649455048,13.80816888888889,2.168928247214506,97,,,Runout,314.43,Early_Deployment,0.27002713721306015,0.30303030303030304,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,44.43000000000001,0.6420555555555555,0.2500000000000001,0.16051388888888896,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.16229965156794424,1,7,6,1,8,1,7,6,8,3,13,1,30,69,656,1343,219,969,1,True
2018-12-29,2018-12-27,32,2018,12,27,363,5,15,183.017670886076,201.0490111111111,192.35588808749017,18.03134022503511,6.264836706387111,6.92002,0.37169557256502006,26,,,"Unsafe IDA and PAE, SEIS Collect SP Data and Tilt Measurements, and SEIS Stereo Imaging",315.02,Early_Deployment,0.2776317365982795,0.31313131313131315,15,6,0,3,1,0,1,0,1,0,0.41975609756097565,44.98000000000002,0.6387777777777779,0.14644660940672644,0.09354683971991894,1.0,1,SEIS,0,0,0,3,0,0,1,0,0,1,0,1,SCIENCE,0,0,0,1,1,0,0.14821138211382115,0,8,7,0,7,0,8,6,9,3,14,1,31,68,655,1342,218,968,1,True
2018-12-31,2018-12-29,34,2018,12,29,365,0,16,197.823125,267.11830000000003,237.6632603249476,69.29517500000003,4.7843202264362255,8.65538888888889,1.4897217325941627,53,,,Runout,316.21,Early_Deployment,0.29266961396282,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,43.79000000000002,0.6321666666666668,0.06698729810778076,0.04234713695380207,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.12108013937282229,1,10,6,2,5,1,8,6,9,3,14,1,33,66,653,1340,216,966,1,True
2019-01-01,2018-12-30,35,2018,12,30,1,1,17,180.0672111111111,259.8118,214.5648351360381,79.7445888888889,7.908646435715149,12.54588888888889,1.9551023494859425,97,,,"SEIS VBB Recentering and Data Collection, IDS Stereo Imaging of SEIS After Leveling, Sundial Imaging, and Grapple Localization",316.79,Early_Deployment,0.3001045924503381,0.3434343434343434,18,6,0,3,1,0,1,0,1,0,0.4417073170731708,43.20999999999998,0.6289444444444443,0.017037086855465844,0.01071538112726271,1.0,1,SEIS,0,0,0,4,0,0,1,0,0,0,0,1,SCIENCE,0,0,1,1,1,0,0.17932636469221835,0,11,5,3,4,0,9,6,10,3,15,1,34,65,652,1339,215,965,1,True
2019-01-02,2018-12-31,36,2018,12,31,2,2,18,179.94882222222222,265.4601222222222,215.30449391624813,85.51129999999998,7.220948185876755,10.485422222222224,1.6866355605890693,97,,,Runout,317.38,Early_Deployment,0.3074846997479606,0.35353535353535354,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,42.620000000000005,0.6256666666666667,0.0,0.0,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.17932636469221835,1,12,4,4,3,1,9,6,10,3,15,1,35,64,651,1338,214,964,1,True
2019-01-03,2019-01-01,37,2019,1,1,3,3,18,180.48404444444444,264.7694,216.67329649815142,84.28535555555558,5.723012850200816,8.466633333333332,1.5622762606968974,97,,,Open SEIS Tether Storage Box,317.97,Early_Deployment,0.31481073984003355,0.36363636363636365,5,1,0,1,0,0,1,0,0,0,0.1132520325203252,42.02999999999997,0.6223888888888887,0.0,0.0,1.0,1,SEIS,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.15866434378629504,1,13,3,5,2,2,9,6,11,3,15,1,36,63,650,1337,213,963,1,True
2019-01-04,2019-01-02,38,2019,1,2,4,4,19,180.23857777777772,265.9283111111111,216.24399046825647,85.68973333333338,5.679132896573595,9.906377777777776,1.769268615130614,97,,,"SEIS Tether Assessment, LSA Imaging, and Stow SEIS VBB",318.56,Early_Deployment,0.3220834991691133,0.37373737373737376,9,4,0,2,0,0,1,0,1,0,0.27252032520325203,41.44,0.6191111111111112,0.01703708685546579,0.010547849773183932,1.0,1,SEIS,1,0,0,1,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.19274099883855983,0,14,2,6,1,3,9,6,12,3,16,1,37,62,649,1336,212,962,1,True
2019-01-05,2019-01-03,39,2019,1,3,5,5,20,181.3164333333333,267.0068444444445,213.67838612910603,85.69041111111119,5.264109926411424,8.885822222222222,1.5394934362950203,91,,,IDA Temperature Monitoring and HP3 Radiometer Shadow Measurements,319.14,Early_Deployment,0.3293037471426004,0.3838383838383838,8,2,0,3,1,1,0,1,0,0,0.26186991869918697,40.860000000000014,0.6158888888888889,0.0669872981077807,0.04125673260126983,1.0,1,HP3,0,0,0,2,0,0,0,0,0,0,1,0,THERMAL,0,0,1,1,0,0,0.17018583042973284,1,15,1,7,0,4,10,7,12,4,16,1,38,61,648,1335,211,961,1,True
2019-01-06,2019-01-04,40,2019,1,4,6,6,20,180.6949111111111,261.31291111111113,214.20083073992564,80.61800000000002,7.769031362546449,12.122877777777775,1.8175523904118482,97,,,Load Shunt Assembly (LSA) Release and Imaging,319.73,Early_Deployment,0.33647223662121295,0.3939393939393939,7,2,0,1,0,0,0,0,1,0,0.15455284552845527,40.26999999999998,0.612611111111111,0.0669872981077807,0.041037163124138756,1.0,1,CAMERA,1,0,0,1,0,0,1,0,1,0,0,0,SCIENCE,0,0,1,1,1,0,0.18740998838559814,0,16,0,8,1,5,10,7,12,4,17,1,39,60,647,1334,210,960,1,True
2019-01-07,2019-01-05,41,2019,1,5,7,0,21,181.45815555555555,264.93294444444444,214.70859996189975,83.4747888888889,6.446931347217089,9.329766666666666,1.3586195604096911,97,,,Runout; Imaging of LSA and Pinning Mass,320.31,Early_Deployment,0.3435897043900769,0.40404040404040403,7,3,0,1,0,0,0,0,1,0,0.18121951219512195,39.69,0.6093888888888889,0.14644660940672616,0.08924293658790995,1.0,1,CAMERA,0,0,0,1,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.20844367015098722,0,15,1,9,2,4,10,7,12,4,18,1,40,59,646,1333,209,959,1,True
2019-01-08,2019-01-06,42,2019,1,6,8,1,22,180.7795888888889,264.8616333333333,215.19839922450947,84.08204444444442,5.927422287068488,9.73442222222222,1.8917426990227608,97,,,Imaging of Pinning Mass and SEIS VBB Recentering; Attempted Grapple Stow,320.89,Early_Deployment,0.3506568716131694,0.41414141414141414,11,3,0,3,1,0,1,0,1,0,0.31048780487804883,39.110000000000014,0.6061666666666667,0.24999999999999978,0.15154166666666655,1.0,1,SEIS,1,0,0,1,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.18969802555168405,0,14,2,10,3,3,11,7,13,4,19,1,41,58,645,1332,208,958,1,True
2019-01-09,2019-01-07,43,2019,1,7,9,2,22,180.97943333333333,269.9004555555556,215.65773096329022,88.92102222222226,5.617036719232371,9.53651111111111,1.6649042838496149,97,,,Runout,321.47,Early_Deployment,0.35767444427181594,0.42424242424242425,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,38.52999999999997,0.6029444444444443,0.24999999999999978,0.15073611111111093,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.18969802555168408,1,13,3,11,4,2,11,7,13,4,19,1,42,57,644,1331,207,957,1,True
2019-01-10,2019-01-08,44,2019,1,8,10,3,23,181.28516666666667,269.54404444444447,216.2963882772776,88.2588777777778,4.824126179572808,7.742277777777777,1.266098227938561,97,,,"Stereo Imaging of SEIS, LSA, and Pinning Mass, HP3 Tilt Measurements, and SEIS Level Low; Attempted Grapple Stow",322.05,Early_Deployment,0.3646431135879093,0.43434343434343436,18,8,0,4,1,1,1,0,1,0,0.5450406504065041,37.94999999999999,0.5997222222222222,0.3705904774487392,0.22225134466995217,1.0,1,SEIS,1,0,0,2,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.2513821138211382,0,12,4,12,5,1,12,8,14,4,20,1,43,56,643,1330,206,956,1,True
2019-01-12,2019-01-09,45,2019,1,9,12,5,0,182.6395666666667,269.4659888888889,216.94670130919246,86.82642222222219,5.041807753271067,9.428688888888887,1.7695009520271148,97,,,Runout; SEIS VBB/SP Data Acquisition,322.63,Early_Deployment,0.37156355643248307,0.4444444444444444,5,2,0,1,0,0,1,0,0,0,0.13991869918699187,37.370000000000005,0.5965,0.5,0.29825,1.0,1,SEIS,0,0,0,2,0,0,0,0,0,0,0,1,COMMUNICATION,0,0,1,1,1,0,0.2324390243902439,1,11,5,13,6,0,12,8,15,4,20,1,44,55,642,1329,205,955,1,True
2019-01-13,2019-01-10,46,2019,1,10,13,6,0,183.82003333333333,270.98743333333334,217.14105526387561,87.16740000000001,4.323732549261119,7.126924242424242,1.0885325231296208,97,,,SEIS and HP3 Activities; Attempted Grapple Stow,323.21,Early_Deployment,0.3784364357202451,0.45454545454545453,7,3,0,3,1,1,1,0,0,0,0.281219512195122,36.79000000000002,0.5932777777777779,0.5,0.29663888888888895,1.0,1,IDA,1,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.23520325203252032,2,10,6,14,7,1,13,9,16,4,20,1,45,54,641,1328,204,954,1,True
2019-01-14,2019-01-11,47,2019,1,11,14,0,1,183.6989333333333,268.2111888888889,217.57155037758366,84.51225555555561,4.50753552594058,8.148063492063491,1.629384371854504,97,,,Runout,323.79,Early_Deployment,0.3852624007906449,0.46464646464646464,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,36.20999999999998,0.5900555555555554,0.6294095225512604,0.37138658550094084,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.21797909407665506,1,9,7,15,8,2,13,9,16,4,20,1,46,53,640,1327,203,953,1,True
2019-01-15,2019-01-12,48,2019,1,12,15,1,2,183.49148888888888,268.3020222222222,217.88905041370245,84.81053333333332,4.943670414420039,10.74665,2.450073008533931,97,,,Pinning Mass Imaging from Standoff Position and Tau Imaging,324.36,Early_Deployment,0.3920420877760237,0.47474747474747475,9,2,0,1,0,0,0,0,1,0,0.1691869918699187,35.639999999999986,0.5868888888888888,0.75,0.4401666666666666,1.0,1,CAMERA,1,0,0,2,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.21626016260162603,0,8,8,16,9,3,13,9,16,4,21,1,47,52,639,1326,202,952,1,True
2019-01-16,2019-01-13,49,2019,1,13,16,2,2,184.09227777777772,267.3966888888889,217.77970525472006,83.30441111111116,4.847060923575996,9.419871794871796,2.0239934953525776,97,,,Runout,324.94,Early_Deployment,0.3987761199573678,0.48484848484848486,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,35.06,0.5836666666666667,0.75,0.43775,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.17675958188153307,1,7,7,17,10,4,13,9,16,4,21,1,48,51,638,1325,201,951,1,True
2019-01-17,2019-01-14,50,2019,1,14,17,3,3,183.6415444444445,268.56255555555555,218.3367959399262,84.92101111111106,4.558247159762066,8.572036585365854,1.4352012735657818,97,,,Grapple Investigation Activity and Grapple Stow,325.51,Early_Deployment,0.4054651081081644,0.494949494949495,6,2,0,1,1,0,0,0,0,0,0.14723577235772356,34.49000000000001,0.5805,0.8535533905932737,0.49548774323939543,1.0,1,IDA,1,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,0,1,1,0,0.19293844367015098,2,6,6,18,11,5,14,9,16,4,21,1,49,50,637,1324,200,950,1,True
2019-01-18,2019-01-15,51,2019,1,15,18,4,4,184.73952222222223,267.51624444444445,218.7391278471617,82.77672222222222,4.510846726340365,7.235089285714286,1.2664116130599679,97,,,Runout,326.08,Early_Deployment,0.412109650826833,0.5050505050505051,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,33.920000000000016,0.5773333333333335,0.9330127018922193,0.5386593332257748,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.11993031358885017,1,5,5,19,12,5,14,9,16,4,21,1,50,49,636,1323,199,949,1,True
2019-01-19,2019-01-16,52,2019,1,16,19,5,4,186.35333333333327,265.5009,218.20398224377195,79.14756666666673,5.445918563011713,8.940422222222223,1.1731502149737945,97,,,Pinning Mass Imaging from Standoff Position and Tau Imaging,326.65,Early_Deployment,0.41871033485818504,0.5151515151515151,9,2,0,1,0,0,0,0,1,0,0.1691869918699187,33.35000000000002,0.5741666666666667,0.9330127018922193,0.5357047930031159,1.0,1,CAMERA,1,0,0,2,0,0,1,0,0,0,0,0,SCIENCE,0,0,1,1,1,0,0.12411149825783974,0,4,4,20,12,4,14,9,16,4,22,1,51,48,635,1322,198,948,1,True
2019-01-20,2019-01-17,53,2019,1,17,20,6,5,185.86434444444447,262.7718222222222,217.00923823768173,76.90747777777776,5.146695985671352,9.107078651685391,1.549807028178959,97,,,Runout; Saltation Images,327.23,Early_Deployment,0.4252677354043441,0.5252525252525253,3,2,0,0,0,0,0,0,0,0,0.07528455284552846,32.76999999999998,0.5709444444444444,0.9829629131445341,0.5612172143547987,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.09469221835075493,1,3,3,21,11,3,14,9,16,4,22,1,52,47,634,1321,197,947,1,True
2019-01-21,2019-01-18,54,2019,1,18,21,0,6,186.21726666666663,264.8447333333333,218.41209803937238,78.62746666666666,3.9753066013962,6.7663,1.2000364777030281,97,,,Runout,327.79,Early_Deployment,0.43178241642553783,0.5353535353535354,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,32.20999999999998,0.5678333333333332,1.0,0.5678333333333332,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.09469221835075495,2,2,2,22,10,2,14,9,16,4,22,1,53,46,633,1320,196,946,1,True
2019-01-22,2019-01-19,55,2019,1,19,22,1,6,185.92311111111115,266.85285555555555,218.7846165775741,80.9297444444444,4.011815997936352,7.725544444444444,1.4881943527072332,97,,,Runout,328.36,Early_Deployment,0.4382549309311553,0.5454545454545454,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,31.639999999999986,0.5646666666666667,1.0,0.5646666666666667,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.07537746806039489,1,1,1,23,9,1,14,9,16,4,22,1,54,45,632,1319,195,945,1,True
2019-01-23,2019-01-20,56,2019,1,20,23,2,7,185.66337777777773,264.9237111111111,218.64686973913385,79.26033333333339,3.915375460568229,7.844911111111111,1.419592890971093,97,,,"Pinning Mass Adjustment, HP3 Radiometer Calibration, Recenter SEIS VBBs, and SEIS SP and VBB Data Collection",328.93,Early_Deployment,0.44468582126144574,0.5555555555555556,16,6,0,2,0,1,1,0,0,0,0.3770731707317073,31.069999999999993,0.5614999999999999,0.9829629131445341,0.5519336757306558,1.0,1,SEIS,1,0,0,2,0,0,1,1,1,0,0,1,SCIENCE,0,0,1,1,1,0,0.12439024390243902,0,0,0,24,8,0,14,10,17,4,22,1,55,44,631,1318,194,944,1,True
2019-01-24,2019-01-21,57,2019,1,21,24,3,8,185.6101666666667,265.9935111111111,218.8676962067647,80.38334444444442,4.012791687999226,7.453233333333334,1.2933708177699734,97,,,Runout,329.5,Early_Deployment,0.4510756193602166,0.5656565656565656,1,1,0,0,0,0,0,0,0,0,0.03398373983739837,30.5,0.5583333333333333,0.9330127018922194,0.5209320918898225,1.0,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,1,1,1,0,0.10821138211382113,1,1,1,25,7,1,14,10,17,4,22,1,56,43,630,1317,193,943,1,True
2019-01-25,2019-01-22,58,2019,1,22,25,4,8,185.3402555555556,264.19014444444446,218.42702080675272,78.84988888888887,4.495374694847921,7.941355555555555,1.2877450116482987,97,,,"Tau Imaging, HP3 Tilt Measurement, HP3 Radiometer Hourly Mode, SEIS Tilt, SEIS SP and VBB Data Collection, Calibration Target Imaging, and Stereo Imaging of the HP3 Placement Site",330.07,Early_Deployment,0.4574248470388754,0.5757575757575758,28,9,0,3,0,1,1,0,1,0,0.5948780487804878,29.930000000000007,0.5551666666666667,0.9330127018922194,0.5179775516671639,1.0,1,SEIS,0,0,0,6,0,0,1,1,0,0,0,1,SCIENCE,0,0,1,1,1,0,0.18833914053426248,0,0,1,26,6,0,14,11,18,4,23,1,57,42,629,1316,192,942,1,True
2019-01-26,2019-01-23,59,2019,1,23,26,5,9,185.37816666666663,264.51824444444446,218.58255203375825,79.14007777777783,4.25278691898981,7.460422222222222,1.3101514350567791,97,,,Pinning Mass Adjustment #2 and HP3 Engineering Tether Preheat Test,330.63,Early_Deployment,0.4637340162321401,0.5858585858585859,10,2,0,1,0,1,0,0,0,0,0.1765040650406504,29.370000000000005,0.5520555555555555,0.8535533905932737,0.4712088912402978,1.0,1,HP3,1,0,0,0,0,0,0,0,1,0,0,0,DEPLOYMENT,0,0,1,1,1,0,0.18938443670150987,1,1,0,27,5,1,14,12,18,4,23,1,58,41,628,1315,191,941,1,True
