date,datetime,sol,year,month,day,day_of_year,weekday,hour,temp_min,temp_max,temp_avg,temp_range,wind_speed_avg,wind_speed_max,wind_speed_std,weather_readings_count,end,look_ahead,activity,solar_longitude_deg,mission_phase,mission_age_factor,phase_progression,activity_word_count,instruction_count,is_multi_part,systems_involved,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,complexity_score,seasonal_intensity,orbital_thermal_factor,diurnal_thermal_load,thermal_stress_combined,sol_diff,is_consecutive_sol,primary_instrument,requires_movement,power_intensive,redundancy_active,data_intensity,has_look_ahead,planning_horizon,is_science,is_maintenance,is_deployment,is_recovery,is_thermal,is_communication,primary_activity_type,activity_chain_position,is_recovery_activity,operational_status,criticality,power_status,success_indicator,operational_tempo,sols_since_last_science,sols_since_last_maintenance,sols_since_last_deployment,sols_since_last_recovery,sols_since_last_thermal,sols_since_last_communication,cumulative_ida_usage,cumulative_hp3_usage,cumulative_seis_usage,cumulative_apss_usage,cumulative_camera_usage,cumulative_wts_usage,sols_to_landing,sols_to_deployment_complete,sols_to_primary_mission_end,sols_to_first_extension_end,sols_to_conjunction_1,sols_to_conjunction_2,events_count,has_events
2020-06-06,2020-05-21,543,2020,5,21,158,5,15,182.4933533333333,277.27053777777775,222.08996357803653,94.77718444444446,4.594639165294526,7.589715789473684,1.2917327687757825,97,549.0,,"HP3 Mole Recovery Operations, HP3 RAD Hourly and Other Calibrations, and Long Shadow, Aeolian Change, Dust Devil Search, and Tau Images",214.84,Extended_1,1.860974538249528,0.3558897243107769,21,9,0,1,0,1,0,0,0,0,0.44365853658536586,34.84,0.8046666666666666,0.14644660940672644,0.11784070503594586,13.0,0,HP3,0,0,1,0,0,0,1,1,0,1,0,0,SCIENCE,0,1,0,0,1,0,0.4823112659698025,0,0,245,0,7,7,37,70,43,17,49,10,542,443,144,831,293,457,1,True
,2020-05-22,544,2020,5,22,,,,182.74626111111112,272.9183855555556,220.753993417017,90.17212444444445,6.19580088620453,11.600107777777778,2.1608552126837486,97,,,,,Extended_1_Weather_Only,1.8625285401162623,0.3583959899749373,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-23,545,2020,5,23,,,,183.00242111111112,276.3789455555556,222.35304789008214,93.3765244444445,4.327824831088789,7.886933638443936,1.658532542394444,97,,,,,Extended_1_Weather_Only,1.864080130807681,0.3609022556390977,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-24,546,2020,5,24,,,,183.00534222222225,275.87769000000003,222.4807538518709,92.87234777777778,4.962616933671509,7.7959322222222225,1.1487449834471732,97,,,,,Extended_1_Weather_Only,1.8656293177945105,0.3634085213032581,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-25,547,2020,5,25,,,,182.4872533333333,272.7209,221.2288800687576,90.23364666666666,5.939572773079671,11.034178372352285,1.8146431995256407,97,,,,,Extended_1_Weather_Only,1.8671761085128091,0.3659147869674185,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-26,548,2020,5,26,,,,182.3818711111111,276.2227277777778,222.04637921532367,93.84085666666667,4.682084074623409,8.07952888888889,1.28291627549908,97,,,,,Extended_1_Weather_Only,1.8687205103641833,0.3684210526315789,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-27,549,2020,5,27,,,,182.7119755555556,272.4556833333333,220.96764628004084,89.7437077777777,5.934001000133644,10.232007795100223,1.6177326470550095,97,,,,,Extended_1_Weather_Only,1.8702625307159986,0.37092731829573933,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-06-13,2020-05-28,550,2020,5,28,165,5,19,182.95916666666668,276.1639533333333,222.49782749182057,93.20478666666665,4.673925117635378,8.211772616136919,1.1511184164385333,97,556.0,,"HP3 Mole Recovery Operations, HP3 RAD Calibrations and SSA Monitoring, Disable IDA Survival Heaters, IDA Temperature Monitoring, Update LME Curves, and Long Shadow, Aeolian Change, Dust Devil Search, Meteor Search, and Tau Images",219.27,Extended_1,1.8718021769015913,0.37343358395989973,33,13,0,3,1,1,0,1,0,0,0.738130081300813,39.27000000000001,0.8292777777777778,0.01703708685546579,0.014128477527307656,7.0,0,HP3,0,0,1,2,0,0,1,1,0,1,1,1,SCIENCE,0,1,0,0,0,0,0.5100929152148664,0,0,238,0,0,0,38,71,43,18,49,10,549,450,137,824,300,450,1,True
,2020-05-29,551,2020,5,29,,,,184.31476444444445,274.81511666666665,222.4636734930256,90.5003522222222,5.146421063470606,7.392450909090909,1.1312651557503843,97,,,,,Extended_1_Weather_Only,1.873339456220478,0.37593984962406013,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-30,552,2020,5,30,,,,184.0393633333333,272.2927133333333,221.12871614457302,88.25335000000001,6.13071672999166,11.055765033407573,1.4449759357676442,97,,,,,Extended_1_Weather_Only,1.8748743759385615,0.37844611528822053,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-05-31,553,2020,5,31,,,,183.0582255555556,275.1528433333333,222.27532348340665,92.0946177777777,4.999336565558257,9.932646273637376,1.5776999785560122,96,,,,,Extended_1_Weather_Only,1.8764069432883397,0.38095238095238093,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-01,554,2020,6,1,,,,183.8532011111111,274.4364333333333,221.36336430594864,90.5832322222222,5.74113593968161,8.535726666666667,1.1927220037982875,97,,,,,Extended_1_Weather_Only,1.8779371654691073,0.38345864661654133,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-02,555,2020,6,2,,,,183.2738811111111,272.5586811111111,220.6572652509285,89.28480000000002,6.689574789701084,10.771691536748328,1.8145948163869714,97,,,,,Extended_1_Weather_Only,1.8794650496471605,0.38596491228070173,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-03,556,2020,6,3,,,,183.43407444444443,276.2363133333333,221.3198848934655,92.8022388888889,4.9911196322579405,9.1773231981982,1.3832750790373984,97,,,,,Extended_1_Weather_Only,1.8809906029559975,0.38847117794486213,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-06-21,2020-06-04,557,2020,6,4,173,6,0,183.74037,274.8927922222222,221.22237562166376,91.15242222222221,5.102841538885654,8.47467853170189,1.3685619919802283,97,563.0,,"HP3 Mole Recovery Operations, HP3 RAD Calibrations and SSA Monitoring, Battery Characterization, IDA Temperature Monitoring, and Long Shadow, Aeolian Change, Dust Devil Search, and Tau Images",223.74,Extended_1,1.8825138324965192,0.39097744360902253,26,11,0,3,1,1,0,1,0,0,0.6335772357723577,43.74000000000001,0.8541111111111112,0.5,0.4270555555555556,7.0,0,HP3,0,0,1,2,0,0,1,1,0,1,1,0,SCIENCE,0,1,0,0,0,0,0.5372241579558653,0,0,231,0,0,7,39,72,43,19,49,10,556,457,130,817,307,443,1,True
,2020-06-05,558,2020,6,5,,,,183.3336588888889,275.85624333333334,221.37259635324753,92.52258444444445,5.330020558796837,8.755080590238364,1.4298100468876276,97,,,,,Extended_1_Weather_Only,1.884034745337226,0.39348370927318294,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-06,559,2020,6,6,,,,182.59016666666665,271.74222444444445,220.51287236941985,89.1520577777778,6.742501981578325,10.79333111111111,1.7408306969579497,97,,,,,Extended_1_Weather_Only,1.8855533485144158,0.39598997493734334,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-07,560,2020,6,7,,,,183.42004333333333,271.8206011111111,219.94141953693767,88.40055777777778,7.03546233832971,11.436397765363129,1.8798713547452852,97,,,,,Extended_1_Weather_Only,1.8870696490323797,0.39849624060150374,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-08,561,2020,6,8,,,,183.1634311111111,273.8280433333333,221.25571670397036,90.66461222222222,5.4744421566237955,9.00492888888889,1.3374125260536152,97,,,,,Extended_1_Weather_Only,1.888583653863595,0.40100250626566414,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-09,562,2020,6,9,,,,183.30566777777776,272.5300833333333,220.06931664700815,89.22441555555557,7.1245081015107665,12.789410055865924,1.898521455100319,97,,,,,Extended_1_Weather_Only,1.890095369948917,0.40350877192982454,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-10,563,2020,6,10,,,,183.57165111111112,274.8799544444444,221.64762822438706,91.3083033333333,4.179045701149304,6.751863855421687,1.1583518238016768,97,,,,,Extended_1_Weather_Only,1.891604804197771,0.40601503759398494,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-06-28,2020-06-11,564,2020,6,11,180,6,5,184.3986455555556,273.63343444444445,220.31976599834238,89.23478888888886,4.863894944152732,9.19007341490545,1.5664829875001542,97,576.0,,"HP3 RAD Calibrations and SSA Monitoring, Battery Characterization, IDA Temperature Monitoring, and Long Shadow, Aeolian Change, Dust Devil Search, and Tau Images",228.23,Extended_1,1.8931119634883424,0.40852130325814534,22,10,0,3,1,1,0,1,0,0,0.5776422764227642,41.77000000000001,0.8790555555555555,0.9829629131445341,0.8640790097047757,7.0,0,HP3,0,0,0,2,0,0,1,1,0,0,1,0,SCIENCE,0,0,1,1,0,0,0.5740650406504065,0,0,224,7,0,13,40,73,43,20,49,10,563,464,123,810,314,436,1,True
,2020-06-12,565,2020,6,12,,,,184.20739,276.8362,220.7468280049059,92.62881000000002,4.592974679036288,7.939442222222222,1.1878957993210686,97,,,,,Extended_1_Weather_Only,1.8946168546677629,0.41102756892230574,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-13,566,2020,6,13,,,,183.6015866666667,275.54371333333336,219.80212091827443,91.94212666666667,4.44866070970374,7.832091111111111,1.3483204385687455,97,,,,,Extended_1_Weather_Only,1.8961194845522977,0.41353383458646614,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-14,567,2020,6,14,,,,183.65055444444445,276.0955711111111,220.17742895161095,92.44501666666665,4.249305812803128,7.1484013377926425,1.1399358175374927,97,,,,,Extended_1_Weather_Only,1.8976198599275322,0.41604010025062654,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-15,568,2020,6,15,,,,184.4272222222222,276.6549088888889,220.22252375976157,92.22768666666667,4.2492696186027565,7.388789915966386,1.1843414781565542,97,,,,,Extended_1_Weather_Only,1.8991179875485542,0.41854636591478694,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-16,569,2020,6,16,,,,184.30295,274.79107111111114,220.75679242378854,90.48812111111113,4.3984332641943915,6.703568713450292,1.0439879760091304,97,,,,,Extended_1_Weather_Only,1.900613874140137,0.42105263157894735,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-17,570,2020,6,17,,,,183.65362,273.98197555555555,219.2157143689931,90.32835555555556,5.975810338424422,9.004337777777778,1.1700157575660846,97,,,,,Extended_1_Weather_Only,1.9021075263969205,0.42355889724310775,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-18,571,2020,6,18,,,,184.7315888888889,273.4015911111111,219.34253552927325,88.6700022222222,5.318098605217891,8.502262222222223,1.3345603532921113,97,,,,,Extended_1_Weather_Only,1.9035989509835904,0.42606516290726815,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-19,572,2020,6,19,,,,184.9209988888889,273.0353111111111,218.8703622147324,88.11431222222222,6.5873410205741125,12.42696888888889,1.8605668103475175,97,,,,,Extended_1_Weather_Only,1.9050881545350582,0.42857142857142855,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-20,573,2020,6,20,,,,184.4394977777778,270.2280277777778,219.0748894130652,85.78853000000001,5.12130780954786,9.76832,1.7478473847006561,97,,,,,Extended_1_Weather_Only,1.9065751436566365,0.43107769423558895,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-21,574,2020,6,21,,,,184.81698111111112,275.7937688888889,220.33850268659242,90.97678777777779,4.167496643031159,6.946544232922733,1.0404308442268109,97,,,,,Extended_1_Weather_Only,1.9080599249242156,0.43358395989974935,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-22,575,2020,6,22,,,,184.8863611111111,273.74171333333334,219.93757628185145,88.85535222222222,4.568135504721816,7.659025669642857,0.9188036039624473,97,,,,,Extended_1_Weather_Only,1.9095425048844386,0.43609022556390975,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-23,576,2020,6,23,,,,184.40807,274.18293,220.01396631799503,89.77485999999999,5.384092091691372,10.682883333333333,1.7775789192020042,97,,,,,Extended_1_Weather_Only,1.9110228900548727,0.43859649122807015,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-07-11,2020-06-24,577,2020,6,24,193,5,13,185.63567777777777,268.21633777777777,218.97913755554552,82.58066,6.55935446869417,10.037131991051456,1.7425201951673626,97,583.0,,"Unsafe APSS and Power ON (All Sensors), Retract IDA, Mole Pit Mosaic, Solar Array Vibration Image Campaign, Install WUTT, and Tau Images",236.64,Extended_1,1.9125010869241836,0.44110275689223055,22,8,0,5,1,1,1,1,1,0,0.6243089430894309,33.360000000000014,0.9257777777777777,0.37059047744873963,0.3430844286780998,13.0,0,IDA,0,1,0,0,0,0,0,0,0,1,0,1,RECOVERY,0,0,0,1,0,0,0.5998722415795587,13,7,211,0,13,0,41,74,44,21,50,10,576,477,110,797,327,423,1,True
,2020-06-25,578,2020,6,25,,,,186.09581666666665,272.5684333333333,220.46442562301573,86.47261666666665,5.143402262448191,10.594507777777778,1.6438302035833328,97,,,,,Extended_1_Weather_Only,1.9139771019523042,0.44360902255639095,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-26,579,2020,6,26,,,,185.95999333333333,266.8329988888889,218.6529918817932,80.87300555555555,6.877259790339948,12.139935555555557,1.9206736451788329,97,,,,,Extended_1_Weather_Only,1.9154509415706047,0.44611528822055135,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-27,580,2020,6,27,,,,186.12668,272.8537588888889,221.16698174313714,86.72707888888888,5.35637610543568,9.951017777777777,1.8856623116709548,97,,,,,Extended_1_Weather_Only,1.916922612182061,0.44862155388471175,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-28,581,2020,6,28,,,,186.1044288888889,273.4265911111111,222.25531289658795,87.32216222222223,4.1568303794420265,7.392914124293785,1.1231607207973526,97,,,,,Extended_1_Weather_Only,1.918392120161421,0.45112781954887216,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-29,582,2020,6,29,,,,187.4035255555556,274.90396555555554,222.39004464395035,87.50043999999994,4.663153623405487,8.379073529411764,1.355782889068214,97,,,,,Extended_1_Weather_Only,1.9198594718553708,0.45363408521303256,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-06-30,583,2020,6,30,,,,187.17810111111112,273.49470333333335,221.95639262844773,86.31660222222223,5.893337804595354,10.878827777777778,1.7885563700476774,97,,,,,Extended_1_Weather_Only,1.9213246735826988,0.45614035087719296,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-07-18,2020-07-01,584,2020,7,1,200,5,18,187.29930666666667,250.00977067082684,210.53675035681832,62.71046400416017,3.942098277587009,5.837951945080091,0.697010318444405,22,590.0,,"SEIS Tilt Measurement and Flash Maintenance, HP3 Unsafe and RAD Single Measurements, and Dust Devil and Tau Images",241.18,Extended_1,1.922787731634459,0.45864661654135336,18,7,0,2,0,1,1,0,0,0,0.41837398373983736,28.819999999999993,0.9510000000000001,0.0,0.0,7.0,0,HP3,0,0,0,2,0,0,0,1,0,1,0,0,MAINTENANCE,0,0,0,1,1,0,0.5623809523809524,7,0,204,0,20,7,41,75,45,21,50,10,583,484,103,790,334,416,1,True
,2020-07-11,594,2020,7,11,,,,202.4312811111111,270.9006933333333,241.09685757691327,68.46941222222222,3.5355634767898025,5.063225555555555,0.9199074041043344,51,,,,,Extended_1_Weather_Only,1.937301774518713,0.48370927318295737,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-12,595,2020,7,12,,,,187.1130733333333,269.4753288888889,220.39551801711823,82.3622555555556,4.882846410005607,9.582833333333332,1.5075461281549205,97,,,,,Extended_1_Weather_Only,1.9387416595767009,0.48621553884711777,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-13,596,2020,7,13,,,,186.9713322222222,270.57734666666664,220.22880309809065,83.60601444444444,4.976539505335072,9.766765555555557,1.620562806570244,97,,,,,Extended_1_Weather_Only,1.9401794743463283,0.48872180451127817,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-14,597,2020,7,14,,,,186.8669855555556,267.56024888888885,219.3129142143397,80.69326333333325,5.717295908051213,9.23257,1.3577757664024093,97,,,,,Extended_1_Weather_Only,1.9416152247724325,0.49122807017543857,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-08-02,2020-07-15,598,2020,7,15,215,6,3,186.7842011111111,268.1802944444445,219.0196569959005,81.3960933333334,5.926782309202339,10.321263333333334,1.6387876723469346,97,603.0,,"HP3 Mole Recovery Operations, HP3 RAD Hourly Measurements and SSA Monitoring, and Tau Images",250.31,Extended_1,1.9430489167742813,0.49373433583959897,14,5,0,1,0,1,0,0,0,0,0.28577235772357723,19.689999999999998,0.9982777777777778,0.8535533905932737,0.8520833819761409,7.0,0,HP3,0,0,1,2,0,0,0,0,0,1,0,0,RECOVERY,0,1,0,0,1,0,0.509082462253194,7,14,190,0,34,21,41,77,45,21,50,10,597,498,89,776,348,402,1,True
,2020-07-16,599,2020,7,16,,,,186.3913922222222,270.79736444444444,220.02311642422538,84.40597222222223,5.051485630848794,9.96201111111111,1.8893400503399853,97,,,,,Extended_1_Weather_Only,1.944480556245719,0.49624060150375937,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-17,600,2020,7,17,,,,186.60145,269.93751,219.79544284435607,83.33605999999997,4.875225819377662,9.91822888888889,1.7692987356651426,97,,,,,Extended_1_Weather_Only,1.9459101490553132,0.49874686716791977,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-18,601,2020,7,18,,,,186.54366888888887,266.85191555555554,218.61378643226683,80.30824666666666,5.767464540300898,9.752001111111111,1.6970964106011386,97,,,,,Extended_1_Weather_Only,1.9473377010464987,0.5012531328320802,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-19,602,2020,7,19,,,,186.20116222222225,267.88225111111115,218.02853873024708,81.6810888888889,5.662517553570238,9.574102222222225,1.7212824588027444,97,,,,,Extended_1_Weather_Only,1.9487632180377197,0.5037593984962406,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-20,603,2020,7,20,,,,186.65605777777776,269.8083688888889,223.6076024245386,83.15231111111112,4.045661691048636,6.015383240223464,1.2426506996751339,72,,,,,Extended_1_Weather_Only,1.9501867058225735,0.506265664160401,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
2020-08-08,2020-07-21,604,2020,7,21,221,5,7,186.27643444444445,268.3164366666667,218.05075574715923,82.04000222222223,4.733197766871009,9.16792777777778,1.7991055138129146,97,610.0,,"HP3 Mole Recovery Operations, HP3 RAD Single Measurements and SSA Monitoring, and Dust Devil and Tau Images",254.23,Extended_1,1.951608170169951,0.5087719298245614,17,6,0,1,0,1,0,0,0,0,0.33439024390243904,15.77000000000001,0.9765,0.9829629131445341,0.9598632846856375,6.0,0,HP3,0,0,1,2,0,0,0,0,0,1,0,0,RECOVERY,0,1,0,0,1,0,0.4514053426248548,13,20,184,0,40,27,41,78,45,21,50,10,603,504,83,770,354,396,1,True
,2020-07-22,605,2020,7,22,,,,186.1292588888889,266.90797000000003,217.3045500433443,80.77871111111114,5.263287626218447,9.556264444444446,1.5881618376278792,97,,,,,Extended_1_Weather_Only,1.9530276168241774,0.5112781954887218,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-23,606,2020,7,23,,,,185.48864777777777,267.1244533333333,217.1689677972388,81.63580555555552,5.389883112865464,8.47873,1.4123729880075877,97,,,,,Extended_1_Weather_Only,1.9544450515051506,0.5137844611528822,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-24,607,2020,7,24,,,,185.4978188888889,265.42559444444447,216.53032254581964,79.92777555555557,6.065544987605353,8.904726057906458,1.4471239993485507,97,,,,,Extended_1_Weather_Only,1.9558604799084813,0.5162907268170426,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
,2020-07-25,608,2020,7,25,,,,184.65086222222223,264.74636444444445,215.65955089679605,80.09550222222222,7.3254748988040514,9.928656666666663,1.6383512424890554,97,,,,,Extended_1_Weather_Only,1.9572739077056285,0.518796992481203,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,0,NONE,,,,,,,0,0,0,0,0,0,NO_ACTIVITY,,0,1,1,1,1,0.0,,,,,,,,,,,,,,,,,,,0,False
