URN,Start Time,Stop Time,File Name,sol_number,start_mean_solar_time,stop_mean_solar_time,start_true_solar_time,stop_true_solar_time,start_solar_longitude,stop_solar_longitude,Ls,Mars Year,File_Size(Mb)
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0004,2018-11-30T14:44:27.755Z,2018-11-30T19:27:55.041Z,ps_calib_0004,4,4M06:44:09.786,4M11:20:02.030,4 06:03:17,4 10:39:04,297.937,298.055,297.88,34,2.723
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0005,2018-12-01T21:52:55.267Z,2018-12-02T02:10:57.716Z,ps_calib_0005,5,5M13:02:37.783,5M17:13:45.987,5 12:21:11,5 16:32:15,298.716,298.824,298.61,34,33.68
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0010,2018-12-07T02:43:06.024Z,2018-12-07T03:04:03.675Z,ps_calib_0010,10,10M14:32:24.240,10M14:52:48.241,10 13:48:51,10 14:09:15,301.826,301.834,301.77,34,2.723
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0014,2018-12-11T02:16:55.179Z,2018-12-11T15:04:38.863Z,ps_calib_0014,14,14M11:32:48.653,14M23:59:59.871,14 10:47:47,14 23:14:47,304.191,304.507,304.15,34,8.985
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0014,2018-12-11T03:28:30.059Z,2018-12-11T15:04:38.963Z,ps_calibevent_0014,14,14M12:42:28.620,14M23:59:59.968,14 11:57:26,14 23:14:48,304.22,304.507,304.33,34,51.418
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0015,2018-12-11T15:04:39.013Z,2018-12-12T14:22:59.672Z,ps_calibevent_0015,15,15M00:00:00.017,15M22:40:55.854,14 23:14:48,15 21:55:24,304.507,305.081,304.74,34,38.864
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0015,2018-12-11T15:04:39.363Z,2018-12-12T15:44:14.140Z,ps_calib_0015,15,15M00:00:00.357,15M23:59:59.903,14 23:14:48,15 23:14:26,304.507,305.114,304.74,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0016,2018-12-12T15:44:14.640Z,2018-12-13T16:23:49.124Z,ps_calib_0016,16,16M00:00:00.390,16M23:59:59.650,15 23:14:27,16 23:14:06,305.114,305.721,305.33,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0016,2018-12-12T17:47:47.502Z,2018-12-13T15:04:45.141Z,ps_calibevent_0016,16,16M02:00:14.915,16M22:43:02.595,16 01:14:40,16 21:57:10,305.165,305.689,305.33,34,69.907
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0017,2018-12-13T16:23:49.624Z,2018-12-14T17:03:24.356Z,ps_calib_0017,17,17M00:00:00.136,17M23:59:59.638,16 23:14:06,17 23:13:46,305.721,306.327,305.92,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0017,2018-12-13T18:53:56.974Z,2018-12-14T16:37:27.337Z,ps_calibevent_0017,17,17M02:26:06.488,17M23:34:44.278,17 01:40:10,17 22:48:31,305.783,306.316,305.92,34,34.117
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0018,2018-12-14T17:03:24.856Z,2018-12-15T17:42:59.705Z,ps_calib_0018,18,18M00:00:00.125,18M23:59:59.740,17 23:13:46,18 23:13:26,306.327,306.932,306.51,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0018,2018-12-14T18:15:31.267Z,2018-12-15T16:26:04.724Z,ps_calibevent_0018,18,18M01:10:10.780,18M22:45:08.236,18 00:23:56,18 21:58:36,306.356,306.9,306.51,34,85.188
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0019,2018-12-15T17:43:00.205Z,2018-12-16T18:22:35.090Z,ps_calib_0019,19,19M00:00:00.227,19M23:59:59.878,18 23:13:27,19 23:13:07,306.932,307.536,307.1,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0019,2018-12-15T17:59:39.689Z,2018-12-16T18:22:35.190Z,ps_calibevent_0019,19,19M00:16:12.969,19M23:59:59.975,18 23:29:39,19 23:13:07,306.938,307.536,307.1,34,39.356
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0020,2018-12-16T18:22:35.240Z,2018-12-17T17:45:18.508Z,ps_calibevent_0020,20,20M00:00:00.024,20M22:45:11.444,19 23:13:08,20 21:58:01,307.536,308.107,307.69,34,73.93
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0020,2018-12-16T18:22:35.590Z,2018-12-17T19:02:09.983Z,ps_calib_0020,20,20M00:00:00.364,20M23:59:59.536,19 23:13:08,20 23:12:49,307.536,308.139,307.69,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0021,2018-12-17T19:02:10.483Z,2018-12-18T19:41:45.243Z,ps_calib_0021,21,21M00:00:00.023,21M23:59:59.552,20 23:12:49,21 23:12:31,308.139,308.741,308.27,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0021,2018-12-18T04:18:02.808Z,2018-12-18T18:22:04.787Z,ps_calibevent_0021,21,21M09:00:59.982,21M22:42:27.000,21 08:13:42,21 21:54:59,308.365,308.708,308.45,34,85.176
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0022,2018-12-18T19:41:45.743Z,2018-12-19T20:21:20.593Z,ps_calib_0022,22,22M00:00:00.038,22M23:59:59.655,21 23:12:31,22 23:12:14,308.741,309.342,308.86,34,14.321
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0022,2018-12-19T06:45:07.825Z,2018-12-19T19:05:22.127Z,ps_calibevent_0022,22,22M10:45:37.188,22M22:46:03.153,22 09:58:01,22 21:58:18,309.01,309.311,309.04,34,33.461
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0023,2018-12-19T20:21:21.093Z,2018-12-20T21:00:55.694Z,ps_calib_0023,23,23M00:00:00.141,23M23:59:59.515,22 23:12:14,23 23:11:57,309.342,309.942,309.45,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0023,2018-12-20T07:34:41.155Z,2018-12-20T19:46:48.231Z,ps_calibevent_0023,23,23M10:55:19.271,23M22:47:51.047,23 10:07:25,23 21:59:49,309.615,309.912,309.62,34,5.95
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0024,2018-12-20T21:00:56.194Z,2018-12-21T21:40:31.245Z,ps_calib_0024,24,24M00:00:00.002,24M23:59:59.814,23 23:11:57,24 23:11:41,309.942,310.541,310.2,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0024,2018-12-20T21:11:00.181Z,2018-12-21T13:57:22.709Z,ps_calibevent_0024,24,24M00:09:47.829,24M16:29:14.780,23 23:21:45,24 15:41:01,309.946,310.354,310.03,34,11.399
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0025,2018-12-21T21:40:31.745Z,2018-12-22T22:20:06.538Z,ps_calib_0025,25,25M00:00:00.301,25M23:59:59.862,24 23:11:41,25 23:11:25,310.541,311.139,310.79,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0025,2018-12-22T01:25:53.958Z,2018-12-22T01:55:21.869Z,ps_calibevent_0025,25,25M03:39:20.717,25M04:08:01.327,25 02:50:59,25 03:19:39,310.632,310.644,310.44,34,3.555
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0026,2018-12-22T22:20:07.038Z,2018-12-23T22:59:41.887Z,ps_calib_0026,26,26M00:00:00.349,26M23:59:59.964,25 23:11:25,26 23:11:10,311.139,311.737,311.37,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0026,2018-12-23T10:37:18.597Z,2018-12-23T13:36:54.337Z,ps_calibevent_0026,26,26M11:57:28.461,26M14:52:15.889,26 11:08:46,26 14:03:32,311.437,311.509,311.37,34,13.578
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0027,2018-12-23T22:59:42.387Z,2018-12-24T23:39:16.729Z,ps_calib_0027,27,27M00:00:00.450,27M23:59:59.573,26 23:11:10,27 23:10:55,311.737,312.333,311.95,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0027,2018-12-24T13:30:40.774Z,2018-12-24T20:53:20.336Z,ps_calibevent_0027,27,27M14:07:40.628,27M21:18:29.570,27 13:18:42,27 20:29:26,312.088,312.266,312.07,34,9.922
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0028,2018-12-24T23:39:17.229Z,2018-12-26T00:18:52.044Z,ps_calib_0028,28,28M00:00:00.059,28M23:59:59.642,27 23:10:55,28 23:10:41,312.333,312.928,312.53,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0029,2018-12-26T00:18:52.544Z,2018-12-27T00:58:27.363Z,ps_calib_0029,29,29M00:00:00.129,29M23:59:59.715,28 23:10:41,29 23:10:27,312.928,313.523,313.11,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0029,2018-12-26T13:11:44.560Z,2018-12-26T15:29:23.349Z,ps_calibevent_0029,29,29M12:32:11.429,29M14:46:09.248,29 11:42:45,29 13:56:42,313.239,313.294,313.22,34,1.942
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0030,2018-12-27T00:58:27.863Z,2018-12-27T06:10:12.006Z,ps_calib_0030,30,30M00:00:00.202,30M05:03:23.902,29 23:10:28,30 04:13:49,313.523,313.648,313.51,34,3.657
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0032,2018-12-29T10:49:37.771Z,2018-12-30T02:57:13.253Z,ps_calib_0032,32,32M08:18:17.702,32M23:59:59.869,32 07:28:15,32 23:09:50,314.913,315.3,314.95,34,11.321
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0032,2018-12-29T20:30:03.079Z,2018-12-30T00:00:48.813Z,ps_calibevent_0032,32,32M17:43:11.234,32M21:08:18.623,32 16:53:04,32 20:18:10,315.145,315.229,314.95,34,12.676
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0033,2018-12-30T02:57:13.753Z,2018-12-31T03:36:48.622Z,ps_calib_0033,33,33M00:00:00.355,33M23:59:59.990,32 23:09:50,33 23:09:38,315.3,315.89,315.53,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0033,2018-12-30T15:24:52.847Z,2018-12-30T23:15:40.274Z,ps_calibevent_0033,33,33M12:07:39.213,33M19:45:50.861,33 11:17:23,33 18:55:31,315.598,315.786,315.53,34,10.7
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0034,2018-12-31T03:36:49.122Z,2019-01-01T04:16:23.414Z,ps_calib_0034,34,34M00:00:00.477,34M23:59:59.551,33 23:09:39,34 23:09:27,315.89,316.48,316.1,34,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0034,2018-12-31T17:15:14.081Z,2019-01-01T01:45:45.467Z,ps_calibevent_0034,34,34M13:16:31.599,34M21:33:23.420,34 12:26:04,34 20:42:52,316.216,316.42,316.1,34,19.758
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0035,2019-01-01T04:16:23.914Z,2019-01-02T04:55:58.852Z,ps_calib_0035,35,35M00:00:00.037,35M23:59:59.740,34 23:09:28,35 23:09:17,316.48,317.068,316.68,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0035,2019-01-01T20:07:30.224Z,2019-01-02T02:50:17.885Z,ps_calibevent_0035,35,35M15:25:39.498,35M21:57:40.536,35 14:35:00,35 21:06:58,316.858,317.018,316.68,35,31.512
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0036,2019-01-02T04:55:59.352Z,2019-01-03T05:35:34.333Z,ps_calib_0036,36,36M00:00:00.226,36M23:59:59.971,35 23:09:17,36 23:09:07,317.068,317.656,317.25,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0036,2019-01-02T15:36:57.139Z,2019-01-02T15:43:01.080Z,ps_calibevent_0036,36,36M10:23:49.048,36M10:29:43.252,36 09:33:02,36 09:38:56,317.323,317.325,317.25,35,0.742
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0037,2019-01-03T05:35:34.833Z,2019-01-04T06:15:09.486Z,ps_calib_0037,37,37M00:00:00.457,37M23:59:59.882,36 23:09:08,37 23:08:58,317.656,318.242,317.82,35,16.203
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0037,2019-01-03T19:50:08.533Z,2019-01-04T04:10:39.049Z,ps_calibevent_0037,37,37M13:51:42.293,37M21:58:49.321,37 13:00:44,37 21:07:48,317.994,318.193,317.94,35,60.157
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0038,2019-01-04T06:15:09.986Z,2019-01-05T06:54:44.461Z,ps_calib_0038,38,38M00:00:00.368,38M23:59:59.620,37 23:08:58,38 23:08:48,318.242,318.828,318.39,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0038,2019-01-04T19:09:09.062Z,2019-01-05T02:23:44.611Z,ps_calibevent_0038,38,38M12:33:16.935,38M19:36:14.814,38 11:42:10,38 18:45:05,318.548,318.72,318.39,35,16.082
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0039,2019-01-05T06:54:44.961Z,2019-01-06T07:34:19.753Z,ps_calib_0039,39,39M00:00:00.107,39M23:59:59.667,38 23:08:49,39 23:08:40,318.828,319.412,318.96,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0039,2019-01-05T07:45:49.421Z,2019-01-06T07:34:20.053Z,ps_calibevent_0039,39,39M00:49:42.575,39M23:59:59.958,38 23:58:31,39 23:08:40,318.848,319.412,318.96,35,171.672
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0040,2019-01-06T07:34:20.103Z,2019-01-07T06:08:19.857Z,ps_calibevent_0040,40,40M00:00:00.007,40M21:57:46.135,39 23:08:40,40 21:06:19,319.412,319.946,319.53,35,9.942
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0040,2019-01-06T07:34:20.253Z,2019-01-07T08:13:55.300Z,ps_calib_0040,40,40M00:00:00.153,40M23:59:59.962,39 23:08:41,40 23:08:33,319.412,319.996,319.53,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0041,2019-01-07T08:13:55.800Z,2019-01-08T08:53:30.253Z,ps_calib_0041,41,41M00:00:00.449,41M23:59:59.678,40 23:08:33,41 23:08:25,319.996,320.578,320.1,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0041,2019-01-08T00:03:13.690Z,2019-01-08T00:12:45.632Z,ps_calibevent_0041,41,41M15:23:54.390,41M15:33:11.029,41 14:32:22,41 14:41:39,320.369,320.373,320.21,35,1.16
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0042,2019-01-08T08:53:30.753Z,2019-01-09T09:33:05.748Z,ps_calib_0042,42,42M00:00:00.165,42M23:59:59.923,41 23:08:25,42 23:08:18,320.578,321.16,320.66,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0042,2019-01-09T05:01:31.884Z,2019-01-09T05:06:43.832Z,ps_calibevent_0042,42,42M19:35:42.013,42M19:40:45.614,42 18:44:02,42 18:49:05,321.053,321.055,320.95,35,0.637
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0043,2019-01-09T09:33:06.248Z,2019-01-10T10:12:40.792Z,ps_calib_0043,43,43M00:00:00.410,43M23:59:59.728,42 23:08:19,43 23:08:12,321.16,321.74,321.34,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0043,2019-01-09T22:54:05.871Z,2019-01-10T08:07:05.352Z,ps_calibevent_0043,43,43M12:59:34.164,43M21:57:45.904,43 12:07:49,43 21:05:58,321.474,321.691,321.51,35,66.465
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0044,2019-01-10T10:12:41.292Z,2019-01-11T10:52:15.815Z,ps_calib_0044,44,44M00:00:00.214,44M23:59:59.513,43 23:08:12,44 23:08:06,321.74,322.319,321.91,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0044,2019-01-10T23:29:25.319Z,2019-01-11T08:46:33.832Z,ps_calibevent_0044,44,44M12:55:25.212,44M21:57:39.321,44 12:03:34,44 21:05:46,322.052,322.27,322.08,35,16.645
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0045,2019-01-11T10:52:16.315Z,2019-01-12T11:31:51.269Z,ps_calib_0045,45,45M00:00:00.000,45M23:59:59.717,44 23:08:06,45 23:08:00,322.319,322.898,322.47,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0045,2019-01-12T01:15:22.850Z,2019-01-12T10:17:53.290Z,ps_calibevent_0045,45,45M14:00:00.950,45M22:48:00.480,45 13:08:04,45 21:56:01,322.657,322.869,322.64,35,32.426
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0046,2019-01-12T11:31:51.769Z,2019-01-13T12:11:26.677Z,ps_calib_0046,46,46M00:00:00.204,46M23:59:59.877,45 23:08:01,46 23:07:56,322.898,323.475,323.03,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0046,2019-01-12T23:57:51.319Z,2019-01-13T12:11:26.777Z,ps_calibevent_0046,46,46M12:06:02.181,46M23:59:59.974,46 11:14:00,46 23:07:56,323.189,323.475,323.2,35,91.524
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0047,2019-01-13T12:11:26.827Z,2019-01-14T12:51:02.008Z,ps_calibevent_0047,47,47M00:00:00.023,47M23:59:59.962,46 23:07:56,47 23:07:51,323.475,324.052,323.59,35,65.168
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0047,2019-01-13T12:11:27.177Z,2019-01-14T12:51:01.708Z,ps_calib_0047,47,47M00:00:00.364,47M23:59:59.670,46 23:07:56,47 23:07:51,323.475,324.052,323.59,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0048,2019-01-14T12:51:02.108Z,2019-01-15T13:30:37.210Z,ps_calibevent_0048,48,48M00:00:00.059,48M23:59:59.921,47 23:07:51,48 23:07:47,324.052,324.627,324.16,35,52.617
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0048,2019-01-14T12:51:02.208Z,2019-01-15T13:30:37.210Z,ps_calib_0048,48,48M00:00:00.156,48M23:59:59.921,47 23:07:51,48 23:07:47,324.052,324.627,324.16,35,17.293
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0049,2019-01-15T13:30:37.310Z,2019-01-16T14:10:12.472Z,ps_calibevent_0049,49,49M00:00:00.018,49M23:59:59.939,48 23:07:47,49 23:07:44,324.627,325.202,324.72,35,52.379
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0049,2019-01-15T13:30:37.710Z,2019-01-16T14:10:12.172Z,ps_calib_0049,49,49M00:00:00.408,49M23:59:59.647,48 23:07:48,49 23:07:44,324.627,325.202,324.72,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0050,2019-01-16T14:10:12.572Z,2019-01-17T14:49:47.732Z,ps_calibevent_0050,50,50M00:00:00.036,50M23:59:59.954,49 23:07:44,50 23:07:41,325.202,325.775,325.27,35,39.016
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0050,2019-01-16T14:10:12.672Z,2019-01-17T14:49:47.632Z,ps_calib_0050,50,50M00:00:00.134,50M23:59:59.856,49 23:07:44,50 23:07:41,325.202,325.775,325.27,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0051,2019-01-17T14:49:47.832Z,2019-01-18T15:29:22.980Z,ps_calibevent_0051,51,51M00:00:00.051,51M23:59:59.958,50 23:07:41,51 23:07:38,325.775,326.348,326,35,55.789
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0051,2019-01-17T14:49:48.132Z,2019-01-18T15:29:22.980Z,ps_calib_0051,51,51M00:00:00.343,51M23:59:59.958,50 23:07:41,51 23:07:38,325.775,326.348,326,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0052,2019-01-18T15:29:23.080Z,2019-01-19T16:08:58.198Z,ps_calibevent_0052,52,52M00:00:00.055,52M23:59:59.933,51 23:07:38,52 23:07:36,326.348,326.919,326.56,35,65.692
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0052,2019-01-18T15:29:23.480Z,2019-01-19T16:08:57.898Z,ps_calib_0052,52,52M00:00:00.445,52M23:59:59.641,51 23:07:39,52 23:07:36,326.348,326.919,326.56,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0053,2019-01-19T16:08:58.298Z,2019-01-20T16:48:33.484Z,ps_calibevent_0053,53,53M00:00:00.030,53M23:59:59.974,52 23:07:36,53 23:07:35,326.919,327.49,327.11,35,52.047
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0053,2019-01-19T16:08:58.398Z,2019-01-20T16:48:33.384Z,ps_calib_0053,53,53M00:00:00.128,53M23:59:59.877,52 23:07:36,53 23:07:35,326.919,327.49,327.11,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0054,2019-01-20T16:48:33.584Z,2019-01-21T17:28:08.746Z,ps_calibevent_0054,54,54M00:00:00.071,54M23:59:59.991,53 23:07:35,54 23:07:34,327.49,328.059,327.67,35,175.164
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0054,2019-01-20T16:48:33.884Z,2019-01-21T17:28:08.346Z,ps_calib_0054,54,54M00:00:00.363,54M23:59:59.602,53 23:07:35,54 23:07:33,327.49,328.059,327.67,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0055,2019-01-21T17:28:08.796Z,2019-01-22T08:09:22.212Z,ps_calibevent_0055,55,55M00:00:00.040,55M14:17:38.791,54 23:07:34,55 13:25:12,328.059,328.398,328.05,35,10.867
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0055,2019-01-21T17:28:08.846Z,2019-01-22T18:07:43.663Z,ps_calib_0055,55,55M00:00:00.088,55M23:59:59.673,54 23:07:34,55 23:07:33,328.059,328.627,328.22,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0056,2019-01-22T18:07:44.163Z,2019-01-23T18:47:18.870Z,ps_calib_0056,56,56M00:00:00.160,56M23:59:59.637,55 23:07:33,56 23:07:32,328.628,329.195,328.77,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0056,2019-01-23T06:21:27.679Z,2019-01-23T18:47:19.170Z,ps_calibevent_0056,56,56M11:54:05.795,56M23:59:59.929,56 11:01:38,56 23:07:33,328.909,329.195,328.94,35,42.063
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0057,2019-01-23T18:47:19.270Z,2019-01-24T19:26:54.430Z,ps_calibevent_0057,57,57M00:00:00.027,57M23:59:59.944,56 23:07:33,57 23:07:33,329.195,329.761,329.32,35,57.469
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0057,2019-01-23T18:47:19.370Z,2019-01-24T19:26:54.130Z,ps_calib_0057,57,57M00:00:00.124,57M23:59:59.652,56 23:07:33,57 23:07:32,329.195,329.761,329.32,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0058,2019-01-24T19:26:54.530Z,2019-01-25T20:06:29.691Z,ps_calibevent_0058,58,58M00:00:00.042,58M23:59:59.961,57 23:07:33,58 23:07:33,329.761,330.327,329.88,35,74.442
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0058,2019-01-24T19:26:54.630Z,2019-01-25T20:06:29.641Z,ps_calib_0058,58,58M00:00:00.139,58M23:59:59.913,57 23:07:33,58 23:07:33,329.761,330.327,329.88,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0059,2019-01-25T20:06:29.741Z,2019-01-26T20:46:04.939Z,ps_calibevent_0059,59,59M00:00:00.010,59M23:59:59.965,58 23:07:33,59 23:07:34,330.327,330.891,330.43,35,58.508
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0059,2019-01-25T20:06:30.141Z,2019-01-26T20:46:04.739Z,ps_calib_0059,59,59M00:00:00.399,59M23:59:59.771,58 23:07:34,59 23:07:34,330.327,330.891,330.43,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0060,2019-01-26T20:46:05.039Z,2019-01-27T21:25:40.135Z,ps_calibevent_0060,60,60M00:00:00.063,60M23:59:59.919,59 23:07:35,60 23:07:36,330.891,331.455,330.97,35,52.075
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0060,2019-01-26T20:46:05.239Z,2019-01-27T21:25:40.135Z,ps_calib_0060,60,60M00:00:00.257,60M23:59:59.919,59 23:07:35,60 23:07:36,330.891,331.455,330.97,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0061,2019-01-27T21:25:40.235Z,2019-01-28T20:00:26.015Z,ps_calibevent_0061,61,61M00:00:00.016,61M21:58:30.937,60 23:07:36,61 21:06:09,331.455,331.97,331.52,35,44.516
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0061,2019-01-27T21:25:40.635Z,2019-01-28T22:05:15.007Z,ps_calib_0061,61,61M00:00:00.405,61M23:59:59.556,60 23:07:36,61 23:07:37,331.455,332.017,331.69,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0062,2019-01-28T22:05:15.507Z,2019-01-29T22:44:50.568Z,ps_calib_0062,62,62M00:00:00.043,62M23:59:59.865,61 23:07:38,62 23:07:40,332.017,332.578,332.23,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0062,2019-01-29T11:35:08.008Z,2019-01-29T22:44:50.668Z,ps_calibevent_0062,62,62M13:08:12.417,62M23:59:59.962,62 12:15:52,62 23:07:40,332.324,332.578,332.34,35,81.782
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0063,2019-01-29T22:44:50.718Z,2019-01-30T23:24:25.908Z,ps_calibevent_0063,63,63M00:00:00.011,63M23:59:59.958,62 23:07:40,63 23:07:43,332.578,333.139,332.78,35,58.407
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0063,2019-01-29T22:44:51.068Z,2019-01-30T23:24:25.808Z,ps_calib_0063,63,63M00:00:00.351,63M23:59:59.861,62 23:07:41,63 23:07:43,332.578,333.139,332.78,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0064,2019-01-30T23:24:26.008Z,2019-02-01T00:04:01.190Z,ps_calibevent_0064,64,64M00:00:00.055,64M23:59:59.995,63 23:07:43,64 23:07:46,333.139,333.698,333.32,35,82.055
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0064,2019-01-30T23:24:26.308Z,2019-02-01T00:04:01.090Z,ps_calib_0064,64,64M00:00:00.347,64M23:59:59.898,63 23:07:43,64 23:07:46,333.139,333.698,333.32,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0065,2019-02-01T00:04:01.290Z,2019-02-02T00:43:36.388Z,ps_calibevent_0065,65,65M00:00:00.093,65M23:59:59.951,64 23:07:46,65 23:07:50,333.698,334.257,333.87,35,54.575
urn:nasa:pds:insight_ps:data_calibrated:ps_calib_0065,2019-02-01T00:04:01.590Z,2019-02-02T00:43:36.288Z,ps_calib_0065,65,65M00:00:00.385,65M23:59:59.853,64 23:07:47,65 23:07:50,333.698,334.257,333.87,35,17.301
urn:nasa:pds:insight_ps:data_calibrated:ps_calibevent_0066,2019-02-02T00:43:36.488Z,2019-02-02T02:00:16.621Z,ps_calibevent_0066,66,66M00:00:00.048,66M01:14:37.101,65 23:07:50,66 00:22:27,334.257,334.285,334.09,35,4.621
